,descricao_objeto,modalidade licitatoria,processo,objeto,valor_estimado,tipo,texto
65,,nPREGAO,00040-00005069/2019-07," e a\ncontratacao de empresa especializada para prestacao de servicos continuados e sazonais, visando a\nimplantacao e o fornecimento de solucao global de Contact Center, para atender os canais dos servicos da\nCentral de Atendimento ao Cidadao do Distrito Federal - Central 156, envolvendo recursos materiais,\ntecnologicos e humanos, incluindo pesquisas qualitativas e quantitativas, aplicacao de metodos, tecnicas e\npadroes de interacao e relacionamento com os usuarios por meio de multicanais, foi marcada para o dia 13\nde setembro de 2019 as 09:30h no site: www.comprasgovernamentais.gov.br", 11.282.560, de Licitacao: Menor preco,"('', '\nPREGAO ELETRONICO No 23/2019\nDICOM/COLIC/SCG/SAGA/SEEC/DF - UASG 925041\nO Pregoeiro comunica aos interessados que a nova abertura do Pregao em epigrafe, cujo objeto e a\ncontratacao de empresa especializada para prestacao de servicos continuados e sazonais, visando a\nimplantacao e o fornecimento de solucao global de Contact Center, para atender os canais dos servicos da\nCentral de Atendimento ao Cidadao do Distrito Federal - Central 156, envolvendo recursos materiais,\ntecnologicos e humanos, incluindo pesquisas qualitativas e quantitativas, aplicacao de metodos, tecnicas e\npadroes de interacao e relacionamento com os usuarios por meio de multicanais, foi marcada para o dia 13\nde setembro de 2019 as 09:30h no site: www.comprasgovernamentais.gov.br. Cadastramento das Propostas\na partir de 02/09/2019 as 08h00. Tipo de Licitacao: Menor preco. Total de grupos Licitados: 1. Valor total\nestimado: R$ 11.282.560,20. Prazo de entrega e instalacao: ate 60 (sessenta) dias corridos. Prazo de\nvigencia: de 12 (doze) meses. Endereco: Anexo do Palacio do Buriti, 5o andar, sala 504-CEP: 70.075.900-\nBrasilia-DF. Processo-SEI n.o: 00040-00005069/2019-07.  Informacoes: Diretoria  de  Compras-\nCOLIC/SAGA/SEEC-DF, telefone: 0xx(61) 3313.8497')"
66,,nPREGAO,00060-00014090/2019-11," Aquisicao de material medico hospitalar CURATIVO ABSORVENTE em sistema de registro de\nprecos para atender as necessidades da Secretaria de Saude - DF, conforme especificacoes e quantitativos\nconstantes no Anexo I do Edital", 333.353,,"('\nPREGAO ELETRONICO POR SRP No 150/2019 - UASG 926119\nObjeto: Aquisicao de material medico hospitalar CURATIVO ABSORVENTE em sistema de registro de\nprecos para atender as necessidades da Secretaria de Saude - DF, conforme especificacoes e quantitativos\nconstantes no Anexo I do Edital. Processo SEI no 00060-00014090/2019-11. Total de 02 itens (Ampla\nconcorrencia, cota as ME/EPP). Valor Estimado: R$ 333.353,5200. Cadastro das Propostas: a partir de\n02/09/2019. Abertura das Propostas: 12/09/2019, as 09:00 horas, horario de Brasilia, no site\nwww.comprasnet.gov.br. O Edital encontra-se disponibilizado sem onus, no site ou com onus no endereco:\nSAIN - Setor de Areas Isoladas Norte - Parque Rural s/no - Asa Norte - Bloco ""A"", 1 andar, sala 83,\nCentral de Compras da SUAG/SES, CEP 70770-200, Brasilia/DF', '')"
67,,nPREGAO,00072-00000904/2019-46," Contratacao de empresa\nespecializada para conservacao/manutencao dos Escritorios Locais de PLANALTINA e VARGEM\nBONITA da Emater-DF, composto por servicos essenciais para a manutencao dos mesmos",, Menor Preco por Item,"(' DE LICITACAO\nPREGAO ELETRONICO No 08/2019\nProcesso: 00072-00000904/2019-46. Tipo: Menor Preco por Item. Objeto: Contratacao de empresa\nespecializada para conservacao/manutencao dos Escritorios Locais de PLANALTINA e VARGEM\nBONITA da Emater-DF, composto por servicos essenciais para a manutencao dos mesmos. O escritorio de\nPLANALTINA esta localizado no Setor Shd - s/n Pja NS - Planaltina-DF, CEP 73310-200 e o servico tera\numa area aproximada de 156 m2. O escritorio de VARGEM BONITA esta localizado no Setor Park Way\n- Nucleo Bandeirante, Brasilia - DF, CEP 71750-000 e o servico tera uma area aproximada de 281,50 m2', '')"
68,,Pregao,," Aquisicao de generos alimenticios pereciveis\n(carne bovina moida de acem em IQF, carne bovina de paleta em iscas em IQF, file de coxa e sobrecoxa\nde frango congelada, file de peito de frango congelado e ovo de galinha) por meio de Registro de Precos\npara o Programa de Alimentacao Escolar do Distrito Federal (PAE-DF), conforme especificacoes e\ncondicoes estabelecidas no edital e seus anexos", 10.936.278,,"(' DO PE POR SRP No 02/2019 (UASG 450432)\nO Pregoeiro da Secretaria de Estado de Educacao do Distrito Federal comunica aos interessados, a\nreabertura do Pregao eletronico por SRP no 02/2019. Objeto: Aquisicao de generos alimenticios pereciveis\n(carne bovina moida de acem em IQF, carne bovina de paleta em iscas em IQF, file de coxa e sobrecoxa\nde frango congelada, file de peito de frango congelado e ovo de galinha) por meio de Registro de Precos\npara o Programa de Alimentacao Escolar do Distrito Federal (PAE-DF), conforme especificacoes e\ncondicoes estabelecidas no edital e seus anexos. Valor total global estimado em R$ 10.936.278,82 (dez\nmilhoes novecentos e trinta e seis mil duzentos e setenta e oito reais e oitenta e dois centavos)', '')"
69,,nPREGAO,00401-00003545/2019-82," Contratacao de empresa\nespecializada na prestacao de servicos de confeccao, sob demanda, de carteiras de identidade funcional e porta\ndocumentos, incluindo todos os servicos de elaboracao de layout, diagramacao, editoracao eletronica,\nacabamento, revisao e impressao de dados funcionais e pessoais, para atender as necessidades da Defensoria\nPublica do Distrito Federal, conforme condicoes, quantidades e exigencias estabelecidas neste Edital e seus\nanexos", 70.205," menor preco, representado pelo menor preco por item, sob a forma de execucao indireta, no\nregime de empreitada por preco unitario","('\nPREGAO ELETRONICO No 003/2019 (UASG-926314)\nA DEFENSORIA PUBLICA DO DISTRITO FEDERAL torna publica a suspensao e a nova data de realizacao\ndo Pregao Eletronico no 003/2019. Processo: 00401-00003545/2019-82 Objeto: Contratacao de empresa\nespecializada na prestacao de servicos de confeccao, sob demanda, de carteiras de identidade funcional e porta\ndocumentos, incluindo todos os servicos de elaboracao de layout, diagramacao, editoracao eletronica,\nacabamento, revisao e impressao de dados funcionais e pessoais, para atender as necessidades da Defensoria\nPublica do Distrito Federal, conforme condicoes, quantidades e exigencias estabelecidas neste Edital e seus\nanexos. Valor total do contrato estimado: R$ 70.205,96 (setenta mil duzentos e cinco reais e noventa e seis\ncentavos) . Do tipo menor preco, representado pelo menor preco por item, sob a forma de execucao indireta, no\nregime de empreitada por preco unitario. Data e horario de reabertura do certame as 10h do dia 22 de abril de\n2019. Motivo: alteracoes no edital e anexos. O Edital podera ser retirado nos enderecos eletronicos\nwww.comprasgovernamentais.gov.br e http://transparencia.defensoria.df.gov.br/. Informacoes pelo telefone:\n(61) 2196-4387', '')"
70,,Pregao,," Aquisicao de oculos prontos (armacoes e\nlentes), embalados em estojo de plastico individual com flanela de limpeza, para atendimento aos\nestudantes da Educacao Infantil, do Ensino Fundamental, do Ensino Medio e da Educacao de Jovens e\nAdultos - EJA, matriculados nas unidades escolares da Rede Publica de Ensino do Distrito Federal que\nnecessitarem de correcao visual, de acordo com as especificacoes, quantidades estimadas e condicoes\nconstantes no Edital e seus Anexo, edital e seus anexos, no valor global estimado de R$ 972.157,18\n(novecentos e setenta e dois mil cento e cinquenta e sete reais e dezoito centavos), com data e horario\nmarcados para abertura do certame as 10h do dia 29 de abril de 2019, objeto do procedimento\nadministrativo no 080-00069248/2018-34", 972.157,,"(' DO PE POR SRP No 22/2019\n(UASG 450432)\nA Pregoeira da Secretaria de Estado de Educacao do Distrito Federal comunica aos interessados, a\nreabertura do Pregao eletronico por SRP no 22/2019, Objeto: Aquisicao de oculos prontos (armacoes e\nlentes), embalados em estojo de plastico individual com flanela de limpeza, para atendimento aos\nestudantes da Educacao Infantil, do Ensino Fundamental, do Ensino Medio e da Educacao de Jovens e\nAdultos - EJA, matriculados nas unidades escolares da Rede Publica de Ensino do Distrito Federal que\nnecessitarem de correcao visual, de acordo com as especificacoes, quantidades estimadas e condicoes\nconstantes no Edital e seus Anexo, edital e seus anexos, no valor global estimado de R$ 972.157,18\n(novecentos e setenta e dois mil cento e cinquenta e sete reais e dezoito centavos), com data e horario\nmarcados para abertura do certame as 10h do dia 29 de abril de 2019, objeto do procedimento\nadministrativo no 080-00069248/2018-34. O Edital podera ser retirado exclusivamente no endereco\neletronico https://www.comprasgovernamentais.gov.br,  Informacoes referentes ao  cadastro para\nparticipacao e  demais procedimentos serao obtidas  atraves do endereco\nhttps://www.comprasgovernamentais.gov.br. Brasilia - DF', '')"
71,,nPREGAO,00060.00489722/2018-15," Aquisicao regular de medicamentos nao-padronizados na SES-DF, por sistema de registro de\nprecos, para atendimento a decisoes judiciais, conforme especificacoes e quantitativos constantes no Anexo\nI deste Edital", 9.235.929,,"('\nPREGAO ELETRONICO POR SRP No 104/2019 - UASG 926119\nObjeto: Aquisicao regular de medicamentos nao-padronizados na SES-DF, por sistema de registro de\nprecos, para atendimento a decisoes judiciais, conforme especificacoes e quantitativos constantes no Anexo\nI deste Edital. Processo SEI no: 00060.00489722/2018-15. Total de 20 itens (ampla concorrencia, exclusivo\nas ME/EPP e cotas reservas as ME/EPP). Valor Estimado: R$ R$ 9.235.929,78. Edital e Cadastro das\nPropostas: a partir de 29/04/2019. Abertura das Propostas: 10/05/2019 as 09 horas, horario de Brasilia, no\nsite www.comprasnet.gov.br. O Edital encontra-se disponibilizado sem onus, no site ou com onus no\nendereco: SAIN - Setor de Areas Isoladas Norte - Parque Rural s/no - Asa Norte - Bloco ""A"", 1 andar,\nsala 83, Central de Compras da SUAG/SES, CEP 70770-200, Brasilia/DF', '')"
72,,nPREGAO,00060-00505272/2018-15," Aquisicao de material de consumo de FILME DE IMAGEM DE LASER DRY VIEW, (DVB),\nBASE DE POLIESTER AZUL, CARTUCHO COM 125 FOLHAS", 5.731.501,,"('\nPREGAO ELETRONICO POR SRP No 87/2019- UASG 926119\nObjeto: Aquisicao de material de consumo de FILME DE IMAGEM DE LASER DRY VIEW, (DVB),\nBASE DE POLIESTER AZUL, CARTUCHO COM 125 FOLHAS. TAMANHO 35 X 43 e outros em\nsistema de registro de precos para atender as necessidades da Secretaria de Saude - DF. Processo SEI no:\n00060-00505272/2018-15. 10 itens (Ampla concorrencia com cota preferencial ME/EPP). Valor Estimado:\nR$ 5.731.501,1940. Cadastro das Propostas: a partir de 17/04/2019. Abertura das Propostas: 30/04/2019 as\n09 horas, horario de Brasilia, no site www.comprasnet.gov.br. O Edital encontra-se disponibilizado sem\nonus, no site ou com onus no endereco: SAIN - Setor de Areas Isoladas Norte - Parque Rural s/no - Asa\nNorte - Bloco ""A"", 1 andar, sala 83, Central de Compras da SUAG/SES, CEP 70770-200, Brasilia/DF', '')"
73,,nPREGAO,00060.00532038/2018-61," Aquisicao regular do medicamento RISPERIDONA COMPRIMIDO 2 MG e outros em sistema de\nregistro de precos, para atender as necessidades da Secretaria de Saude - DF, conforme especificacoes e\nquantitativos constantes no Anexo I deste Edital", R$\n6.658.363,,"('\nPREGAO ELETRONICO POR SRP No 74/2019 - UASG 926119\nObjeto: Aquisicao regular do medicamento RISPERIDONA COMPRIMIDO 2 MG e outros em sistema de\nregistro de precos, para atender as necessidades da Secretaria de Saude - DF, conforme especificacoes e\nquantitativos constantes no Anexo I deste Edital. Processo SEI no: 00060.00532038/2018-61. Total de 16\nitens (ampla concorrencia, exclusivo as ME/EPP e cotas reservas as ME/EPP). Valor Estimado: R$\n6.658.363,74. Edital e Cadastro das Propostas: a partir de 10/04/2019. Abertura das Propostas: 23/04/2019\nas 09 horas, horario de Brasilia, no site www.comprasnet.gov.br. O Edital encontra-se disponibilizado sem\nonus, no site ou com onus no endereco: SAIN - Setor de Areas Isoladas Norte - Parque Rural s/no - Asa\nNorte - Bloco ""A"", 1 andar, sala 83, Central de Compras da SUAG/SES, CEP 70770-200, Brasilia/DF', '')"
74,,Pregao,," Aquisicao de generos alimenticios\npereciveis (carne bovina moida de acem em IQF, carne bovina de paleta em iscas em IQF, file de coxa\ne sobrecoxa de frango congelada, file de peito de frango congelado e ovo de galinha) por meio de\nRegistro de Precos para o Programa de Alimentacao Escolar do Distrito Federal (PAE-DF), conforme\nespecificacoes e condicoes estabelecidas no Termo de Referencia, edital e seus anexos, no valor global\nestimado de R$ 10.936.278,82 (dez milhoes novecentos e trinta e seis mil duzentos e setenta e oito reais\ne oitenta e dois centavos), com data e horario marcados para abertura do certame as 10h do dia 23 de\nabril de 2019, objeto do procedimento administrativo no 00080-00142604/2018-71", 10.936.278,,"(' DO PE POR SRP No 02/2019\n(UASG 450432)\nA Pregoeira da Secretaria de Estado de Educacao do Distrito Federal comunica aos interessados, a\nreabertura do Pregao eletronico por SRP no 02/2019, Objeto: Aquisicao de generos alimenticios\npereciveis (carne bovina moida de acem em IQF, carne bovina de paleta em iscas em IQF, file de coxa\ne sobrecoxa de frango congelada, file de peito de frango congelado e ovo de galinha) por meio de\nRegistro de Precos para o Programa de Alimentacao Escolar do Distrito Federal (PAE-DF), conforme\nespecificacoes e condicoes estabelecidas no Termo de Referencia, edital e seus anexos, no valor global\nestimado de R$ 10.936.278,82 (dez milhoes novecentos e trinta e seis mil duzentos e setenta e oito reais\ne oitenta e dois centavos), com data e horario marcados para abertura do certame as 10h do dia 23 de\nabril de 2019, objeto do procedimento administrativo no 00080-00142604/2018-71. O Edital podera ser\nretirado exclusivamente no endereco eletronico https://www.comprasgovernamentais.gov.br, Informacoes\nreferentes ao cadastro para participacao e demais procedimentos serao obtidas atraves do endereco\nhttps://www.comprasgovernamentais.gov.br. Brasilia - DF', '')"
75,,nPREGAO,00060.00506033/2018-82," Aquisicao regular do medicamento CLONAZEPAM COMPRIMIDO 2 MG e outros, em sistema\nde registro de precos, para atender as necessidades da Secretaria de Saude - DF, conforme especificacoes\ne quantitativos constantes no Anexo I deste Edital", 8.637.358,,"('\nPREGAO ELETRONICO POR SRP No 94/2019 - UASG 926119\nObjeto: Aquisicao regular do medicamento CLONAZEPAM COMPRIMIDO 2 MG e outros, em sistema\nde registro de precos, para atender as necessidades da Secretaria de Saude - DF, conforme especificacoes\ne quantitativos constantes no Anexo I deste Edital. Processo SEI no: 00060.00506033/2018-82. Total de 18\nitens. Valor Estimado: R$ 8.637.358,71. Cadastro das Propostas: a partir de 23/04/2019. Abertura das\nPropostas: 06/05/2019, as 09h00min, horario de Brasilia, no site www.comprasnet.gov.br. O Edital\nencontra-se disponibilizado sem onus, no site ou com onus no endereco: SAIN - Setor de Areas Isoladas\nNorte - Parque Rural s/no - Asa Norte - Bloco ""A"", 1 andar, sala 83/124, Central de Compras da\nSUAG/SES, CEP 70770-200, Brasilia/DF', '')"
76,,nPREGAO,00060.00239779/2017-94," Aquisicao em sistema de registro de precos de material de ORTESES, PROTESES E MATERIAIS\nESPECIAIS (OPME) - HASTE BLOQUEADA DE FEMUR INTRAMEDULAR CANULADA\nRETROGRADA, contemplado na tabela SUS do Ministerio da Saude, para atender a demanda da Unidade\nde Traumatologia e Ortopedia da rede SES/DF, conforme especificacoes e quantitativos constantes no\nAnexo I do Edital", 347.865,,"('\nPREGAO ELETRONICO POR SRP No 527/2018 - UASG 926119\nObjeto: Aquisicao em sistema de registro de precos de material de ORTESES, PROTESES E MATERIAIS\nESPECIAIS (OPME) - HASTE BLOQUEADA DE FEMUR INTRAMEDULAR CANULADA\nRETROGRADA, contemplado na tabela SUS do Ministerio da Saude, para atender a demanda da Unidade\nde Traumatologia e Ortopedia da rede SES/DF, conforme especificacoes e quantitativos constantes no\nAnexo I do Edital. Processo SEI no: 00060.00239779/2017-94. Total de 02 itens (ampla concorrencia com\ncota as ME/EPP). Valor Estimado: R$ 347.865,60. Cadastro das Propostas: a partir de 21/01/2019', '')"
77,,nPREGAO,00060-00381304/2018-81," Aquisicao em Sistema de Registro de Precos de material de ORTESES, PROTESES E\nMATERIAIS ESPECIAIS (OPME) - GRAMPEADOR LINEAR CORTANTE 55-60 MM e RECARGA\nPARA GRAMPEADOR LINEAR CORTANTE 55-60 MM, contemplados na Tabela SUS DE OPME, para\natender a rede SES/DF, conforme especificacoes e quantitativos constantes no Anexo I do Edital", 688.745,,"('\nPREGAO ELETRONICO POR SRP No 507/2018 - UASG 926119\nObjeto: Aquisicao em Sistema de Registro de Precos de material de ORTESES, PROTESES E\nMATERIAIS ESPECIAIS (OPME) - GRAMPEADOR LINEAR CORTANTE 55-60 MM e RECARGA\nPARA GRAMPEADOR LINEAR CORTANTE 55-60 MM, contemplados na Tabela SUS DE OPME, para\natender a rede SES/DF, conforme especificacoes e quantitativos constantes no Anexo I do Edital. Processo\nSEI no: 00060-00381304/2018-81. Total de 02 lotes (Ampla concorrencia e cota preferencial para\nME/EPP). Valor Estimado: R$ 688.745,00. Edital e Cadastro das Propostas: a partir de 18/01/2019', '')"
78,,,00392-00003741/2018-69," contratacao de empresa visando a execucao de obras de infraestrutura externa (sistemas de\nabastecimento de agua potavel e esgotamento sanitario, drenagem e pavimentacao) ao empreendimento\nsituado no Bairro Crixas em Sao Sebastiao, sob as condicoes aqui estabelecidas, em atendimento a\nPolitica Habitacional do Governo do Distrito Federal",,,"(' DE LICITACAO DA CONCORRENCIA N o 01/2019\nObjeto: contratacao de empresa visando a execucao de obras de infraestrutura externa (sistemas de\nabastecimento de agua potavel e esgotamento sanitario, drenagem e pavimentacao) ao empreendimento\nsituado no Bairro Crixas em Sao Sebastiao, sob as condicoes aqui estabelecidas, em atendimento a\nPolitica Habitacional do Governo do Distrito Federal. Data e horario para credenciamento: 09h45min\ndo dia 31 de Janeiro de 2019. Data de entrega e abertura dos envelopes: 10h15min do dia 31 de\nJaneiro de 2019. O respectivo edital podera ser retirado no endereco www.codhab.df.gov.br. Processo\nno 00392-00003741/2018-69. Informacoes referentes ao certame, por meio do site ou por telefone:\n(61)3214-1830', '')"
79,,nPREGAO,,,,,"('\nPREGAO ELETRONICO POR SRP No 532/2018 - UASG 926119\nObjeto: Aquisicao em Sistema de Registro de Precos de material de ORTESES, PROTESES E\nMATERIAIS ESPECIAIS (OPME) - AGULHA PARA BIOPSIA para atender as necessidades da\nSecretaria de Saude - DF, conforme especificacoes e quantitativos constantes no Anexo I do Edital', '')"
80,,nPREGAO,016784," Registro de preco para\ncontratacao de empresa especializada, credenciada junto ao Denatran, na forma da Resolucao do Contran no\n729, de 06/03/2018, para fabricacao e fornecimento de placa de identificacao veicular semiacabada (sem\nestampagem), no padrao MERCOSUL, conforme condicoes, especificacoes, quantidades e exigencias\nestabelecidas no Termo de Referencia e anexos, constantes do anexo A do Edital", 29.470.438, Menor Preco Unitario,"('\nEncontra-se a disposicao dos interessados, no site www.comprasgovernamentais.gov.br, o seguinte Edital:\nPREGAO ELETRONICO No 05/2018\nProcesso no: 0055.016784/2017. UASG: 926142. Tipo: Menor Preco Unitario. Objeto: Registro de preco para\ncontratacao de empresa especializada, credenciada junto ao Denatran, na forma da Resolucao do Contran no\n729, de 06/03/2018, para fabricacao e fornecimento de placa de identificacao veicular semiacabada (sem\nestampagem), no padrao MERCOSUL, conforme condicoes, especificacoes, quantidades e exigencias\nestabelecidas no Termo de Referencia e anexos, constantes do anexo A do Edital. Abertura: 06 de fevereiro de\n2019, as 9h30. Valor total estimado: R$ 29.470.438,00. As empresas e ou representantes que adquirirem o edital\nobrigam-se a acompanhar o Diario Oficial da Uniao sobre possiveis alteracoes. Mais informacoes na Gerencia\nde Licitacao - tels. (61) 3905-5979 / 3905-2030', '')"
81,,nPREGAO,00060.00142337/2018-15," Aquisicao em sistema de registro de precos de material de ORTESES, PROTESES E MATERIAIS\nESPECIAIS (OPME) - PROTESE PRIMARIA DE QUADRIL, com materiais contemplados e nao\ncontemplados na tabela SUS do Ministerio da Saude, para atender a demanda da Unidade de Traumatologia e\nOrtopedia da rede SES/DF, conforme especificacoes e quantitativos constantes no Anexo I do Edital", 4.245.489,,"('\nPREGAO ELETRONICO POR SRP No 459/2018 - UASG 926119\nObjeto: Aquisicao em sistema de registro de precos de material de ORTESES, PROTESES E MATERIAIS\nESPECIAIS (OPME) - PROTESE PRIMARIA DE QUADRIL, com materiais contemplados e nao\ncontemplados na tabela SUS do Ministerio da Saude, para atender a demanda da Unidade de Traumatologia e\nOrtopedia da rede SES/DF, conforme especificacoes e quantitativos constantes no Anexo I do Edital. Processo\nSEI no: 00060.00142337/2018-15. Total de 67 itens, (sendo 62 itens distribuidos em 14 lotes), destinados a\n(ampla concorrencia, exclusivo as ME/EPP e cotas reservas as ME/EPP). Valor Estimado: R$ 4.245.489,7030', '')"
82,,PREGAO,00070-00011848/2017-60," Aquisicao de\nequipamentos de sinalizacao de transito para serem utilizados nas operacoes de fiscalizacao do transporte\nde animais, vegetais, produtos e subprodutos de origem vegetal e animal nas vias e rodovias do Distrito\nFederal, conforme descricao, caracteristicas, prazos, condicoes e demais obrigacoes e informacoes\nconstantes dos Anexos do Edital, com valor Total estimado de R$ 11.417,00 (onze mil quatrocentos e\ndezessete reais)", 11.417," MENOR\nPRECO, na modalidade de PREGAO na forma ELETRONICA, com previsao de nova abertura do certame\npara 07/02/2019, as 09h00m","(' DO PREGAO ELETRONICO No 21/2018\n(EXCLUSIVO PARA ENTIDADES PREFERENCIAIS)\nA SECRETARIA DE ESTADO DA AGRICULTURA, ABASTECIMENTO E DESENVOLVIMENTO\nRURAL DO DISTRITO FEDERAL - SEAGRI/DF torna publico que reabre a licitacao do tipo MENOR\nPRECO, na modalidade de PREGAO na forma ELETRONICA, com previsao de nova abertura do certame\npara 07/02/2019, as 09h00m. Processo no 00070-00011848/2017-60 (SEI). OBJETO: Aquisicao de\nequipamentos de sinalizacao de transito para serem utilizados nas operacoes de fiscalizacao do transporte\nde animais, vegetais, produtos e subprodutos de origem vegetal e animal nas vias e rodovias do Distrito\nFederal, conforme descricao, caracteristicas, prazos, condicoes e demais obrigacoes e informacoes\nconstantes dos Anexos do Edital, com valor Total estimado de R$ 11.417,00 (onze mil quatrocentos e\ndezessete reais). O Edital podera ser retirado a partir da publicacao no Portal www.comprasnet.gov.br ou\nno portal da SEAGRI-DF a partir da sua publicacao e/ou divulgacao', '')"
83,,PREGAO,00070-00006432/2019-91,,,"\nMENOR PRECO POR ITEM na modalidade de PREGAO na forma ELETRONICA, com previsao de\nabertura do certame para 11/12/2019, as 09h00m","(' PREGAO ELETRONICO 11/2019\nAMPLA CONCORRENCIA\nA SECRETARIA DE ESTADO DA AGRICULTURA, ABASTECIMENTO E DESENVOLVIMENTO\nRURAL DO DISTRITO FEDERAL - SEAGRI/DF, torna publico que reabre a licitacao do tipo\nMENOR PRECO POR ITEM na modalidade de PREGAO na forma ELETRONICA, com previsao de\nabertura do certame para 11/12/2019, as 09h00m. Processo no 00070-00006432/2019-91 (SEI)', '')"
84,,nPREGAO,00060-00541200/2018-31," Aquisicao de material medico hospitalar COPO PARA ALEITAMENTO MATERNO em sistema\nde registro de precos para atender as necessidades da Secretaria de Saude - DF, conforme especificacoes\ne quantitativos constantes no Anexo I do Edital", 130.800,,"('\nPREGAO ELETRONICO POR SRP No 200/2019 - UASG 926119\nObjeto: Aquisicao de material medico hospitalar COPO PARA ALEITAMENTO MATERNO em sistema\nde registro de precos para atender as necessidades da Secretaria de Saude - DF, conforme especificacoes\ne quantitativos constantes no Anexo I do Edital. Processo SEI no: 00060-00541200/2018-31. Total de 02\nitens (ampla concorrencia e cota reservada as ME/EPP). Valor Estimado: R$ 130.800,00. Edital e Cadastro\ndas Propostas: a partir de 04/11/2019. Abertura das Propostas: 14/11/2019 as 09 horas, horario de Brasilia,\nno site www.comprasnet.gov.br. O Edital encontra-se disponibilizado sem onus, no site ou com onus no\nendereco: SAIN - Setor de Areas Isoladas Norte - Parque Rural s/no - Asa Norte - Bloco ""A"", 1 andar,\nsala 83, Central de Compras da SUAG/SES, CEP 70770-200, Brasilia/DF', '')"
85,,nRDC,00053-00067499/2017-21," Contratacao de empresa de\nespecializada para construcao do Grupamento de Protecao Ambiental (GPRAM) e 2 (duas) Garagens\nOperacionais para o CBMDF, conforme Edital e anexos", R$\n7.135.699, Menor preco,"('', '\nRDC ELETRONICO No 01/2019\nProcesso: 00053-00067499/2017-21/CBMDF. TIPO: Menor preco. OBJETO: Contratacao de empresa de\nespecializada para construcao do Grupamento de Protecao Ambiental (GPRAM) e 2 (duas) Garagens\nOperacionais para o CBMDF, conforme Edital e anexos. VALOR MAXIMO DA CONTRATACAO: R$\n7.135.699,58; ELEMENTO DE DESPESA: 44.90.51; FONTE DO RECURSO: 100 FCDF; PROGRAMA DE\nTRABALHO: 28.845.0903.00NR.0053. O DICOA informa a NOVA ABERTURA da licitacao publicada no\nDODF no 189 em 03/10/2019 e DOU no 193 em 04/10/2019, para o dia 06/12/2019 as 13:30h. LOCAL: site:\nwww.comprasnet.gov.br. RETIRADA DO EDITAL pela internet, nos sites www.cbm.df.gov.br e\nwww.comprasnet.gov.br. UASG: 170394. Inf.: (61) 3901-3481')"
86,,nPREGAO,," Contratacao de empresa (s) especializada (s) para fornecimento, montagem e instalacao de\nmobiliario, para compor o patrimonio e atender demandas dos departamentos do Tribunal de Contas\ndo Distrito Federal - TCDF, mediante Sistema de Registro de Precos (SRP)", 3.717.469,,"('\nPREGAO ELETRONICO No 23/2019\nObjeto: Contratacao de empresa (s) especializada (s) para fornecimento, montagem e instalacao de\nmobiliario, para compor o patrimonio e atender demandas dos departamentos do Tribunal de Contas\ndo Distrito Federal - TCDF, mediante Sistema de Registro de Precos (SRP). Processo: 20247/2019-\nTCDF. Valor estimado: R$ 3.717.469,48; enquadramento: natureza 44.90.52.42 - Equipamentos e\nMaterial Permanente, classificacao funcional e programatica 01.122.6003.8517.0019 - Manutencao de\nServicos Administrativos Gerais - TCDF; fonte de recursos: 100. Data limite de recebimento das\npropostas: 06/12/2019, as 08h30min. Copia do Edital encontra-se a disposicao no Servico de\nLicitacao, localizado no 2o Andar do Ed. Anexo do TCDF, telefone (61) 3314-2742 ou pelos sitios:\nwww.tc.df.gov.br e www.comprasnet.gov.br (UASG: 974003). A Sessao Publica sera processada no\nsitio do ComprasNet, nos termos do Edital. Em atendimento a Lei Distrital no 5.453/2015, as\ninformacoes referentes ao certame tambem estao disponiveis no sitio www.tc.df.gov.br, link: Consulta\nProcesso do TCDF', '')"
87,,nPREGAO,,,,,"('\nPREGAO ELETRONICO POR SRP No 211/2019 - UASG 926119\nObjeto: Aquisicao regular do medicamento RITUXIMABE SOLUCAO INJETAVEL 500 MG\nFRASCO 50 ML e outros em sistema de registro de precos, para atender as necessidades da Secretaria\nde Estado de Saude/DF, conforme especificacoes e quantitativos constantes no Anexo I do Edital', '')"
