,processo,objeto,valor_estimado,prazo,tipo,data,texto
231,00060-00105408/2020-13,nan,nan,nan,nan,nan,"
A Subsecretaria de Administracao Geral  SUAG/SES comunica, por meio do Oficio N 
672/2020, a abertura para recebimento de propostas referente a Aquisicao em carater 
Emergencial de Materiais Medicos Hospitalares para enfrentamento da pandemia de 
Coronavirus e da Dengue, nos termos do Artigo 4 da Lei no 13.979 de 6 de fevereiro de
2020, processo no 00060-00105408/2020-13- SES/DF (SEI). O recebimento das propostas 
sera ate as 10h do dia 22 de abril de 2020, por meio eletronico atraves do e-mail 
dispensadelicitacao.sesdf@gmail.com. O Oficio de convocacao e o Projeto Basico 
deverao ser solicitados atraves do mesmo e-mail de envio das propostas"
232,00060-00155821/2020-11,nan,nan,nan,nan,nan,"
A Subsecretaria de Administracao Geral  SUAG/SES comunica, por meio do Oficio N 
688/2020, a abertura para recebimento de propostas referente a Contratacao emergencial 
de empresa especializada em engenharia civil para construcao de unidade de atendimento 
hospitalar com capacidade para 10 (dez) leitos de suporte avancado e 30 (trinta) leitos de 
enfermaria, no Complexo Penitenciario da Papuda visando atender a populacao carceraria 
acometida pelo COVID-19, nos termos do Artigo 4 da Lei no 13.979 de 6 de fevereiro de 
2020, processo no 00060-00155821/2020-11- SES/DF (S.E.I.). O recebimento das 
propostas sera ate as 15h do dia 17 de abril de 2020, por meio eletronico atraves do e-mail 
dispensadelicitacao.sesdf@gmail.com. O Oficio de convocacao e o Projeto Basico 
deverao ser solicitados atraves do mesmo e-mail de envio das propostas"
233,nan,nan,nan,nan,nan,nan,"
Processo: 0040.00012519/2020-43. A Subsecretaria de Compras Governamentais  
SCG/SEGEA/SEEC comunica a abertura de Dispensa de Licitacao, fundamentada na Lei 
no 13.979/2020, e obedecidas as recomendacoes do Parecer Referencial no 002/2020 
PGCONS-PGDF, referente a aquisicao de EPIs (Luvas de Procedimento tamanhos P, M e 
G e Mascaras N-95). O prazo de entrega dos materiais sera de 15 (quinze) dias apos o 
recebimento da nota de empenho. O recebimento das propostas sera ate as 14 horas do dia 
20 de abril de 2020 por meio do endereco eletronico flavia.gonzaga@economia.df.gov.br, 
no qual tambem podera ser solicitado o Projeto Basico"
234,nan,nan,nan,nan,nan,nan,"
A Subsecretaria de Administracao Geral  SUAG/SES comunica, por meio do Oficio N 
693/2020, a abertura para recebimento de propostas referente a Aquisicao Emergencial de 
300 VENTILADORES PULMONARES MICROPROCESSADO COM TURBINA DE 
AR COMPRIMIDO MEDICINAL tratamento de coronavirus (COVID-19), nos termos do 
Artigo 4 da Lei no 13.979 de 6 de fevereiro de 2020, processo no 00060-00160364/2020-
86- SES/DF (S.E.I.). O recebimento das propostas sera ate as 15h do dia 24 de abril de 
2020, por meio eletronico atraves do e-mail dispensadelicitacao.sesdf@gmail.com. O 
Oficio de convocacao e o Projeto Basico deverao ser solicitados atraves do mesmo e-mail 
de envio das propostas"
235,nan,nan,nan,nan,nan,nan,"
A Subsecretaria de Administracao Geral  SUAG/SES comunica, por meio do Oficio 
N 695/2020, a abertura para recebimento de propostas referente a Aquisicao 
Emergencial de TESTE RAPIDO PARA DETECCAO DO COVID-19, nos termos do 
Artigo 4 da Lei no 13.979 de 6 de fevereiro de 2020, processo no 00060-00159341/2020-
29- SES/DF (S.E.I.). O recebimento das propostas sera ate as 15h do dia 20 de abril de 
2020, por meio eletronico atraves do e-mail dispensadelicitacao.sesdf@gmail.com. O 
Oficio de convocacao e o Projeto Basico deverao ser solicitados atraves do mesmo e-
mail de envio das propostas"
236,00060-00104905/2020-96,nan,nan,nan,nan,nan,"
A Subsecretaria de Administracao Geral  SUAG/SES comunica, por meio do Oficio N 
779/2020, a abertura para recebimento de propostas referente a Contratacao emergencial 
de solucao integrada de Servico de Operacao Logistica por preco global, compreendendo 
a instalacao de estrutura porta pallets em galpao existente, utilizado pela SES/DF e 
fornecimento de servicos referentes a Logistica, especificamente armazenagem, controle 
de estoques, separacao, conferencias, expedicao, distribuicao e transporte, para logistica 
de insumos para saude adquiridos para enfrentamento ao COVID-19, englobando todos os 
equipamentos e recursos humanos necessarios a prestacao do servico, conforme condicoes 
e especificacoes deste Projeto Basico, para enfrentamento ao COVID-19, nos termos da 
Lei no 13.979 de 6 de fevereiro de 2020, processo no 00060-00104905/2020-96 - SES/DF 
(S.E.I.). O recebimento das propostas sera ate as 15h do dia 04 de maio de 2020, por meio 
eletronico atraves do e-mail dispensadelicitacao.sesdf@gmail.com. O Oficio de 
convocacao e o Projeto Basico deverao ser solicitados atraves do mesmo e-mail de envio 
das propostas"
237,nan,nan,nan,nan,nan,nan,"
A SUBSECRETARIA DE ADMINISTRACAO GERAL  SUAG/SES comunica, por 
meio do Oficio N777/2020, a abertura para recebimento de propostas referente a 
aquisicao emergencial de Equipamentos de Protecao Individual  EPIs (AVENTAL 
CIRURGICO E LUVAS DE PROCEDIMENTO NAO ESTERIL), para o combate da 
disseminacao do COVID-19, nos termos da Lei no 8.666/93, processo no 00060-
00105182/2020-42 - SES/DF (S.E.I.). O recebimento das propostas sera ate as 15h do dia 
04  de  maio  de  2020,  por  meio  eletronico  atraves  do  e-mail 
dispensadelicitacao.sesdf@gmail.com. O Oficio de convocacao e o Projeto Basico devera 
ser solicitado atraves do mesmo e-mail de envio das propostas"
238,00060-00533865/2018-71,nan,nan,nan,nan,nan," OFICIO No 431/2020
A Subsecretaria de Administracao Geral  SUAG/SES comunica por meio do OFICIO 
N431/2020 a abertura de Dispensa de Licitacao, Emergencial Judicial, referente a 
aquisicao do item identificado pelo Codigo SES 11932 - PALIPERIDONA 
COMPRIMIDO REVESTIDO DE LIBERACAO GRADUAL 6MG, nos termos da Lei no 
8.666/93, processo: 00060-00533865/2018-71 - SES/DF (S.E.I.). O recebimento das 
propostas sera ate as 15h do dia 07 de abril de 2020 por meio eletronico atraves do e-mail 
dispensadelicitacao.sesdf@gmail.com"
239,00050-00035077/2019-32," Registro de Precos para futura aquisicao de materiais para manutencao de bens 
imoveis (materiais eletricos) para as unidades prisionais da Subsecretaria do Sistema 
Penitenciario e unidades da Secretaria de Estado da Seguranca Publica; conforme 
especificacoes e condicoes estabelecidas no Termo de Referencia constante do Anexo I 
deste edital",nan," De entrega: 30 (trinta) dias contados do recebimento da Nota 
de Empenho ou da assinatura do contrato. VIGENCIAS: Da ata: 12 meses. Do Contrato: 
120 (cento e vinte) dias a partir da data da assinatura. ", Menor Preco,nan," - SRP PREGAO ELETRONICO No 20/2020
Participacao exclusiva das ME/MEI/EPP's
Processo: 00050-00035077/2019-32. TIPO: Menor Preco. Modo de disputa: Aberto. 
OBJETO: Registro de Precos para futura aquisicao de materiais para manutencao de bens 
imoveis (materiais eletricos) para as unidades prisionais da Subsecretaria do Sistema 
Penitenciario e unidades da Secretaria de Estado da Seguranca Publica; conforme 
especificacoes e condicoes estabelecidas no Termo de Referencia constante do Anexo I 
deste edital. (Repeticao dos itens Fracassados no Pregao Eletronico no 35/2019-SSP-DF). 
VALOR ESTIMADO: Sigiloso para as empresas e sera aberto apos o encerramento da 
etapa de lances. PRAZOS: De entrega: 30 (trinta) dias contados do recebimento da Nota 
de Empenho ou da assinatura do contrato. VIGENCIAS: Da ata: 12 meses. Do Contrato: 
120 (cento e vinte) dias a partir da data da assinatura. DATA DA SESSAO PUBLICA: 
20/04/2020 as 10:00 horas no www.comprasgovernamentais.gov.br. UASG 450107. 
Edital esta disponivel no endereco acima e no http://www.ssp.df.gov.br/licitacoes/"
240,00050-00063790/2019-76," Contratacao de empresa especializada para prestacao de servico comum de 
manutencao preventiva e limpeza da piscina localizada na Residencia Oficial de Aguas 
Claras, pertencente a Secretaria de Estado de Seguranca Publica do Distrito Federal",nan," De Execucao: 
continua com visitas preferencialmente as segundas, quarta e sextas-feiras, de acordo com 
o Anexo I do Edital. Vigencia do contrato: 30 meses podendo ser prorrogado. ", Menor Preco,nan,"
PREGAO ELETRONICO No 04/2020
Processo: 00050-00063790/2019-76. Tipo: Menor Preco. Modo de disputa: Aberto. 
Objeto: Contratacao de empresa especializada para prestacao de servico comum de 
manutencao preventiva e limpeza da piscina localizada na Residencia Oficial de Aguas 
Claras, pertencente a Secretaria de Estado de Seguranca Publica do Distrito Federal. 
VALOR ESTIMADO: R$ SIGILOSO. DOTACAO: UO 24.101  SSP/DF. PROG. 
TRAB.: 06.122.8217.8517.0135. N.D. 3.3.90.39. F.R.: 100. PRAZOS: De Execucao: 
continua com visitas preferencialmente as segundas, quarta e sextas-feiras, de acordo com 
o Anexo I do Edital. Vigencia do contrato: 30 meses podendo ser prorrogado. DATA DA 
SESSAO  PUBLICA:  dia  16/04/2020,  as  10h00min  no 
www.comprasgovernamentais.gov.br. UASG 450107. O Edital esta disponivel no 
endereco acima e no http://ssp.df.gov.br/licitacoes
Brasilia/DF, 02 de abril de 2020"
241,nan," Contratacao de empresa especializada para 
prestacao de servico de Ornamentacao, pelo Sistema de Registro de Precos, para 
fornecimento de arranjos de flores e materiais de decoracao correlatos, por ocasiao de 
eventos institucionais, cerimonias oficiais realizadas pela Camara Legislativa do Distrito 
Federal, e representacao do Poder Legislativo em solenidade de sepultamento de 
autoridades, em conformidade com as quantidades estimadas e condicoes estabelecidas no 
Termo de Referencia  Anexo I do Edital","67.099,95",nan," 
menor preco",nan," EXCLUSIVA
PREGAO ELETRONICO No 10/2020
Processo: 0001-00002277/2020-09. Objeto: Contratacao de empresa especializada para 
prestacao de servico de Ornamentacao, pelo Sistema de Registro de Precos, para 
fornecimento de arranjos de flores e materiais de decoracao correlatos, por ocasiao de 
eventos institucionais, cerimonias oficiais realizadas pela Camara Legislativa do Distrito 
Federal, e representacao do Poder Legislativo em solenidade de sepultamento de 
autoridades, em conformidade com as quantidades estimadas e condicoes estabelecidas no 
Termo de Referencia  Anexo I do Edital. Valor estimado: R$ 67.099,95 (Sessenta e sete 
mil, noventa e nove reais e noventa e cinco centavos). Data/hora da Sessao Publica: 
23/04/2020, as 14h30min. Local: Internet, no endereco www.comprasnet.gov.br. Tipo: 
menor preco. O edital encontra-se nos enderecos: www.comprasnet.gov.br (UASG 
974004) e www.cl.df.gov.br, no link transparencia. Maiores informacoes (61) 3348-8650"
242,00050-00008415/2019-63," Registro de Precos para eventual aquisicao de medicamentos nao fornecidos 
pela Secretaria de Estado de Saude para os internos, conforme Portaria Conjunta no 01, de 
23 de fevereiro de 2010 SSP/SES, conforme especificacoes e condicoes estabelecidas no 
Termo de Referencia constante do Anexo I deste edital",nan," De 
entrega: 30 (trinta) dias corridos contados do recebimento da Nota de Empenho ou da 
assinatura do contrato. VIGENCIAS: Da ata: 12 meses. Do Contrato: 120 (cento e vinte) 
dias a partir da data da assinatura. ", Menor Preco,nan,"
PREGAO ELETRONICO No 02/2020
Participacao exclusiva das ME/MEI/EPP's, exceto itens 13 e 14
Processo: 00050-00008415/2019-63. TIPO: Menor Preco. Modo de disputa: Aberto. 
OBJETO: Registro de Precos para eventual aquisicao de medicamentos nao fornecidos 
pela Secretaria de Estado de Saude para os internos, conforme Portaria Conjunta no 01, de 
23 de fevereiro de 2010 SSP/SES, conforme especificacoes e condicoes estabelecidas no 
Termo de Referencia constante do Anexo I deste edital. VALOR ESTIMADO: Sigiloso 
para as empresas e sera aberto apos o encerramento da etapa de lances. PRAZOS: De 
entrega: 30 (trinta) dias corridos contados do recebimento da Nota de Empenho ou da 
assinatura do contrato. VIGENCIAS: Da ata: 12 meses. Do Contrato: 120 (cento e vinte) 
dias a partir da data da assinatura. DATA DA SESSAO PUBLICA: 20/04/2020 as 10:00 
horas no www.comprasgovernamentais.gov.br. UASG 450107. Edital esta disponivel no 
endereco acima e no http://www.ssp.df.gov.br/licitacoes/"
243,00370-00003942/2019-78,nan,"2.140.227,82"," de conclusao do fornecimento: 30 (trinta) dias - Data e horario de realizacao da 
licitacao: 24 de abril de 2020 - as 11:30 horas (horario de Brasilia). A Comissao Especial 
de Licitacao da SDE torna publico aos interessados a abertura da licitacao acima na "," empreitada por preco unitario, para 
Contratacao de Empresa para o Fornecimento de Licencas de uso Permanente e 
Subscricao de Software, Aplicativos e Sistemas Operacionais, Incluindo Suporte Tecnico, 
Garantia de Atualizacao das Versoes pelo Periodo de 36 (Trinta e Seis) Meses e Servicos 
Especializados para Implantacao, Administracao e Manutencao, com financiamento do 
Banco Interamericano de Desenvolvimento  BID",nan," PUBLICA NACIONAL
PROJETO BR-L 1076  SDE-DF/BID
PROCIDADES  PROGRAMA DE DESENVOLVIMENTO ECONOMICO DO 
DISTRITO FEDERAL  ADES
Concorrencia LPN no 003/2020  SDE/DF - do tipo empreitada por preco unitario, para 
Contratacao de Empresa para o Fornecimento de Licencas de uso Permanente e 
Subscricao de Software, Aplicativos e Sistemas Operacionais, Incluindo Suporte Tecnico, 
Garantia de Atualizacao das Versoes pelo Periodo de 36 (Trinta e Seis) Meses e Servicos 
Especializados para Implantacao, Administracao e Manutencao, com financiamento do 
Banco Interamericano de Desenvolvimento  BID.  processo: 00370-00003942/2019-78 
 valor estimado da contratacao: R$ 2.140.227,82 (dois milhoes, cento e quarenta mil 
duzentos e vinte e sete reais e oitenta e dois centavos)- Programa de Trabalho 
22.661.6207.5021.0001  Modernizacao e Melhoria da Infraestrutura das Areas de 
Desenvolvimento Economico do DF, PROCIDADES /DF, naturezas das despesas 
4.4.90.39.62 e 33.9039, sendo - fonte 136 R$ 1.748.638,36 e fonte 336 R$ 391.589,10 - 
Prazo de conclusao do fornecimento: 30 (trinta) dias - Data e horario de realizacao da 
licitacao: 24 de abril de 2020 - as 11:30 horas (horario de Brasilia). A Comissao Especial 
de Licitacao da SDE torna publico aos interessados a abertura da licitacao acima na data e 
horario indicados, na sede desta SDE, no endereco Setor Comercial Norte, Quadra 02, 
Bloco C, N 900, 2o andar - Asa Norte - Brasilia - DF. O edital e seus anexos deverao 
ser retirados conforme instrucoes contidas exclusivamente no endereco eletronico site: 
http://www.sde.df.gov.br//, na pagina principal, aba licitacoes, bem como, para acesso a 
outras informacoes acerca do referido certame"
244,00431-00003968/2020-24,nan,nan,nan," CAFE DA MANHA, ALMOCO E 
JANTAR, voltadas para a POPULACAO DE RUA do Distrito Federal e pessoas em 
VULNERABILIDADE  SOCIAL  e  INSEGURANCA  ALIMENTAR  visando  o 
desenvolvimento de atividades, programas e atendimentos socioassistenciais, decorrentes 
do ESTADO DE CALAMIDADE PUBLICA e EMERGENCIA ocasionado pela 
pandemia do CONVID-19, conforme apresentado no Termo de Referencia 3",nan," EMERGENCIAL
Processo: 00431-00003968/2020-24. A Secretaria de Desenvolvimento Social do Distrito 
Federal  SEDES/DF comunica a abertura de Dispensa de Licitacao Emergencial, 
fundamentada na Lei no 13.979/2020 e suas alteracoes, referente a contratacao em carater 
emergencial de empresa especializada na prestacao de servicos de preparo, fornecimento, 
transporte e distribuicao de refeicoes - do tipo CAFE DA MANHA, ALMOCO E 
JANTAR, voltadas para a POPULACAO DE RUA do Distrito Federal e pessoas em 
VULNERABILIDADE  SOCIAL  e  INSEGURANCA  ALIMENTAR  visando  o 
desenvolvimento de atividades, programas e atendimentos socioassistenciais, decorrentes 
do ESTADO DE CALAMIDADE PUBLICA e EMERGENCIA ocasionado pela 
pandemia do CONVID-19, conforme apresentado no Termo de Referencia 3. O 
recebimento das propostas e habilitacao sera ate as 14h do dia 13 de abril de 2020, 
impreterivelmente, atraves do e-mail dispensadelicitacao@sedes.df.gov.br. O Termo de 
Referencia esta disponivel no site www.sedes.df.gov.br "
245,00060-00106136/2020-61,nan,nan,nan,nan,nan,"
A Secretaria de Saude comunica, a abertura para recebimento de propostas referente a 
proposta de Teste rapido para deteccao qualitativa especifica de IgG e IgM do COVID-19, 
podendo ser utilizado em amostras de sangue total, soro e plasma, com registro junto a 
ANVISA, para enfrentamento ao COVID-19, nos termos da Lei no 13.979 de 6 de 
fevereiro de 2020, processo no 00060-00106136/2020-61 - SES/DF (S.E.I.) e Oficio 
637/2020. O recebimento das propostas sera ate as 15h do dia 10 de abril de 2020, por 
meio eletronico atraves do e-mail dispensadelicitacao.sesdf@gmail.com. O Oficio de 
convocacao e o Projeto Basico poderao ser solicitados atraves do mesmo e-mail de envio 
das propostas"
246,00060-00160364/2020-86,nan,nan,nan,nan,nan,"
A SUBSECRETARIA DE ADMINISTRACAO GERAL  SUAG/SES comunica, por 
meio do Oficio N 693/2020, a abertura para recebimento de propostas referente a 
Aquisicao  Emergencial  de  300  VENTILADORES  PULMONARES 
MICROPROCESSADO COM TURBINA DE AR COMPRIMIDO MEDICINAL
PAGINA 32
Diario Oficial do Distrito Federal
No 74, SEGUNDA-FEIRA, 20 DE ABRIL DE 2020
Documento assinado digitalmente, original em https://www.dodf.df.gov.br
tratamento de coronavirus (COVID-19), nos termos do Artigo 4 da Lei no 13.979 de 6 de 
fevereiro de 2020, processo no 00060-00160364/2020-86- SES/DF (S.E.I.). O recebimento 
das propostas sera ate as 15h do dia 24 de abril de 2020, por meio eletronico atraves do e-
mail dispensadelicitacao.sesdf@gmail.com. O Oficio de convocacao e o Projeto Basico 
deverao ser solicitados atraves do mesmo e-mail de envio das propostas"
247,00401-00011760/2019-57," Contratacao de empresa especializada para 
prestacao de servicos de rastreamento e monitoramento de veiculos via satelite por 
GPS/GSM/GPRS, compreendendo a instalacao de modulos rastreadores em comodato, a 
disponibilizacao e licenca de software de gerenciamento com acesso via Web e os 
respectivos servicos de instalacao, configuracao, capacitacao, suporte tecnico e garantia de 
funcionamento para gestao de frota da Defensoria Publica do Distrito Federal - DPDF",nan,nan, de Licitacao: menor preco por grupo,nan,"
PREGAO ELETRONICO No 03/2020 - (UASG: 926314)
Processo: 00401-00011760/2019-57. Objeto: Contratacao de empresa especializada para 
prestacao de servicos de rastreamento e monitoramento de veiculos via satelite por 
GPS/GSM/GPRS, compreendendo a instalacao de modulos rastreadores em comodato, a 
disponibilizacao e licenca de software de gerenciamento com acesso via Web e os 
respectivos servicos de instalacao, configuracao, capacitacao, suporte tecnico e garantia de 
funcionamento para gestao de frota da Defensoria Publica do Distrito Federal - DPDF. A 
despesa com a execucao do objeto desta licitacao e estimada em R$ 32.420,50 (trinta e 
dois mil quatrocentos e vinte reais e cinquenta centavos). Licitacao exclusiva para 
participacao de ME/EPP. Tipo de Licitacao: menor preco por grupo. Data e horario de 
abertura do certame: as 14h00 do dia 05 de maio de 2020. O Edital podera ser retirado nos 
enderecos  eletronicos  www.comprasgovernamentais.gov.br  e 
http://transparencia.defensoria.df.gov.br/. Informacoes pelo telefone: (61) 2196-4387"
248,nan,"
Processo: 0040",nan,nan,nan,nan,"  RETIFICACAO DOS 
QUANTITATIVOS E ESPECIFICACAO DO OBJETO
Processo: 0040.00012519/2020-43. A Subsecretaria de Compras Governamentais  
SCG/SEGEA/SEEC comunica a retificacao da abertura de Dispensa de Licitacao, 
fundamentada na Lei no 13.979/2020, e obedecidas as recomendacoes do Parecer Referencial 
no 002/2020 PGCONS-PGDF, referente a aquisicao de EPIs (luvas de procedimento 
tamanhos P, M e G e mascaras cirurgicas). As entregas serao parceladas em 4 vezes, com o 
quantitativo de 25% do total em cada entrega e com o intersticio de 15 (quinze) dias entre 
cada uma delas. O recebimento das propostas sera ate as 18 horas do dia 24 de abril de 2020 
por meio do endereco eletronico flavia.gonzaga@economia.df.gov.br, no qual tambem 
podera ser solicitado o Projeto Basico"
249,00060-00160364/2020-86,nan,nan,nan,nan,nan,"
A Subsecretaria de Administracao Geral  SUAG/SES comunica, por meio do Oficio No 
719/2020, em substituicao ao Oficio No 693/2020, em razao da dilacao de prazo de envio 
de propostas e da possibilidade de emissao de Carta de Credito pelo Banco de Brasilia - 
BRB, a abertura para recebimento de propostas referente a Aquisicao de 300 
VENTILADOR PULMONAR MICROPROCESSADO COM TURBINA DE AR 
COMPRIMIDO MEDICINAL, nos termos do Artigo 4o da Lei no 13.979 de 06 de 
fevereiro de 2020, processo: 00060-00160364/2020-86. O recebimento das propostas sera 
ate as 15h do dia 29 de abril de 2020, por meio eletronico atraves do e-mail 
dispensadelicitacao.sesdf@gmail.com. O Oficio de convocacao e o Projeto Basico 
deverao ser solicitados atraves do mesmo e-mail de envio das propostas"
250,nan,nan,nan,nan,nan,nan,"
PREGAO ELETRONICO No 22/2020
Com itens para participacao exclusiva de ME/EPP/MEI"
251,00001-00003054/2020-51," Contratacao de link de dados de 2 Gbps para acesso dedicado a Internet com servicos anti DoS (Denial of Service) / DDoS (Distributed 
Denial of Service) instalado na CLDF, com garantia e suporte tecnico pelo periodo de 60 (sessenta) meses, de acordo com as exigencias constantes no Termo de Referencia  Anexo I do 
Edital","1.025.741,25",nan, menor preco,nan,"
PREGAO ELETRONICO No 14/2020
Processo: 00001-00003054/2020-51. Objeto: Contratacao de link de dados de 2 Gbps para acesso dedicado a Internet com servicos anti DoS (Denial of Service) / DDoS (Distributed 
Denial of Service) instalado na CLDF, com garantia e suporte tecnico pelo periodo de 60 (sessenta) meses, de acordo com as exigencias constantes no Termo de Referencia  Anexo I do 
Edital. Valor estimado: R$ 1.025.741,25. Data/hora da Sessao Publica: 08/05/2020, as 09:30h. Local: Internet, no endereco www.comprasnet.gov.br. Tipo: menor preco. O edital encontra-
se nos enderecos: www.comprasnet.gov.br (UASG 974004) e www.cl.df.gov.br, no link transparencia. Maiores informacoes (61) 3348-8650"
252,00072-00002981/2019-31," Contratacao 
de servicos especializados de Medicina do Trabalho e Engenharia de Seguranca do 
Trabalho",nan," de entrega: conforme demanda. 
Recebimento das Propostas: ate 11/05/2020 as 10h00min no endereco eletronico 
www.comprasnet.gov.br UASG 926241. "," Menor preco por grupo; Objeto: Contratacao 
de servicos especializados de Medicina do Trabalho e Engenharia de Seguranca do 
Trabalho",nan,"
PREGAO ELETRONICO No 001/2020
Processo: 00072-00002981/2019-31. Tipo: Menor preco por grupo; Objeto: Contratacao 
de servicos especializados de Medicina do Trabalho e Engenharia de Seguranca do 
Trabalho... (demais informacoes constantes do Termo de Referencia, Anexo do Edital). 
Integram a este Edital todos os seus Anexos. Valor estimado: Sigiloso. Programa de 
Trabalho: 20.122.8201.8517.0093. Fonte: 220: Prazo de entrega: conforme demanda. 
Recebimento das Propostas: ate 11/05/2020 as 10h00min no endereco eletronico 
www.comprasnet.gov.br UASG 926241. Data da Sessao Publica: 11/05/2020 as 
10h00min. Edital disponivel no endereco descrito acima"
253,00060-00151891/2020-08,nan,nan,nan,nan,nan,"
Processo: 00060-00151891/2020-08. A Secretaria de Estado de Turismo do Distrito 
Federal  SETUR-DF comunica a abertura de Dispensa de Licitacao, fundamentada na 
Lei no 13.979/2020 e suas alteracoes, obedecidas as recomendacoes do Parecer 
Referencial no 002/2020 - PGCONS/PGDF, referente a contratacao de empresa 
especializada na prestacao de servicos de hospedagem e hotelaria, em apartamento 
individual (single), com cafe da manha, almoco e jantar para alojar os profissionais de 
saude, vinculados a Secretaria de Estado de Saude do Distrito Federal  SES, lotados no 
Hospital Regional da Asa Norte  HRAN, envolvidos no atendimento presencial dos 
pacientes suspeitos ou diagnosticados com o Coronavirus (COVID-19), que residem com 
pessoas do grupo de risco e que precisam ser afastados de suas residencias 
temporariamente, ou por qualquer outro motivo estabelecido pela SES. O recebimento das 
propostas sera a partir de 27 de abril de 2020 ate as 20 horas do dia 29 de abril de 2020, 
por meio do endereco eletronico: suag@setur.df.gov.br, por meio do qual tambem podera 
ser solicitado o Projeto Basico"
254,00060-00145738/2020-33,nan,nan,nan," II + 20 Leitos 
de Enfermaria, por preco global, compreendendo a locacao de equipamentos, 
gerenciamento tecnico, assistencia medica multiprofissional (de forma ininterrupta), com 
manutencao e insumos necessarios para o funcionamento dos equipamentos (incluindo 
computadores e impressoras) e atendimento dos pacientes (medicamentos, materiais, 
alimentacao, nutricao enteral e parenteral) a ser estruturado no Hospital da Policia Militar, 
para enfrentamento ao COVID-19, nos termos da Lei no 13",nan,"
A Subsecretaria de Administracao Geral  SUAG/SES comunica, por meio do Oficio No 
754/2020, a abertura para recebimento de propostas referente a Contratacao emergencial 
de Servico de Gestao Integrada de 86 (Oitenta e Seis) leitos de UTI tipo II + 20 Leitos 
de Enfermaria, por preco global, compreendendo a locacao de equipamentos, 
gerenciamento tecnico, assistencia medica multiprofissional (de forma ininterrupta), com 
manutencao e insumos necessarios para o funcionamento dos equipamentos (incluindo 
computadores e impressoras) e atendimento dos pacientes (medicamentos, materiais, 
alimentacao, nutricao enteral e parenteral) a ser estruturado no Hospital da Policia Militar, 
para enfrentamento ao COVID-19, nos termos da Lei no 13.979 de 6 de fevereiro de 2020, 
processo no 00060-00145738/2020-33 - SES/DF (S.E.I.). O recebimento das propostas 
sera ate as 10h do dia 29 de abril de 2020, por meio eletronico atraves do e-mail
PAGINA 37
Diario Oficial do Distrito Federal               
No 79, TERCA-FEIRA, 28 DE ABRIL DE 2020
Documento assinado digitalmente, original em https://www.dodf.df.gov.br
dispensadelicitacao.sesdf@gmail.com. O Oficio de convocacao e o Projeto Basico 
deverao ser solicitados atraves do mesmo e-mail de envio das propostas"
255,00060-00173692/2020-42,nan,nan,nan,nan,nan,"
A Subsecretaria de Administracao Geral  SUAG/SES comunica, por meio do Oficio No 
773/2020, a abertura para recebimento de propostas referente a Aquisicao Emergencial de 
100.000 unidades de TESTE RAPIDO PARA DETECCAO DO COVID-19 (Teste rapido 
para deteccao qualitativa especifica de IgG e IgM), nos termos do Artigo 4 da Lei no 
13.979 de 6 de fevereiro de 2020, processo: 00060-00173692/2020-42. O recebimento das 
propostas sera ate as 15h do dia 28 de abril de 2020, por meio eletronico atraves do e-mail 
dispensadelicitacao.sesdf@gmail.com. O Oficio de convocacao e o Projeto Basico 
deverao ser solicitados atraves do mesmo e-mail de envio das propostas"
256,00050-00023139/2019-63," Registro de precos de bens e servicos para futura contratacao de empresa 
especializada para implantacao de sistema de videomonitoramento (CFTV) nos novos 
Centros de Detencoes Provisoria da Subsecretaria do Sistema Penitenciario da Secretaria 
de Estado de Seguranca Publica do Distrito Federal do Distrito Federal",nan," De 
Execucao: 70 (setenta) dias corridos apos a assinatura do contrato. Vigencia do contrato: 
180 dias a contar da assinatura. ", Menor Preco,nan,"
PREGAO ELETRONICO No 05/2020
Processo: 00050-00023139/2019-63. TIPO: Menor Preco. Modo de disputa: Aberto. 
OBJETO: Registro de precos de bens e servicos para futura contratacao de empresa 
especializada para implantacao de sistema de videomonitoramento (CFTV) nos novos 
Centros de Detencoes Provisoria da Subsecretaria do Sistema Penitenciario da Secretaria 
de Estado de Seguranca Publica do Distrito Federal do Distrito Federal. VALOR 
ESTIMADO: R$ SIGILOSO. N.D. 3.3.90.30; 3.3.90.39 e 4.4.90.52. PRAZOS: De 
Execucao: 70 (setenta) dias corridos apos a assinatura do contrato. Vigencia do contrato: 
180 dias a contar da assinatura. DATA DA SESSAO PUBLICA: dia 14/05/2020, as 
10h00min no www.comprasgovernamentais.gov.br. UASG 450107. O Edital esta 
disponivel no endereco acima e no http://ssp.df.gov.br/licitacoes
Brasilia/DF, 28 de abril de 2020"
