,treated_text
402,"Nº DO PROCESSO: 160.004.223/99. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº 806/2000. CONTRATANTES: Companhia Imobiliária de Brasíli Terracap — e Roberto Ferreira de Assis Confecçõe ME. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 06, Conjunto B, Quadra 04, Setor de Oficina Norte (SOF/Norte), Brasíli/DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 142,00 (cento quarenta dois reais). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do e e instrumento contratual. DESPESAS DE PUBLICAÇÃO: Cotrerão a expensas da Concessionária. DATA DE ASSINATURA: 27.07.2000. P/TERRACAP: Alexandre Gonçalves, Ildeu de Oliveira e Ronaldo Márcio do Valle. P/CONCESSIONÁRIA: Roberto Ferreira de Assis. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Carvílio Pereira Gomes"
403,"Nº DO PROCESSO: 160.003.906/99. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº 808/2000. CONTRATANTES: Companhia Imobiliária de Brasíli Terracap — e Ábacus Engenharia Ltda. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 06, Conjunto 08, Quadra 14, SCIA, Guará DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99GAB-PRG, GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 691,00 (seiscentos noventa reais). VIGÊNCIA: 60 (sessenta) meses e e um contados partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: a Correrão expensas da Concessionária DATA DE ASSINATURA: 27.07.2000. P/TERRACAP: a Alexandre Gonçalves, Ildeu de Oliveira e Ronaldo Márcio do Valle. P/CONCESSIONÁRIA: Helder Rossi de Figueiredo Sousa. TESTEMUNHAS: Viviane de Castro e Francisca Ferreira de Sena Oliveira."
404,"DO PROCESSO: 160.003.835/99. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº 809/2000. CONTRATANTES: Companhia Imobiliária de Brasíli Terracap — e HSB Engenharia e Consultoria Ltda. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 05, Conjunto 10, Quadra 14, SCIA, Guará/DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 831,50 (oitocentos e trinta e um reais e cinquenta centavos). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 27.07.2000. P/TERRACAP: Alexandre Gonçalves, Ildeu de Oliveira e Ronaldo Márcio do Valle. P/CONCESSIONÁRIA: Homei Soares Barros. TESTEMUNHAS: Viviane de Castro e Francisca Ferreira de Sena Oliveira"
405,"Nº DO PROCESSO: 160.003.837/99. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº 810/2000. CONTRATANTES: Companhia Imobiliária de Brasíli Terracap | é Ômega Engenharia Ltda. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 11, Conjunto 03, Quadra 14, SCIA, Guará/DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99GAB-PRG, GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 831,50 (oitocentos e trinta e um reais e cinquenta centavos). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 27.07.2000. P/TERRACAP: Alexandre Gonçalves, Tldeu de Oliveira e Ronaldo Márcio do Valle. PICONCESSIONÁRIA: Mirelle Antunes Corrêa TESTEMUNHAS: Viviane de Castro e Francisca E Ferreira de Sena Oliveira"
406,"Nº DO PROCESSO: 160.001.861/99. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº 811/2000. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e Lauren Confecções Ltd ME, OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 06, Conjunto C, QI 416, Samambaia/DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99GAB-PRG, GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 91,50 (noventa e um reais e cinquenta centavos). VIGENCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual, DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 27.07.2000. P/TERRACAP: Alexandre Gonçalves, Ildeu de Oliveira e Ronaldo Márcio do Valle. P/CONCESSIONÁRIA: Aurismar dos Santos Souza. TESTEMUNHAS: Viviane de Castro e Francisca Ferreira de Sena Oliveira"
407,"Nº DO PROCESSO: 160.000.735/98. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº 813/2) CONTRATANTES: Companhia Imobiliária de Brasíli Terracap e Gráfica Editora Papelaria Olivieri Ltda ME. OBJETO: Concessão de Direito Real de Uso com Opção de Compra dos imóveis denominados Lotes 04 e 06, Conjunto “C”, Quadra 03, Setor Industrial Bernardo Sayão, Núcleo Bandeirante/DF EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GABPRG, PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 173,00 (cento e setenta e três reais) para cada lote. VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 27.07.2000. P/TERRACAP: Alexandre Gonçalves, Tideu de Oliveira e Ronaldo Márcio do Valle. P/CONCESSIONÁRIA: Fernando Antonio Santos Olivieri. TESTEMUNHAS: Viviane de Castro e Francisca Ferreira de Sena Oliveira"
408,"Nº DO PROCESSO: 160.003.422/99. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº 812/2000. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e Import's Car Ltda. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 14, Conjunto 09, Quadra 15, SCIA, Guará/DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99GAB-PRG, GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 831,50 (oitocentos e trinta e um reais e cinquenta centavos). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão. a expensas da Concessionária. DATA DE ASSINATURA: 27.07.2000. P/TERRACAP: Alexandre Gonçalves, Tldeu de Oliveira e Ronaldo Márcio do Valle. PICONCESSIONÁRIA: Caroline Magalhães de Castro. TESTEMUNHAS: Viviane de Castro e Francisca Ferreira de Sena Oliveira"
409,"Nº DO PROCESSO: 160.001.284/94. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº 816/2000. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e Reviscar Reguladora de Autos Ltda ME. OBJETO: Concessão de Direito Real de Uso com Opção de Compra dos imóveis denominados Lotes 27,28,29 e 30, Conjunto H, Quadra 04, SOF/Norte, Brasília/DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 142,00 (cento e quarenta e dois reais) para os lotes 27, 28 e 29 e R$ 165,00 (cento e sessenta e cinco reais) para o lote 30. VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 27.07.2000. P/TERRACAP: Alexandre Gonçalves, Tldeu de Oliveira e Ronaldo Márcio do Valle. P/CONCESSIONÁRIA: Fernando Alves Bandeira. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Carvílio Pereira Gomes"
410,"Nº DO PROCESSO: 160.003.882/99. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº 817/2000. CONTRATANTES: Companhia Imobiliária de Brasíli Terracap e Engecol Projetos e Edificações Ltda. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 22, Conjunto 02, Quadra 14, SCIA, Guará/DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111,000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 831,50 (oitocentos e trinta e um reais e cinquenta centavos). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 27.07.2000. P/TERRACAP: Alexandre Gonçalves, Ildeu de Oliveira e Ronaldo Márcio do Valle. P/CONCESSIONÁRIA: Célio Garcia Barbosa. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Carvílio Pereira Gomes"
411,"Nº DO PROCESSO: 160.002.903/99. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº 818/2000. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e RJM Materiais de Construção Ltda. OBJETO: Concessão de Direito Real de Uso com Opção de Compra dos imóveis denominados Lotes 02, 03 e 04, Bloco “C”, Quadra 02, do Setor Norte CNN, Ceilândia/DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da-Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 780,00 (setecentos e oitenta reais) para cada lote, VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 27.07.2000. P/TERRACAP: Alexandre Gonçalves, Ildeu de Oliveira e Ronaldo Márcio do Valle. P/CONCESSIONÁRIA: Ronaldo Vieira Marinho. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Carvílio Pereira Gomes"
412,"Nº DO PROCESSO: 160.000.441/99. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº 819/2000. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e Pedro Duarte de Souza ME. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 10, Conjunto 07, Área de Desenvolvimento Econômico, Águas Claras/DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 143,50 (cento e quarenta e três reais e cinquenta centavos). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 27.07.2000. P/TERRACAP: Alexandre Gonçalves, Ildeu de Oliveira e Ronaldo Márcio do Valle. P/CONCESSIONÁRIA: Pedro Duarte de Souza. TESTEMUNHAS: Viviane de Castro e Francisca Ferreira de Sena Oliveira"
413,"Nº DO PROCESSO: 160.002.179/99. ESPÉCIE; Contrato de Concessão de Direito Real de Uso com Opção de Compra nº 820/2000. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e Elias de Oliveira Cardoso ME. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 02, Conjunto 03, Quadra 600, Área de Desenvolvimento Econômicodo Recanto das Emas/DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos . aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 98,00 (noventa e oito reais). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 27.07.2000. P/TERRACAP: Alexandre Gonçalves, Tldeu de Oliveira e Ronaldo Márcio do Valle, P/CONCESSIONÁRIA: Elias de Oliveira Cardoso. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Cristiana dos Santos"
414,"Nº DO PROCESSO: 160.001.137/94. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº 821/2000. CONTRATANTES: Companhia Imobiliária de Brasíli Terracap e Tvanir Scalia Alves ME. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 13, Quadra 42/44, Bloco “A”, SRIA, Guará/DF.EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99GAB-PRG, GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 134,50 (cento e trinta e quatro reais e cinquenta centavos). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 27.07.2000. PITERRACAP: Alexandre Gonçalves, Ildeu de Oliveira e Ronaldo Márcio do Valle. P/CONCESSIONÁRIA: Ivanir Scalia Alves. TESTEMUNHAS: Viviane de Castro e Cristiana dos Santos"
415,"Nº DO PROCESSO: 160.000.591/99. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº 840/2000. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e W.R. Serviços Automotivos Ltda ME: OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 06, Conjunto 17, Área de Desenvolvimento Econômico, Aguas Claras/DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 365,00 (Trezentos e sessenta e cinco reais). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 01.08.2000. P/TERRACAP: Alexandre Gonçalves, Tldeu de Oliveira e Ronaldo Márcio do Valle. P/CONCESSIONÁRIA: Washington Luiz da Silva Oliveira. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Carvílio Pereira Gomes"
416,"Nº DO PROCESSO: 111.000.175/2000.ESPÉCIE: Contrato de Prestação de Serviços nº 863/2000. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e o Serviço Social do Comércio SESC Administração Regional no Distrito Federal. OBJETO: prestação de serviços, pelo SESC/DF para atendimento às necessidades da TERRACAP nas áreas Saúde, Cultura, Esporte e Lazer. MODALIDADE DA LICITAÇÃO: com dispensa de licitação, com fulcro no Artigo 24, Inciso XIII, c/c do Artigo 26, da citada Lei e no Decreto nº 16.098/94, aos quais se sujeitam as partes contratantes, autorização da Diretoria Colegiada da TERRACAP, em sua 2018"" Sessão, realizada em 19.04.2000. VALOR: R$ 52.000,00 (cingienta e dois mil reais). DOTAÇÃO ORÇAMENTÁRIA: Recursos da TERRACAP, previstos no Programa de Trabalho 23.122.0100.2719.0001 — Manutenção de Serviços Administrativos Gerais, Classificação Econômica 349039 Outros Serviços de Terceiros Pessoa — — Jurídica, conforme Nota de Empenho nº 433, datada de 21.06.2000. VIGÊNCIA: 12 (doze) meses, contados da assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão às expensas da Terracap. DATA DE ASSINATURA: 28.07.2000. PICONTRATANTE: Alexandre Gonçalves, Ricardo Lima Espindola e Ronaldo Márcio do Valle. P/CONTRATADA: Nivaldo da Costa Pereira. TESTEMUNHAS: Viviane de Castro e Francisca Ferreira de Sena Oliveira"
417,"Nº DO PROCESSO: 160.001.896/1999. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 964/2001. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e Taguabox Comercial de Vidros Importação e Exportação Ltda. OBJETO: Concessão de Direito Real de Uso com Opção de Compra dos imóveis denominados Lotes 56, 58, 60 e 62, Quadra 3, Setor de Material de Construção de Ceilândia-DF EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GABPRG, PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 244,00 (duzentos e quarenta e quatro reais), para cada um dos lotes 56, 58 e 60 e de 286,50 (duzentos e oitenta e seis reais e cinglenta centavos) para o lote 62. VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. sionária. DATA DE ASSINATURA: 02/07/2001. P/TERRACAP; Eri Rodrigues Varela, Marcus Vinicius Souza Viana e Ademar Francisco Santos de Cerqueira. P/CONCESSIONÁRIA: Altamar Oliveira da Silva. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Carvílio Pereira Gomes"
418,"Nº DO PROCESSO: 160.000.233/2000. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 968/2001. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e Wilson Ribeiro de Sousa-me. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 53, Quadra 2, Setor de Material de Construção da Ceilândia-DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111,000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal, VALOR DA TAXA MENSAL: R$ 152,50 (cento e cinquenta e dois reais e cinquenta centavos). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 16.07.2001. P/TERRACAP: Eri Rodrigues Varela, Marcus cus Vinicius Souza Viana e Juvenal Antunes Pereira, P/CONCESSIONÁRIA; Wilson Ribeiro de Sousa. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Gilverleno Nogueira do Nascimento"
419,"Nº DO PROCESSO: 160.001.765/1999. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 972/2001, CONTRATANTES: Companhia Imobiliária de Brasília — Terracap e Ceilândia Extintores Ltda-me, OBJETO; Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 12, Conjunto C, Qaudra 4, ADE, Centro Norte, Ceilândia-DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art, 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no. Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 145,00 (cento e quaretna e enco reais). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 19.07.2001. P/TERRACAP: Eri Rodrigues Varela, Marcus Vinicius Souza Viana e Juvenal Antunes Pereira. P/CONCESSIONÁRIA: José Barbosa Mendes. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Gilverleno Nogueira do Nascimento"
420,"Nº DO PROCESSO: 160.000.864/1999. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 973/2001. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e RDM Artigos para Presentes Ltda-me. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 4, Rua 3, Polo de Modas do Guará-DF. EMBASAMENTO MENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor nhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 290,00 (duzentos e noventas reais). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento mento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária, DATA DE ASSINATURA: 19/07/2001. P/TERRACAP: Eri Rodrigues Varela, Marcus Vinicius Souza Viana e Juvenal Antunes Pereira. P/CONCESSIONÁRIA: Ronaldo José da Silva. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Gilverleno Nogueira do Nascimento"
421,"Nº DO PROCESSO: 160.002.259/1999. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 974/2001. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e E. Pereira de Araújo Souza-me. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 22, Conjunto 4, Quadra 400, ADE, Recanto das Emas-DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 é 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 107,50 (cento e sete reais e cinquenta centavos). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. cessionária. DATA DE ASSINATURA: 19.07.2001. P/TERRACAP: Eri Rodrigues Varela, Marcus Vinícius Souza Viana e Juvenal Antunes Pereira, P/CONCESSIONÁRIA: Eva Pereira de Araújo Souza. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Gilverleno Nogueira do Nascimento"
