,Tipo do Ato,Id Ato,DODF,Data Ato/DODF,Processo GDF/SEI,Tipo,Modo de Disputa,Objeto,Valor Estimado,Texto,Redator
70,AVISO DE ABERTURA DE LICITACAO,,2021\05_Maio\DODF 087 11-05-2021 1,10 de maio de 2021,0011100009757202017," Menor Preco
<END_OF_BLOCK>
Objeto:
<END_OF_BLOCK>
Contratacao de obras de engenharia para implantacao de
infraestrutura de drenagem",,, ,"AVISO DE ABERTURA DE LICITACAO O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras  CPLIC/TERRACAP, no uso das atribuicoes que lhe confere a Portaria no 298/2020 - DIRAF, comunica a realizacao do seguinte certame. Processo: 0011100009757202017 Modalidade/numero: Licitacao Presencial no 01/2021 Tipo: Menor Preco Objeto: Contratacao de obras de engenharia para implantacao de infraestrutura de drenagem, pavimentacao, sinalizacao e meios-fios, na Quadra 01, do Setor Habitacional Jardim Botanico III RA XXVII/DF Valor estimado (R$): O valor estimado e sigiloso nos termos do Art. 34 da Lei no 13.303/2016. Data/hora de abertura: 04/06/2021 as, 10 horas Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF, 10 de maio de 2021 GLAUBER TEODORO FARIA Presidente da CPLIC SECRETARIA DE ESTADO DE TURISMO ",
71,AVISO DE ABERTURA DE LICITACAO,,2021\05_Maio\DODF 088 12-05-2021 1,11 de maio de 2021,0005000001334202076, Menor Preco, Aberto,,,"AVISO DE ABERTURA DE LICITACAO PREGAO ELETRONICO No 05/2021 Processo: 0005000001334202076. TIPO: Menor Preco. MODO DE DISPUTA: Aberto. OBJETO: Aquisicao de equipamentos, materiais e software, tais como: cabos HDMI, scanners digital, mesas digitalizadora, impressoras multifuncional, projetores, HDs externo, notebooks, computadores (desktop), gravadores de audio digital, mesa de corte digital, teleprompter, cartoes de memoria, licencas do software adobe creative cloud e adobe captivate, visando o fortalecimento das acoes e as atividades de valorizacao profissional relacionadas ao Atendimento Biopsicossocial promovido pela Secretaria de Estado de Seguranca Publica do Distrito Federal. VALOR TOTAL ESTIMADO: R$ 562.712,15 (quinhentos e sessenta e dois mil setecentos e doze reais e quinze centavos). DOTACAO: UO 24.909 SSP/DF. PROG. TRAB.: 06.181.6217.4220.0010. N.D. 4.4.90.52, 3.3.90.30 e 3.3.90.39 F.R.: 392. PRAZOS: De Entrega: 15 dias corridos contados da assinatura do contrato ou do recebimento da Nota de Empenho. Vigencia do contrato: 150 (cento e cinquenta) dias a contar de sua assinatura. DATA DA SESSAO PUBLICA: dia 24/05/2021, as 10h00min no https://www.gov.br/compras/pt-br/. UASG 450107. O Edital esta disponivel no endereco acima e no http://ssp.df.gov.br/licitacoes. Brasilia/DF, 11 de maio de 2021 AMILCAR UBIRATAN URACH VIEIRA ",
72,AVISO DE ABERTURA DE LICITACAO,,2021\05_Maio\DODF 088 12-05-2021 1,12-05-2021,0007200000142202101, Menor Preco por item,,,,AVISO DE ABERTURA DE LICITACAO PREGAO ELETRONICO No 01/2021 Processo: 0007200000142202101. Tipo: Menor Preco por item. Objeto: Contratacao de empresa especializada para fornecimento de licenca de software AutoCAD CIVIL. Disponibilidade Orcamentaria: Programa de Trabalho; 20.126.8201.2557.2607. Fonte: 220. Prazo de entrega: 05 (cinco) dias a contar da data de assinatura do instrumento contratual. Recebimento das Propostas ate 25/05/2021 as 10h00min no endereco eletronico www.comprasnet.gov.br UASG 926241. Data da Sessao Publica: 25/05/2021 as 10h00min. Edital disponivel no endereco descrito acima. JOAO DE DEUS ABREU SOARES ,
73,AVISO DE ABERTURA DE LICITACAO,,2021\05_Maio\DODF 088 12-05-2021 1,11 de maio de 2021,0011100003126201861," Menor Preco
<END_OF_BLOCK>
Objeto:
<END_OF_BLOCK>
Contratacao por escopo das obras de engenharia objetivando
a implantacao de Rede de Esgoto e Remanejamento de Rede
Coletora na AENW-02",,, ,"AVISO DE ABERTURA DE LICITACAO O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras  CPLIC/TERRACAP, no uso das atribuicoes que lhe confere a Portaria no 298/2020 - DIRAF, comunica a realizacao do seguinte certame. Processo: 0011100003126201861 Modalidade/numero: Licitacao Presencial no 12/2021 Tipo: Menor Preco Objeto: Contratacao por escopo das obras de engenharia objetivando a implantacao de Rede de Esgoto e Remanejamento de Rede Coletora na AENW-02, Lotes A e B, no Noroeste, Brasilia/DF. PAGINA 52 Diario Oficial do Distrito Federal         No 88, QUARTA-FEIRA, 12 DE MAIO DE 2021 Documento assinado digitalmente, original em https://www.dodf.df.gov.br Valor estimado (R$): O valor estimado e sigiloso nos termos do Art. 34 da Lei no 13.303/2016. Data/hora de abertura: 08/06/2021 as, 10 horas Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF, 11 de maio de 2021 GLAUBER TEODORO FARIA SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL SECRETARIA EXECUTIVA ",
74,AVISO DE ABERTURA DE LICITACAO,,2021\05_Maio\DODF 091 17-05-2021 1,14 de maio de 2021,0011100002069202107," Menor Preco
<END_OF_BLOCK>
Objeto:
<END_OF_BLOCK>
Contratacao por escopo de empresa especializada com vistas a
Execucao das obras de pavimentacao: Calcadas",,, ,"AVISO DE ABERTURA DE LICITACAO O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras  CPLIC/TERRACAP, no uso das atribuicoes que lhe confere a Portaria no 298/2020 - DIRAF, comunica a realizacao do seguinte certame. Processo: 0011100002069202107 Modalidade/numero: Licitacao Presencial no 08/2021 Tipo: Menor Preco Objeto: Contratacao por escopo de empresa especializada com vistas a Execucao das obras de pavimentacao: Calcadas, estacionamentos e ciclovia no Parque Sul AGUAS CLARAS/DF. Valor estimado (R$): O valor estimado e sigiloso nos termos do Art. 34 da Lei no 13.303/2016. Data/hora de abertura: 10/06/2021 as, 10 horas Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF, 14 de maio de 2021 GLAUBER TEODORO FARIA Presidente da Comissao SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL SECRETARIA EXECUTIVA ",
75,AVISO DE ABERTURA DE LICITACAO,,2021\05_Maio\DODF 092 18-05-2021 1,18-05-2021,0006300005516202002,,,," de R$ 301.208,88 ","AVISO DE ABERTURA DE LICITACAO No 11/2021 - UASG 926334 A Fundacao Hemocentro de Brasilia torna publico a realizacao de Licitacao, por Menor Preco, para aquisicao por Registro de Precos para aquisicao de MATERIAIS TECNICOS, visando atender as demandas das areas tecnicas da FHB, de acordo com as condicoes, quantidades e exigencias estabelecidas no Edital e seus anexos; Processo: 0006300005516202002, valor estimado de R$ 301.208,88 (trezentos e um mil duzentos e oito reais e oitenta e oito centavos). Data limite de recebimento das propostas ate as 10:00 horas do dia 31/05/2021. O Edital encontra-se disponibilizado, no sitio: www.gov.br/compras, no sitio www.fhb.df.gov.br e no endereco: Setor Medico Hospitalar Norte-SMHN, Quadra 03, Conjunto A, Bloco 03, Asa Norte CEP 70710-908  Brasilia/DF. A sessao Publica sera processada no dia 31/05/2021 as 10:00 horas no sitio do Compras Governamentais, nos termos do Edital. HENRIQUE SANJIRO YUZUKI FARIAS ",
76,AVISO DE ABERTURA DE LICITACAO,,2021\05_Maio\DODF 093 19-05-2021 1,19-05-2021,0000100008106202166, menor preco,,," R$
270.053,62","AVISO DE ABERTURA DE LICITACAO PREGAO ELETRONICO No 17/2021 Processo: 0000100008106202166. Objeto: Contratacao de empresa de engenharia especializada para execucao de servico de nova impermeabilizacao com manta asfaltica, revestimento em argamassa e retrofit das instalacoes eletricas e hidraulicas dos espelhos dagua interno e externo da Camara Legislativa do Distrito Federal, conforme especificacoes e demais informacoes constantes no Projeto Basico Anexo I do Edital. Valor estimado: R$ 270.053,62. Data/hora da Sessao Publica: 01/06/2021, as 09:30h. Local: Internet, no endereco www.comprasnet.gov.br. Tipo: menor preco. O edital encontra-se nos enderecos: www.comprasnet.gov.br (UASG 974004) e www.cl.df.gov.br, no link Portal da Transparencia. Maiores informacoes (61) 3348-8650 ou cpl@cl.df.gov.br. DIRCEU FALCAO DA MOTA NETO ",
77,AVISO DE ABERTURA DE LICITACAO,,2021\05_Maio\DODF 093 19-05-2021 1,19-05-2021,0402600004967202148, Menor Preco,,,"
Sigiloso","AVISO DE ABERTURA DE LICITACAO SRP PREGAO ELETRONICO No 03/2021 Com Participacao Exclusiva das ME/MEI/EPP Processo: 0402600004967202148. TIPO: Menor Preco. OBJETO: Registro de precos para futura aquisicao de bens de consumo Cimento Portland CP-II (sacos de 50kg) para manutencao predial e reforma das Unidades Prisionais dentre outros reparos, atendendo a demanda da Gerencia de Obras, das Unidades Prisionais da Secretaria de Estado de Administracao Penitenciaria do Distrito Federal - SEAPE-DF. VALOR ESTIMADO: Sigiloso. PRAZOS: De entrega: nao superior a 30 (trinta) dias corridos contados do recebimento da nota de empenho ou da assinatura do contrato. Do Contrato: 90 (noventa) dias a partir da data da assinatura. DATA DA SESSAO PUBLICA: 31/05/2021 as 13:00 horas no www.gov.br/compras. UASG 928082. Edital tambem esta disponivel no http://www.seape.df.gov.br/licitacao/. ROSIMEIRE PAIVA DA SILVA ",
78,AVISO DE ABERTURA DE LICITACAO,,2021\05_Maio\DODF 095 21-05-2021 1,21-05-2021,0007200000356202179, Menor Preco por item,,,,"AVISO DE ABERTURA DE LICITACAO PREGAO ELETRONICO No 03/2021 Processo: 0007200000356202179. Tipo: Menor Preco por item. Objeto: Aquisicao de equipamentos de TI: monitores, projetores, impressoras cartao PVC e computador desktop avancado (geoprocessamento). Disponibilidade Orcamentaria: Programa de Trabalho; 20.606.6201.4107.5666. Fonte: 232. Prazo de execucao dos servicos: 30(trinta) dias a apos a emissao da nota de empenho. Recebimento das Propostas ate 10/06/2021 as 10h00min no endereco eletronico www.comprasnet.gov.br UASG 926241. Data da Sessao Publica: 10/06/2021 as 10h00min. Edital disponivel no endereco descrito acima. JOAO DE DEUS ABREU SOARES ",
79,AVISO DE ABERTURA DE LICITACAO,,2021\05_Maio\DODF 098 26-05-2021 1,25 de maio de 2021,0005000030703201902, Menor Preco, Aberto,,,"AVISO DE ABERTURA DE LICITACAO PREGAO ELETRONICO No 14/2021 Processo: 0005000030703201902. TIPO: Menor Preco. MODO DE DISPUTA: Aberto. OBJETO: Aquisicao de equipamentos de Tecnologia da Informacao e Comunicacao (TIC) objetivando a modernizacao do parque de computadores e notebooks do Centro Integrado de Operacoes de Brasilia (CIOB), realizado pela Secretaria de Seguranca Publica do Distrito Federal (SSP/DF), VALOR TOTAL ESTIMADO: sigiloso. PRAZOS: De Entrega: nao superior a 30 dias corridos contados da assinatura do contrato ou do recebimento da Nota de Empenho. Vigencia do contrato: 12 (doze) meses a contar de sua assinatura. DATA DA SESSAO PUBLICA: dia 08/06/2021, as 10h00min no https://www.gov.br/compras/pt-br/. UASG 450107. O Edital esta disponivel no endereco acima e no http://ssp.df.gov.br/licitacoes. Brasilia/DF, 25 de maio de 2021 AMILCAR UBIRATAN URACH VIEIRA ",
80,AVISO DE ABERTURA DE LICITACAO,,2021\05_Maio\DODF 100 28-05-2021 1,28-05-2021,0000100013872202061, menor preco,,,"
R$ 73.510,95","AVISO DE ABERTURA DE LICITACAO EXCLUSIVA PREGAO ELETRONICO No 19/2021 Processo: 0000100013872202061. Objeto: Aquisicao de licencas anuais do software ZOOM do tipo Zoom Business Host, de acordo com as condicoes, especificacoes e quantidades estabelecidas no Termo de Referencia Anexo I do Edital. Valor estimado: R$ 73.510,95. Data/hora da Sessao Publica: 11/06/2021, as 09:30h. Local: Internet, no endereco www.comprasnet.gov.br. Tipo: menor preco. O edital encontra-se nos enderecos: www.comprasnet.gov.br (UASG 974004) e www.cl.df.gov.br, no link Portal da Transparencia. Maiores informacoes (61) 3348-8650 ou cpl@cl.df.gov.br. DIRCEU FALCAO DA MOTA NETO ",
81,AVISO DE ABERTURA DE LICITACAO,,2021\05_Maio\DODF 100 28-05-2021 1,28-05-2021,0007200000554202132, Menor Preco por item,,," Sigiloso
conforme art","AVISO DE ABERTURA DE LICITACAO PREGAO ELETRONICO No 04/2021 Processo: 0007200000554202132. Tipo: Menor Preco por item. Objeto: Aquisicao de equipamentos para producao de videos institucionais e educativos sobre as atividades da Empresa de Assistencia Tecnica e Extensao Rural do Distrito Federal (Emater-DF), a serem veiculados internamente, externamente, pela Emater-DF ou em midias digitais, conforme especificacoes constantes do termo de referencia. Valor Estimado: Sigiloso conforme art. 16 do regulamento de licitacoes e contratos da EMATER-DF Disponibilidade Orcamentaria: Programa de Trabalho: 20.606.6201.4107.5666 - Assistencia Tecnica e Inovacao Tecnologica-Difusao e Momento de Inovacoes Cientificas-DF e Entorno. Fontes: 100 e 232. Prazo de execucao dos servicos: 30 (trinta) dias a apos a emissao da NE conforme Item 04 do Anexo I - TR. Recebimento das Propostas ate 10/06/2021 as 10h00min no endereco eletronico www.comprasnet.gov.br UASG 926241. Data da Sessao Publica: 10/06/2021 as 10h00min. Edital disponivel no endereco descrito acima. LUCIANA DE ANDRADE CAMPOS ",
82,AVISO DE ABERTURA DE LICITACAO,,2021\05_Maio\DODF 100 28-05-2021 1,25 de maio de 2021,0011100003538201982," Menor Preco
<END_OF_BLOCK>
Objeto:
<END_OF_BLOCK>
Contratacao por escopo de empresa especializada para
prestacao de servicos de dimensionamento e caracterizacao
do subsolo",,, ,"AVISO DE ABERTURA DE LICITACAO O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras  CPLIC/TERRACAP, no uso das atribuicoes que lhe confere a Portaria no 298/2020 - DIRAF, comunica a realizacao do seguinte certame. Processo: 0011100003538201982 Modalidade/numero: Licitacao Presencial no 14/2021 Tipo: Menor Preco Objeto: Contratacao por escopo de empresa especializada para prestacao de servicos de dimensionamento e caracterizacao do subsolo, a partir de metodos indiretos de investigacao, em area do Setor Habitacional Vicente Pires SHVP Valor estimado (R$): O valor estimado e sigiloso nos termos do Art. 34 da Lei no 13.303/2016. Data/hora de abertura: 24/06/2021 as, 10 horas Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF, 25 de maio de 2021 GLAUBER TEODORO FARIA COMISSAO DE VENDA DIRETA ",
83,AVISO DE ABERTURA DE LICITACAO,,2021\05_Maio\DODF 100 28-05-2021 1,28-05-2021,0040100023025201813, menor preco por item,,,,"AVISO DE ABERTURA DE LICITACAO PREGAO ELETRONICO No 04/2021 - (UASG: 926314) Processo: 0040100023025201813. Objeto: Contratacao de empresa especializada para prestacao de servico de seguro veicular para a frota da Defensoria Publica do Distrito Federal, conforme condicoes, quantidades e exigencias estabelecidas no Edital e seus anexos. A despesa com a execucao do objeto desta licitacao e estimada em R$ 25.545,41 (vinte e cinco mil quinhentos e quarenta e cinco reais e quarenta e um centavos) para o custo total da contratacao. Tipo de Licitacao: menor preco por item. Horario e data de abertura do certame: 14h00, do dia 10 de junho de 2021. O Edital podera ser retirado nos enderecos eletronicos www.comprasgovernamentais.gov.br e http://transparencia.defensoria.df.gov.br/. CINTHIA MARIA S. D. DE OLIVEIRA Pregoeira PROCURADORIA-GERAL SECRETARIA GERAL ",
84,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 102 01-06-2021 1,31 de maio de 2021,0005000014647201951, Menor Preco, Aberto,, Sigiloso,"AVISO DE ABERTURA DE LICITACAO PREGAO ELETRONICO No 11/2021 Processo: 0005000014647201951 TIPO: Menor Preco. MODO DE DISPUTA: Aberto. OBJETO: Aquisicao de equipamentos, materiais e ferramentas/insumos, para o projeto videomonitoramento da SSPDF. VALOR ESTIMADO: Sigiloso. PRAZOS: De entrega: nao superior a 30 dias, contados da assinatura do Contrato ou do recebimento da Nota de Empenho. Do Contrato: 180 (cento e oitenta)dias a partir da data da assinatura. DATA DA SESSAO PUBLICA: 14/06/2021 as 10:00 horas no www.gov.br/compras. UASG 450107. Edital tambem esta disponivel no http://www.ssp.df.gov.br/licitacoes/. Brasilia/DF, 31 de maio de 2021 AMILCAR UBIRATAN URACH VIEIRA ",
85,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 103 02-06-2021 1,02-06-2021,0011100007409202005," Menor Preco
<END_OF_BLOCK>
Objeto:
<END_OF_BLOCK>
Contratacao de Operadora de Plano de Saude ou Administradora de
Beneficios com o intuito de oferecer plano de saude aos empregados da
TERRACAP",,, ,"AVISO DE ABERTURA DE LICITACAO O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras  CPLIC/TERRACAP, no uso das atribuicoes que lhe confere a Portaria no298/2020 - DIRAF, comunica a realizacao do seguinte certame. Processo: 0011100007409202005 Modalidade/numero: Pregao Eletronico no 4/2021 Tipo: Menor Preco Objeto: Contratacao de Operadora de Plano de Saude ou Administradora de Beneficios com o intuito de oferecer plano de saude aos empregados da TERRACAP, ativos e inativos, bem como a seus dependentes. Valor estimado (R$): O valor estimado e de R$ 91.940.374,32 (noventa e um milhoes, novecentos e quarenta mil trezentos e setenta e quatro reais e trinta e dois centavos), sendo o valor anual de R$ 45.970.187,16 (quarenta e cinco milhoes, novecentos e setenta mil cento e oitenta e sete reais e dezesseis centavos) e o valor mensal de R$ 3.830.848,93 (tres milhoes, oitocentos e trinta mil oitocentos e quarenta e oito reais e noventa e tres centavos), conforme estabelecido no Item 10.1, do Termo de Referencia, anexo I do Edital. Data/hora de abertura: 21/06/2021, as 10:00 horas Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF, 1o de junho de 2021 GLAUBER TEODORO FARIA Presidente da Comissao COMISSAO DE VENDA DIRETA ",
86,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 104 07-06-2021 1,02 de junho de 2021,0011100008757202091," Menor Preco
<END_OF_BLOCK>
Objeto:
<END_OF_BLOCK>
Contratacao  de  empresa  para  execucao  de  obras
<END_OF_BLOCK>
complementares  de  infraestrutura  de  drenagem  pluvial
<END_OF_BLOCK>
complementar as do Centro e Subcentro Urbano do Recanto
das Emas",,, ,"AVISO DE ABERTURA DE LICITACAO O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras  CPLIC/TERRACAP, no uso das atribuicoes que lhe confere a Portaria no 298/2020 - DIRAF, comunica a realizacao do seguinte certame. Processo: 0011100008757202091 Modalidade/numero: Licitacao Presencial no 16/2021 Tipo: Menor Preco Objeto: Contratacao de empresa para execucao de obras complementares de infraestrutura de drenagem pluvial complementar as do Centro e Subcentro Urbano do Recanto das Emas, na parte externa as areas, com redes de aguas pluviais, bacias de detencao, dissipadores e demais elementos que compoem o sistema, conforme projetos anexos, no Recanto das Emas-DF. Valor estimado (R$): O valor estimado e sigiloso nos termos do Art. 34 da Lei no 13.303/2016. Data/hora de abertura: 29/06/2021 as, 10 horas Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF 02 de junho de 2021 GLAUBER TEODORO FARIA SECRETARIA DE ESTADO DE MEIO AMBIENTE ",
87,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 105 08-06-2021 1,08-06-2021,0006300000338202104,,,," de R$ 25.814,00 ","AVISO DE ABERTURA DE LICITACAO No 12/2021 - UASG 926334 A Fundacao Hemocentro de Brasilia torna publico a realizacao de Licitacao, por Menor Preco, para aquisicao por Registro de Precos para aquisicao de MATERIAIS TECNICOS, visando atender as demandas das areas tecnicas da FHB, de acordo com as condicoes, quantidades e exigencias estabelecidas no Edital e seus anexos; Processo: 0006300000338202104, valor estimado de R$ 25.814,00 (vinte e cinco mil oitocentos e quatorze reais). Data limite de recebimento das propostas ate as 10:00 horas do dia 21/06/2021. O Edital encontra-se disponibilizado, no sitio: www.gov.br/compras, no sitio www.fhb.df.gov.br e no endereco: Setor Medico Hospitalar Norte-SMHN, Quadra 03, Conjunto A, Bloco 03, Asa Norte CEP 70710- 908 Brasilia/DF. A sessao Publica sera processada no dia 21/06/2021 as 10:00 horas no sitio do Compras Governamentais, nos termos do Edital. HENRIQUE SANJIRO YUZUKI FARIAS ",
88,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 105 08-06-2021 1,07 de junho de 2021,0005000031571202061, Menor Preco, Aberto,,,"AVISO DE ABERTURA DE LICITACAO PREGAO ELETRONICO No 09/2021 Processo: 0005000031571202061 TIPO: Menor Preco. MODO DE DISPUTA: Aberto. OBJETO: Contratacao de empresas especializadas em servico de reformas diversas, bem como aquisicao com instalacao de coberturas para viaturas dentro das dependencias do Edificio Sede da Secretaria de Seguranca Publica do Distrito Federal VALOR ESTIMADO: R$ 209.722,62 (duzentos e nove mil setecentos e vinte e dois reais e sessenta e dois centavos). PRAZOS: De entrega: 75(setenta e cinco) dias para reforma do piso e 30(trinta) dias para aquisicao com instalacao de sombreador para carros, contados da assinatura do Contrato ou do recebimento da Nota de Empenho. Do Contrato: 150 (cento e cinquenta)dias a partir da data da assinatura. DATA DA SESSAO PUBLICA: 21/06/2021 as 10:00 horas no www.gov.br/compras. UASG 450107. Edital tambem esta disponivel no http://www.ssp.df.gov.br/licitacoes/. Brasilia/DF, 07 de junho de 2021 AMILCAR UBIRATAN URACH VIEIRA ",
89,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 106 09-06-2021 1,09-06-2021,0006300003782202092,,,," de R$ 16.620,00 ","AVISO DE ABERTURA DE LICITACAO No 13/2021 - UASG 926334 A Fundacao Hemocentro de Brasilia torna publico a realizacao de Licitacao, por Menor Preco, para aquisicao Aquisicao de insumo para realizacao de criopreservacao das celulas progenitoras hematopoieticas provenientes de medula ossea e de sangue periferico, de acordo com as condicoes, quantidades e exigencias estabelecidas no Edital e seus anexos. Processo: 0006300003782202092, valor estimado de R$ 16.620,00 (dezesseis mil seiscentos e vinte reais). Data limite de recebimento das propostas ate as 10:00 horas do dia 22/06/2021. O Edital encontra-se disponibilizado, no sitio: www.gov.br/compras, no sitio www.fhb.df.gov.br e no endereco: Setor Medico Hospitalar Norte-SMHN, Quadra 03, Conjunto A, Bloco 03, Asa Norte  CEP 70710-908 Brasilia/DF. A sessao Publica sera processada no dia 22/06/2021 as 10:00 horas no sitio do Compras Governamentais, nos termos do Edital. HENRIQUE SANJIRO YUZUKI FARIAS ",
90,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 107 10-06-2021 1,09 de junho de 2021,0011100005153202093," Menor Preco
<END_OF_BLOCK>
Objeto:
<END_OF_BLOCK>
Contratacao por escopo de empresa especializada com vistas a Execucao
das obras de implantacao dos Sistemas Complementares de Distribuicao
de Agua",,, ,"AVISO DE ABERTURA DE LICITACAO O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras  CPLIC/TERRACAP, no uso das atribuicoes que lhe confere a Portaria no 298/2020 - DIRAF, comunica a realizacao do seguinte certame. Processo: 0011100005153202093 Modalidade/numero: Licitacao Presencial no 15/2021 Tipo: Menor Preco Objeto: Contratacao por escopo de empresa especializada com vistas a Execucao das obras de implantacao dos Sistemas Complementares de Distribuicao de Agua, e todos os trabalhos necessarios para o pleno funcionamento dos sistemas, inclusive projetos complementares e As Built, para a Quadras 07 e 08 do Residencial Tamandua Recanto das Emas -DF Valor estimado (R$): O valor estimado e sigiloso nos termos do Art. 34 da Lei no 13.303/2016. Data/hora de abertura: 08/07/2021 as, 10 horas Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF, 09 de junho de 2021 GLAUBER TEODORO FARIA AVISO DE ABERTURA DE LICITACAO ",
91,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 108 11-06-2021 1,09 de junho de 2021,0011100002125202103," Menor Preco
<END_OF_BLOCK>
Objeto:
<END_OF_BLOCK>
Contratacao por escopo de empresa especializada para a execucao das
obras de complementacao de infraestrutura de energia eletrica na QN
9B",,, ,"AVISO DE ABERTURA DE LICITACAO O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras  CPLIC/TERRACAP, no uso das atribuicoes que lhe confere a Portaria no 231/2021 - DIRAF, comunica a realizacao do seguinte certame. Processo: 0011100002125202103 Modalidade/numero: Licitacao Presencial no 11/2021 Tipo: Menor Preco Objeto: Contratacao por escopo de empresa especializada para a execucao das obras de complementacao de infraestrutura de energia eletrica na QN 9B, Conjuntos 1 e 2, em Riacho Fundo II / RA-XXI - Distrito Federal, na forma de execucao indireta, sob regime de empreitada por preco global Valor estimado (R$): O valor estimado e sigiloso nos termos do Art. 34 da Lei no 13.303/2016. Data/hora de abertura: 13/07/2021 as, 10 horas Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF, 09 de junho de 2021 GLAUBER TEODORO FARIA COMISSAO DE VENDA DIRETA ",
92,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 109 14-06-2021 1,09 de junho de 2021,0011100000196202163," Menor Preco
<END_OF_BLOCK>
Objeto:
<END_OF_BLOCK>
Contratacao por escopo de empresa especializada para a execucao das obras de
remanejamento de linha de distribuicao de 34",,, ,"AVISO DE ABERTURA DE LICITACAO O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras, no uso das atribuicoes que lhe confere a Portaria no 298/2020 - DIRAF, comunica a realizacao do seguinte certame. Processo: 0011100000196202163 Modalidade/numero: Licitacao Presencial no 04/2021 - Republicacao Tipo: Menor Preco Objeto: Contratacao por escopo de empresa especializada para a execucao das obras de remanejamento de linha de distribuicao de 34,5 kV, no Setor de Habitacoes Coletivas Noroeste - SHCNW, Plano Piloto / RA-I - Distrito Federal, na forma de execucao indireta, sob regime de empreitada por preco unitario Valor estimado (R$): O valor estimado e sigiloso nos termos do Art. 34 da Lei no 13.303/2016. Data/hora de abertura: 05/07/2021 as, 10 horas Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF, 09 de junho de 2021 GLAUBER TEODORO FARIA Presidente COMISSAO DE VENDA DIRETA ",
93,AVISO DE ABERTURA DE LICITACAO,,2021\06_Junho\DODF 110 15-06-2021 1,15-06-2021,0007200000602202192, Menor Preco por Item,,, Sigiloso conforme art,AVISO DE ABERTURA DE LICITACAO PREGAO ELETRONICO No 02/2021 Processo: 0007200000602202192. Tipo: Menor Preco por Item. Objeto: Contratacao de empresa especializada para desmonte de torres de comunicacao do tipo estaiadas que suportam/suportaram os equipamentos de rede de transmissao de dados da Emater-DF. Valor Estimado: Sigiloso conforme art. 16 do regulamento de licitacoes e contratos da EMATER-DF. Disponibilidade Orcamentaria: Programa de Trabalho; 20.122.8201.8517.0093. Fonte: 100. Prazo de execucao dos servicos: 90(noventa) dias - item 7 do Termo de Referencia - Anexo I. Recebimento das Propostas ate 22/07/2021 as 10h00min no endereco eletronico www.comprasnet.gov.br UASG 926241. Data da Sessao Publica: 22/07/2021 as 10h00min. Edital disponivel no endereco descrito acima. LUCIANA DE ANDRADE CAMPOS ,
