,texto
2997,"AVISO DE ABERTURA DE LICITAÇÃO   SRP
PREGÃO ELETRÔNICO Nº 16/2021

Licitação com itens exclusivos para MEI/ME/EPP

Processo: 04026-00001946/2021-71. TIPO: Menor Preço. OBJETO: Registro de Preços para a aquisição de ALGEMAS a fim de atender às necessidades da Secretaria de Administração Penitenciária do Distrito Federal (SEAPE) no que tange ao fornecimento de equipamento de menor potencial ofensivo essencial à segurança das escoltas e, consequentemente, garantir a qualidade e eficiência dos serviços prestados ao público assistido. VALOR ESTIMADO: R$ 347.547,79 (trezentos e quarenta e sete mil quinhentos e quarenta e sete reais e setenta e nove centavos). PRAZOS: De entrega: não superior a 30 (trinta) dias corridos contados do recebimento da nota de empenho ou da assinatura do contrato. Do Contrato: 90 (noventa) dias a partir da data da assinatura. DATA DA SESSÃO PÚBLICA: 27/12/2021 às 13:00 horas no www.gov.br/compras. UASG 928082. Edital também está disponível no http://www.seape.df.gov.br/licitacao/.

ROSIMEIRE PAIVA DA SILVA

Subsecretária"
3006,"AVISO DE LICITAÇÃO   NOVA DATA
LICITAÇÃO FECHADA Nº 17/2021

PROCESSO: 092-00034161/2021-80. OBJETO: Obras de execução de travessia para o Interceptor Melchior 01 (INT.MLC.001) sobre o Córrego Cortado, em Taguatinga/DF. CRITÉRIO DE JULGAMENTO: Menor Preço; DOTAÇÃO ORÇAMENTÁRIA: UO 22.202; PROGRAMA DE TRABALHO: 17.512.6209.7012/6024; NATUREZA DE DESPESA: 449051; Código de Aplicação: 22.207.013.021-3. FONTE DE RECURSO: Recursos Próprios de Investimentos - REPI, código: 21.101.100.000-6. EXECUÇÃO: 270 dias; VIGÊNCIA DO CONTRATO: 375 dias.  NOVA DATA DE ABERTURA: 10/01/2022, às 09 horas no site https://www.gov.br/compras/pt-br (UASG: 974200). INFORMAÇÕES: O edital e seus anexos encontram-se disponíveis nos sites: www.caesb.df.gov.br   menu Licitações e https://www.gov.br/compras/pt-br, a partir do dia 15/12/2021. Fone: (61) 3213-7312, E-mail: licitacao@caesb.df.gov.br.

ELIZABETH DUARTE ALVES

Pregoeira"
3020,"AVISO DE PREGÃO ELETRÔNICO SRP Nº 28/2021
PROCESSO 00220-00002869/2021-64

(AMPLA CONCORRÊNCIA)

O Distrito Federal - DF, por meio da SECRETARIA DE ESTADO DE ESPORTE E LAZER DO DISTRITO FEDERAL, autorizada pelo Decreto Distrital nº 41.497/2020, por meio do Pregoeiro e Equipe de Apoio, designados pela Portaria nº 247/2021, torna público, para conhecimento dos interessados, que fará licitação, em Sistema de Registro de Preços - SRP, com Item01de Ampla Concorrência, cujo objeto é o Registro de preços para eventual contratação de empresa especializada no serviço de serralheria para reparo, incluindo substituição e instalação, da estrutura dos alambrados das quadras poliesportivas localizadas em todo o Distrito Federal, incluindo o fornecimento do insumo, para atender às necessidades da Secretaria de Estado de Esporte e Lazer do Distrito Federal, SEL-DF, sob a modalidade de PREGÃO, na forma ELETRÔNICO, Tipo MENOR PREÇO POR ITEM, Adjudicação POR ITEM. VALOR TOTAL ESTIMADO: R$ 3.978.423,68 (três milhões, novecentos e setenta e oito mil, quatrocentos e vinte e três reais e sessenta e oito centavos), em SESSÃO PÚBLICA: no dia 29 de dezembro de 2021, às 13h10min, DATA LIMITE DE RECEBIMENTO DAS PROPOSTAS: até às 13:00 horas do dia 29 de dezembro de 2021, conforme especificações e quantitativos constantes no EDITAL. O EDITAL e seus ANEXOS I A X encontram-se disponibilizados, sem ônus, no sítio: www.comprasgovernamentais.gov.br e/ou na página da Secretaria de Estado de Esporte e Lazer do Distrito Federal   SEL/DF, www.esporte.df.gov.br (clicar em  InstitucionalBase JurídicaLicitações ). A sessão Pública será processada no sítio do Compras Governamentais, nos termos do EDITAL.

THIAGO MOREIRA CARVALHO

Pregoeiro"
3032,"AVISO DE ABERTURA DE LICITAÇÃO Nº 34/2021 - UASG 926334
A Fundação Hemocentro de Brasília torna público a realização de Licitação, por Menor Preço, para aquisição de insumo para a criopreservação das células progenitoras hematopoiéticas provenientes de medula óssea e de sangue periférico - Canister, visando atender às demandas das áreas técnicas da Fundação Hemocentro de Brasília, de acordo com as condições, quantidades e exigências estabelecidas no Edital e seus anexos; Processo 00063-00002365/2021-11, valor estimado de R$ 81.100,00 (oitenta e um mil e cem reais). Data limite de recebimento das propostas até às 10:00 horas do dia 08/11/2021. O Edital encontra-se disponibilizado, no sítio: www.gov.br/compras, no sítio www.fhb.df.gov.br e no endereço: Setor Médico Hospitalar Norte-SMHN, Quadra 03, Conjunto A, Bloco 03, Asa Norte   CEP 70710-908   Brasília/DF. A sessão Pública será processada no dia 08/11/2021 às 10:00 horas no sítio do Compras Governamentais, nos termos do Edital.

HENRIQUE SANJIRO YUZUKI FARIAS

Chefe"
3042,"AVISO DE LICITAÇÃO   NOVA DATA
PREGÃO ELETRÔNICO Nº 80/2021

A presente licitação tem por objeto a contratação, mediante Sistema de Registro de Preços, da aquisição de carretinhas para o transporte de rolo liso - CC900, da operação tapa buraco, tudo conforme especificado no Edital e em seus anexos. Processo 00113-00008776/2021-42. Data e horário para recebimento das propostas: até 09h00min do dia 08 de setembro de 2021, com valor estimado de R$ 255.000,00. O respectivo Edital poderá ser retirado exclusivamente nos endereços eletrônicos www.der.df.gov.br e www.licitacoes-e.com.br. Demais informações no próprio Edital.

Brasília/DF, 24 de agosto de 2021

ANA HILDA DO CARMO SILVA

Diretora"
3054,"AVISO DE PREGÃO ELETRÔNICO Nº 07/2021
A Companhia de Desenvolvimento Habitacional do Distrito Federal CODHAB, no uso de suas atribuições legais, torna público o aviso de licitação para a realização do Pregão Eletrônico nº 07/2021, OBJETO: Contratação de empresa ou consórcio de empresas para prestação de serviços técnicos para a elaboração de estudos e projetos para regularização fundiária e urbana da Área de Interesse Social - ARIS Sol Nascente, conforme descrito no Anexo I do Edital. No dia 20/09/2021. Horário: 10h00min - Horário de Brasília. As propostas serão recebidas exclusivamente por meio eletrônico no endereço sítio https://www.gov.br/compras/pt-br. Os interessados terão acesso ao Edital e seus anexos nos sítios https://www.codhab.df.gov.br e https://www.gov.br/compras/pt-br.

Brasília/DF, 25 de agosto de 2021

FERNANDA VITORINO

Pregoeira"
3065,"AVISO DE PREGÃO ELETRÔNICO Nº 08/2021
A Companhia de Desenvolvimento Habitacional do Distrito Federal CODHAB, no uso de suas atribuições legais, torna público o aviso de licitação para a realização do Pregão Eletrônico nº 08/2021, OBJETO: Contratação de serviços técnicos para elaboração de projetos e estudos para regularização urbanística e fundiária de área de interesse social ARIS Estrutural, inserida na Região Administrativa do Setor Complementar de Indústrias e Abastecimento - RA XXV, conforme descrito no Anexo I do Edital. No dia 22/09/2021. Horário: 10h00min - Horário de Brasília. As propostas serão recebidas exclusivamente por meio eletrônico no endereço sítio https://www.gov.br/compras/pt-br. Os interessados terão acesso ao Edital e seus anexos nos sítios https://www.codhab.df.gov.br e https://www.gov.br/compras/pt-br.

Brasília/DF, 25 de agosto de 2021

FERNANDA VITORINO

Pregoeira"
3069,"AVISO DE ABERTURA DE LICITAÇÃO Nº 32/2021 - UASG 926334
A Fundação Hemocentro de Brasília torna público a realização de Licitação, por Menor Preço, para aquisição de MATERIAIS TÉCNICOS, visando atender às demandas das áreas técnicas da Fundação Hemocentro de Brasília, de acordo com as condições, quantidades e exigências estabelecidas no Edital e seus anexos; Processo 00063-00003288/2021-17, valor estimado de R$ 183.894,00 (cento e oitenta e três mil oitocentos e noventa e quatro reais). Data limite de recebimento das propostas até às 10:00 horas do dia 21/09/2021. O Edital encontra-se disponibilizado, no sítio: www.gov.br/compras, no sítio www.fhb.df.gov.br e no endereço: Setor Médico Hospitalar Norte-SMHN, Quadra 03, Conjunto A, Bloco 03, Asa Norte   CEP 70710-908   Brasília/DF. A sessão Pública será processada no dia 21/09/2021 às 10:00 horas no sítio do Compras Governamentais, nos termos do Edital.

HENRIQUE SANJIRO YUZUKI FARIAS

Chefe da Seção de Compras"
3088,"AVISO DE PREGÃO ELETRÔNICO Nº 05/2021
Processo: 074-00000091/2019-38. OBJETO: Contratação de Empresa de Engenharia Ambiental especializada na Elaboração de Inventário Florestal, para elaboração de inventário florestal nos remanescentes dos maciços da Proflora S.A. Nos Projetos das Regiões Administrativas de Taguatinga e Brazlândia/DF, localizados dentro da Floresta Nacional de Brasília - Flona de Brasília, conforme especificações, condições e demais exigências do presente Termo de Referência, conforme especificações, condições e demais exigências estabelecidas no Edital nº 05/2021 e seus anexos. CRITÉRIO DE JULGAMENTO: Maior oferta de preço, por lote; CREDENCIAMENTO DOS INTERESSADOS: até às 9h do dia 15/12/2021; CADASTRO DAS PROPOSTAS: até as 10h do dia 20/12/2021; ABERTURA DAS PROPOSTAS: 10h10 do dia 20/12/2021. Todos os horários se referem ao horário de Brasília. Todos os atos serão praticados exclusivamente no Portal de Licitações da Caixa Econômica Federal, no endereço eletrônico http://www.licitacoes.caixa.gov.br. INFORMAÇÕES: O Edital e seus anexos estarão disponíveis no Portal de Licitações da Caixa Econômica Federal (http://www.licitacoes.caixa.gov.br).

SALVADOR CARDOSO

Pregoeiro"
3099,"AVISO DE ABERTURA PREGÃO ELETRÔNICO Nº 41/2021 - (UASG 450432)
Objeto: aquisição de aquisição de Livros Infantis em Braille para uso dos estudantes com de ciência visual/cegos matriculados na Educação Infantil e nos Anos Iniciais do Ensino Fundamental, do Centro de Ensino Especial de De cientes Visuais   CEEDV e nas Escolas Polo de De ciência Visual da Rede Pública de Ensino do Distrito Federal, de acordo com as obras/os titulos relacionados no Anexo I, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.  Total de itens: 16. Valor total estimado: R$10.400,40 (dez mil e quatrocentos reais e quarenta centavos). Processo 00080-00113719/2020-73. Cadastro das Propostas: a partir de 6/12/2021. Abertura das Propostas: 16/12/2021, às 10hs, horário de Brasília. O Edital estará disponível nos endereços eletrônicos: www.gov.br/compras/pt-br e https://www.educacao.df.gov.br/pregao-eletronico/.

RENI FERNANDES

Pregoeiro"
3111,"AVISO DE LICITAÇÃO - NOVA ABERTURA
PREGÃO ELETRÔNICO Nº 94/2021

Processo: 00053-00183451/2021-45. TIPO: Menor preço. OBJETO: Contratação de empresa para execução de serviço comum de acesso à Internet e de conectividade IP   Internet Protocol, destinado a estabelecer conectividade simétrica dedicada e permanente com a Internet com velocidade de acesso garantida de no mínimo 200 (duzentos) Mbps full duplex, com sua respectiva instalação e habilitação, devendo disponibilizar um bloco CIDR/25 de endereços IP contíguos e válidos para a Internet. para o CBMDF, conforme Edital e anexos. O DICOA informa a NOVA ABERTURA da licitação publicada inicialmente no DODF nº 216 de 19/11/2021, e no DOU nº 217, de 19/11/2021 para o dia 16/12/2021, às 13:30h. LOCAL: site: www.gov.br/compras/pt-br. RETIRADA DO EDITAL pela internet, nos sites www.cbm.df.gov.br e www.gov.br/compras/pt-br. UASG: 170394. Inf.: (61) 3901-3614.

HÉLIO PEREIRA LIMA

Diretor"
3124,"AVISO DE ABERTURA (*)
PREGÃO ELETRÔNICO SRP Nº 33/2021 - (UASG 450432)

Objeto: Registro de Preços para contratação de bens e serviços, necessários ao desenvolvimento das ações pedagógicas relacionadas à Educação Física e ao Desporto Escolar no âmbito da Secretaria de Estado de Educação do Distrito Federal   SEEDF, de acordo com as especificações, quantidades e condições constantes no edital e seus anexos. Total de itens: 94. Valor total estimado: R$ 4.779.858,54 (quatro milhões, setecentos e e setenta e nove mil, oitocentos e cinquenta e oito reais e cinquenta e quatro centavos). Processo 00080-00011790/2020-12. Cadastro das Propostas: a partir de 27/10/2021. Abertura das Propostas: 10/11/2021, às 10hs, horário de Brasília. O Edital estará disponível nos endereços eletrônicos: www.comprasgovernamentais.gov.br e https://www.educacao.df.gov.br/pregao-eletronico/.

DIEGO FERNANDEZ GOMES

Pregoeiro

___________________ 

(*) Republicado por ter sido encaminhado com incorreção no original, publicado no DODF nº 202, de 27 de outubro de 2021, página 38."
3135,"AVISO DE LICITAÇÃO   NOVA DATA
PREGÃO ELETRÔNICO Nº 16/2022

Processo: 092-00058520/2021-20. OBJETO: Aquisição de materiais plásticos, rígidos e flexíveis, para redes de água (tubos de PEAD). CRITÉRIO DE JULGAMENTO: Menor Preço; DOTAÇÃO ORÇAMENTÁRIA: UO 22.202; PROGRAMA DE TRABALHO: 17.122.8209.8517/6977; NATUREZA DE DESPESA: 33.90.30; Código de Aplicação: 12.403.402.200-0. FONTE DE RECURSO: Recursos próprios da Caesb, código: 11.101.000.000-3. ENTREGA: 30 dias. ABERTURA: 02/02/2022, às 09 horas no site https://www.gov.br/compras/pt-br (UASG: 974200). INFORMAÇÕES: O edital e seus anexos encontram-se disponíveis nos sites: www.caesb.df.gov.br   menu Licitações e https://www.gov.br/compras/pt-br, a partir do dia 14/01/2022. Fone: (61) 3213-7164, E-mail: licitacao@caesb.df.gov.br.

LUDYMILLA RODRIGUES NUNES

Pregoeira"
3150,"AVISO DE LICITAÇÃO
PREGÃO ELETRÔNICO Nº 04/2022 - UASG 974002

O Pregoeiro comunica aos interessados que a fim de atender a demanda dos diversos órgãos integrantes da centralização de compras do Distrito Federal, a Subsecretaria de Compras Governamentais   SEEC/SPLAN/SCG, operacionalizará licitação PE 04/2022 no sistema Comprasnet, cujo objeto é o Registro de Preços para eventual aquisição de materiais de expediente (caneta esferográfica,  lápis, caneta marca texto, lápis de cor, fita adesiva, cola, apontador, flanela de limpeza, etc.), conforme especificações e condições estabelecidas no termo de referência constante do Anexo I do Edital. Valor estimado: R$ 1.076.097,92. Tipo de Licitação: menor preço. Elemento de Despesa: 339030. Abertura das propostas dia 25/01/2022 às 10h. Processo 00040-00025225/2021-62. O edital poderá ser retirado no endereço eletrônico: www.comprasgovernamentais.gov.br. Informações pelo e-mail: pregoeirosulog01@economia.df.gov.br.

Brasília/DF, 11 de janeiro de 2022

AUGUSTO CESAR PIRES ARANHA"
3152,"AVISO DE ABERTURA
PREGÃO ELETRÔNICO POR SRP Nº 11/2022

Objeto: Aquisição de Equipamentos: GERADORES DE MARCAPASSO EXTERNO TEMPORÁRIO, para atender as necessidades da Secretaria de Saúde   DF, conforme especificações e quantitativos constantes no Anexo I do Edital. Processo 00060-00044835/2017-12. Total de 2 itens (ampla concorrência e cota reservada às ME/EPP s). Valor Estimado: R$ 287.099,6700. Cadastro das Propostas: a partir de 12/01/2022. Abertura das Propostas: 24/01/2022, às 9 horas, horário de Brasília, no site www.comprasnet.gov.br. O Edital encontra-se disponibilizado, sem ônus, no site, ou, com ônus, no endereço: SRTVN, Quadra 701, Conjunto C, Edifício PO 700, 2º andar, sala: Central de Compras/DAQ/SUAG, CEP: 70.723-040 - Brasília/DF.

FABIANA MENDES DE OLIVEIRA CORTEZ

Pregoeira"
3163,"AVISO DE PREGÃO ELETRÔNICO N° 02/2022
A Companhia de Desenvolvimento Habitacional do Distrito Federal CODHAB, no uso de suas atribuições legais, torna público o aviso de licitação para a realização do Pregão Eletrônico nº 02/2022, OBJETO: Contratação de Pessoa Jurídica especializada na prestação de serviço de transporte terrestre, a serviço da Companhia de Desenvolvimento Habitacional do Distrito Federal, nos limites da Região Integrada de Desenvolvimento do Distrito Federal   RIDE, por quilômetro rodado e sob demanda, com disponibilização tecnológica (computador-web, aplicativo mobile   Android, IOS, Windows Phone) de controle, acompanhamento de corridas e outros serviços de informação na internet, conforme descrito no Anexo I do Edital. No dia 21/02/2022. Horário: 10h30min - Horário de Brasília. As propostas serão recebidas exclusivamente por meio eletrônico no endereço sítio https://www.gov.br/compras/pt-br. Os interessados terão acesso ao Edital e seus anexos nos sítios https://www.codhab.df.gov.br e https://www.gov.br/compras/pt-br.

Brasília/DF, 28 de janeiro de 2022

MICHELLY C. HORTMANN S. MORAIS

Pregoeira, Substituta"
3185,"AVISO DE ABERTURA DE LICITAÇÃO
SISTEMA DE REGISTRO DE PREÇOS

LICITAÇÃO COM PARTICIPAÇÃO EXCLUSIVA DE ME s/EPP s

PREGÃO ELETRÔNICO Nº 02/2022 - (UASG: 926314)

Processo: 00401-00010557/2021-88. Objeto: Aquisição de material apoio ergonômico para pés visando a promoção do ambiente de trabalho seguro e adequado às características físico-fisiológicas dos servidores/colaboradores, e à prevenção de doenças ocupacionais e acidentes de trabalho, mediante Sistema de Registro de Preços (SRP), conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos. Licitação com participação exclusiva de ME s/EPP s. A despesa com a execução do objeto desta licitação é estimada em R$ 52.589,70 (cinquenta e dois mil quinhentos e oitenta e nove reais e setenta centavos) para custo total da contratação. Tipo de Licitação: menor preço por item. Horário e data de abertura do certame: 14h, do dia 10 de fevereiro de 2022. O Edital poderá ser retirado nos endereços eletrônicos: www.gov.br/compras e http://www.defensoria.df.gov.br/. 

CINTHIA MARIA S. D. DE OLIVEIRA

Pregoeira"
3188,"AVISO DE ABERTURA PREGÃO ELETRÔNICO SRP Nº 33/2021 - (UASG 450432)
Objeto: Registro de Preços para contratação de bens e serviços, necessários ao desenvolvimento das ações pedagógicas relacionadas à Educação Física e ao Desporto Escolar no âmbito da Secretaria de Estado de Educação do Distrito Federal   SEEDF, de acordo com as especificações, quantidades e condições constantes no edital e seus anexos. Total de itens: 94. Valor total estimado: R$ 4.779.858,54 (quatro milhões, setecentos e e setenta e nove mil, oitocentos e cinquenta e oito reais e cinquenta e quatro centavos). Processo 00080-00011790/2020-12. Cadastro das Propostas: a partir de 27/11/2021. Abertura das Propostas: 10/11/2021, às 10hs, horário de Brasília. O Edital estará disponível nos endereços eletrônicos: www.comprasgovernamentais.gov.br e https://www.educacao.df.gov.br/pregao-eletronico/.

DIEGO FERNANDEZ GOMES

Pregoeiro"
3201,"AVISO DE LICITAÇÃO - ABERTURA
PREGÃO ELETRÔNICO Nº 54/2021

Processo: 00053-00087185/2021-21. TIPO: Menor preço. OBJETO: Aquisição de materiais de consumo de biossegurança para as atividades das Policlínicas Odontológica e Médica, e de Atendimento Pré-Hospitalar para o GAEPH, conforme Edital e anexos. VALOR MÁXIMO DA CONTRATAÇÃO: R$ 1.171.386,51; PROGRAMA DE TRABALHO: 06.181.6217.3029.9512 e PT28.845.0903.00FM.0053 ; ELEMENTO DE DESPESA: 33.90.30-36; FONTE DO RECURSO:320 FUNCBM, 371 FUNCBM e 0151 FCDF. O DICOA informa a ABERTURA da licitação para o dia 10/11/2021, às 13:30h. LOCAL: site: www.gov.br/compras/pt-br. RETIRADA DO EDITAL pela internet, nos sites www.cbm.df.gov.br e www.gov.br/compras/pt-br. UASG: 170394. Inf.: (61) 3901-3614.

HÉLIO PEREIRA LIMA

Diretor"
3219,"AVISO DE PREGÃO ELETRÔNICO N° 06/2021
A Companhia de Desenvolvimento Habitacional do Distrito Federal CODHAB, no uso de suas atribuições legais, torna público o aviso de licitação para a realização do Pregão Eletrônico nº 06/2021, OBJETO: Aquisição de uniformes e EPIs e ferramenta para empregados e colaboradores da Companhia de Desenvolvimento Habitacional do Distrito Federal - CODHAB/DF, conforme as especificações e condições, quantidades e exigências estabelecidas no Termo de Referência, Anexo I do Edital. No dia 23/08/2021. Horário: 10h00min - Horário de Brasília. As propostas serão recebidas exclusivamente por meio eletrônico no endereço sítio https://www.gov.br/compras/pt-br. Os interessados terão acesso ao Edital e seus anexos nos sítios https://www.codhab.df.gov.br e https://www.gov.br/compras/pt-br.

Brasília/DF, 29 de julho de 2021

FERNANDA VITORINO

Pregoeira"
3230,"AVISO DE ABERTURA COTAÇÃO ELETRÔNICA Nº 04/2021 - (UASG 450432)
Objeto: Aquisição do colírio TROPICAMIDA para atender às demandas dos estudantes da Rede Pública de Ensino, por meio de ações da Gerência de Saúde do Estudante da Diretoria de Saúde e Assistência ao Estudante/SUAG, da Secretaria de Estado de Educação do Distrito Federal, conforme especificação e quantitativo descritos no Edital e seus Anexos. Total de Itens: 01 - Valor total estimado: R$ 1.601,00 (mil seiscentos e um reais). Processo00080-00091047/2021-19 - Cadastro das Propostas: até às 10 horas do dia 19/10/2021, horário de Brasília. O Edital estará disponível no endereço eletrônico: http://www.educacao.df.gov.br/licitacoes/.

DIEGO FERNANDEZ GOMES

Diretor de Licitações"
3231,"AVISO DE ABERTURA CONCORRÊNCIA Nº 17/2021
A COMISSÃO PERMANENTE DE LICITAÇÃO, DA SUBSECRETARIA DE ADMINISTRAÇÃO GERAL, DA SECRETARIA DE ESTADO DE EDUCAÇÃO DO DISTRITO FEDERAL, comunica aos interessados a abertura procedimento licitatório em epígrafe, cujo objeto é a contratação de empresa especializada para Obra de Reconstrução da Escola Classe 415, localizada na QN 417, AE - Setor Norte, RA-XII   Samambaia/DF, em terreno de 10.375,50m² e área construída de 4.609,25m². O lote é cercado por gradil e possui acessos específicos de pedestres e veículos, além de guarita com sanitário. A edificação é térrea e é composta por 08 Salas de Aula para a Educação Infantil, 08 Salas de aula para o Ensino Fundamental, Solários, Sanitários coletivos para a Educação Infantil e para o Ensino Fundamental, Sanitários coletivos para professores/comunidade, Sanitários PCD alunos, Sala de Leitura, Sala Multiuso, Sala de Vídeo, Salas de Apoio à Aprendizagem, SOE - Serviço de Orientação Educacional, SEAA   Serviço Especializado de Apoio ao Aprendizado, Sala de Atendimento Pedagógico, Espaço Maker, Laboratório de Ciências, Sala de Artes, Sala de Música, Brinquedoteca, Cozinha Experimental, pátios coberto e descobertos, Quadra coberta, Secretaria, Arquivo, Sala Direção, Sala Vice-Direção, Sala Coordenação Educação Infantil, Sala Coordenação Ensino Fundamental, Sala dos Professores, Sala de Reuniões, Copa, Sanitários coletivos p/ professores e comunidade, Sanitários PNE p/ professores e comunidade, Reprografia, Depósito Material Pedagógico. Cozinha, Sala Pré Lavagem, Depósito de Gêneros, Lavanderia, Depósito de material de limpeza, Depósitos Gerais, Almoxarifado, Sala Técnica, Sala Servidores, Vestiário Servidores, Castelo d água, Central de Gás e estacionamento, conforme condições estabelecidas no edital e seus anexos - DF, referente ao processo 00080-00055854/2020-97. Valor estimado de R$ 12.976.381,05 (doze milhões, novecentos e setenta e seis mil, trezentos e oitenta e um reais e cinco centavos). O prazo de execução é de 548(quinhentos e quarenta e oito)dias corridos (18 meses), contados a partir de 5 dias úteis da expedição da Ordem de Serviço pela Subsecretaria de Infraestrutura Escolar (SIAE). A Vigência Contratual é de 1.700(um mil e setecentos)dias corridos, contados a partir da data da assinatura do Contrato. Os recursos financeiros correrão por conta do Programa de Trabalho: Programa de Trabalho: 12.368.6221.3990.0001 RECONSTRUCAO DE UNIDADE ESCOLAR-REDE PÚBLICA-DISTRITO FEDERAL - OCA natureza de despesa 4.4.90.51, fonte 103. A data de abertura do procedimento fica definida para ocorrer no dia 17 de novembro de 2021 às 09h00min. Os arquivos contendo o edital e demais arquivos necessários para participação no certame poderão ser retirados diretamente no site http://www.educacao.df.gov.br/concorrencias/. Os autos ficam com vistas franqueadas aos interessados.

JAIRO PEREIRA MARTINS

Presidente da Comissão"
3250,"AVISO DE LICITAÇÃO   NOVA DATA
PREGÃO ELETRÔNICO Nº 223/2021

Processo: 092-00011333/2021. OBJETO: Aquisição de 01 (um) Grupo Moto Gerador Diesel, carenado, potência entre 150 e 170 KVA, incluindo Equipamentos, Cabos, Acessórios e a Instalação do mesmo na Unidade Operacional do Sistema de Abastecimento de Água (SAA) - EAB.TOR.001. CRITÉRIO DE JULGAMENTO: Menor Preço; DOTAÇÃO ORÇAMENTÁRIA: UO 22.202; PROGRAMA DE TRABALHO: 17.512.6209.7006/6033; NATUREZA DE DESPESA: 449051; Código de Aplicação: 22.206.012.041-0. FONTE DE RECURSO: Recursos Próprios de Investimento - REPI, código: 21.101.100.000-6 ENTREGA: 150 dias. NOVA DATA DE ABERTURA: 15/10/2021, às 09 horas no site: https://www.gov.br/compras/pt-br (UASG: 974200). INFORMAÇÕES: O edital e seus anexos encontram-se disponíveis nos sites: www.caesb.df.gov.br   menu Licitações e https://www.gov.br/compras/pt-br, a partir do dia 29/09/2021. Fone: (61) 3213-7479, E-mail: licitacao@caesb.df.gov.br.

SILVIO S. GONÇALVES SOARES

Pregoeiro"
3266,"AVISO ABERTURA DE LICITAÇÃO
TOMADA DE PREÇOS Nº 03/2021   RA-XIV

O DISTRITO FEDERAL, por meio da ADMINISTRAÇÃO REGIONAL DE SÃO SEBASTIÃO e da Comissão Permanente de Licitações da RA-XIV, torna pública a ABERTURA do certame referente a TOMADA DE PREÇOS nº 03/2021   RA-XIV; do TIPO: Menor Preço, objetivando a contratação pelo Distrito Federal, por meio da ADMINISTRAÇÃO REGIONAL DE SÃO SEBASTIÃO, de empresa para execução da obra de reforma da praça localizada no Bairro Bela Vista, Área Especial - A.E nº 05, São Sebastião/DF, com área total de 4.626,49m² (quatro mil seiscentos e vinte e seis metros quadrados e quarenta e nove centímetros quadrados), conforme especificações constantes no Projeto Básico (70039714), Caderno de Especificações (70039902), Caderno de Encargos Gerais (70040004), Planilhas Orçamentárias/Estimativas (70040518), Cronograma Físico-Financeiro (70040899), Benefícios e Despesas Indiretas   BDI (70041134), Tabelas de Composição de Preços (70040646), Planilha Memória de Cálculo (70040778), devidamente especificados no edital e demais anexos que o acompanham, os quais são partes integrantes do instrumento convocatório; VALOR ESTIMADO de R$ R$ 872.480,66 (oitocentos e setenta e dois mil quatrocentos e oitenta reais e sessenta e seis centavos), custeada com recursos provenientes das seguintes dotações orçamentária: Dotação 1: a) Unidade Orçamentária: 09116   Administração Regional de São Sebastião RA-XIV; b) Fonte de Recursos: 100; c) Programa de Trabalho: 15.451.6209.1110.0345; d) Projeto/Atividade/Denominação: Execução de Obras de Urbanização e Infraestrutura em São Sebastião; e) Elemento de Despesa: 4.4.90.51   Obras e Instalações. Dotação 2: a. Unidade Orçamentária: 09116   Administração Regional de São Sebastião RA-XIV; b. Fonte de Recursos: 100; c. Programa de Trabalho: 15.451.6209.1110.9920; d. Projeto/Atividade/Denominação: Execução de Obras de Urbanização em São Sebastião; e. Elemento de Despesa: 4.4.90.51   Obras e Instalações. Dotação 3: A. Unidade Orçamentária: 09.116   Administração Regional de São Sebastião   RA-XIV; B. Fonte de Recursos: 100; C. Programa de Trabalho: 27.812.6206.4092.0003; D. Projeto/Atividade/Denominação: (***) Manutenção de Praças Públicas e Parques - São Sebastião; E. Elemento de Despesa: 4.4.90.51   Obras e Instalações. Processo 00144-00001311/2019-14; REGIME de empreitada por preço global, na forma de execução indireta; prazo de execução: 90 (noventa) dias corridos, contados a partir do 5º (quinto) dia corrido após o recebimento da Ordem de Serviço; vigência do contrato de 300 (trezentos) dias corridos, a contar da sua assinatura; DATA E HORÁRIO DA LICITAÇÃO: 08 DE OUTUBRO DE 2021, ÀS 9H30MIN (nove horas e trinta minutos). A RA-XIV realizará o certame na sede da RA-XIV; endereço: quadra 101 Área Especial S/N, Setor Residencial Oeste - CEP: 71.692-090, São Sebastião, Brasília/DF. O Edital e seus anexos atualizados, bem como suas alterações, estarão disponíveis no sítio eletrônico www.saosebastiao.df.gov.br, clicando no menu:  serviços ;  licitações ;  em andamento ;  Tomada de Preços nº 03/2021   RA-XIV ; ou poderão ser adquiridos no endereço físico supramencionado, neste caso, os interessados deverão trazer  pen drive  para transferência das informações ou ainda por meio de pagamento das cópias deste edital recolhidas ao Banco de Brasília S.A   BRB, por meio do Documento de Arrecadação   DAR, (Taxa de Expediente), Código 357.3, CNPJ da Administração Regional de São Sebastião: 03602202000100, Processo: 00144-00001311/2019-14, calculado de acordo com a seguinte equação = número de cópias x R$ 0,20 (vinte centavos), para custear a reprodução gráfica do edital, conforme dispõe a Portaria nº 116, de 11 de junho de 2008, combinada com o artigo 32, § 5º, da Lei nº 8666/93. Os contatos da CPL para informações, dúvidas e esclarecimentos são: telefone: (61) 98199-0787; e-mail: cpl@saosebastiao.df.gov.br.

KADIJA DE ALMEIDA GUIMARÃES

Administradora Regional, Substituta"
