,processo,tipo,objeto,CNPJ,valor,valor_total,modo_disputa,texto
65,00070-00000277/2019-08,nan," e
HOMOLOGA o resultado relativamente aos itens do Grupo/Lote I, referente a parcela de ampla
concorrencia do Pregao Eletronico (SRP) no 06/2019, Processo: 00070-00000277/2019-08, que tem por
objeto a contratacao, por meio de Sistema Registro Precos de empresa especializada na prestacao de
servicos continuados de terceirizacao de mao-de-obra de apoio as atividades operacionais e administrativas,
de carater subsidiario (operador de maquinas agricolas e de terraplanagem, motorista -CNH CATEGORIA
""D"", carregador/estiva, tratador de animais, vaqueiro, tratador de animais para piscicultura, auxiliar de
jardinagem), para atender a Secretaria de Estado da Agricultura, Abastecimento e Desenvolvimento Rural
do Distrito Federal, conforme descricao, caracteristicas , prazos, condicoes e demais obrigacoes e
informacoes constantes dos anexos do Edital, no qual sagrou-se vencedora para o Grupo I a Empresa R7
Facilities - Servicos de Engenharia - Eireli, CNPJ: 11",nan,nan,"5.691.356,38",nan,"
PREGAO ELETRONICO (SRP) No 06/2019 (UASG: 926523)
O Subsecretario de Administracao Geral da Secretaria de Estado da Agricultura, Abastecimento e
Desenvolvimento Rural do DF- SEAGRI-DF comunica aos interessados que ADJUDICA o objeto e
HOMOLOGA o resultado relativamente aos itens do Grupo/Lote I, referente a parcela de ampla
concorrencia do Pregao Eletronico (SRP) no 06/2019, Processo: 00070-00000277/2019-08, que tem por
objeto a contratacao, por meio de Sistema Registro Precos de empresa especializada na prestacao de
servicos continuados de terceirizacao de mao-de-obra de apoio as atividades operacionais e administrativas,
de carater subsidiario (operador de maquinas agricolas e de terraplanagem, motorista -CNH CATEGORIA
""D"", carregador/estiva, tratador de animais, vaqueiro, tratador de animais para piscicultura, auxiliar de
jardinagem), para atender a Secretaria de Estado da Agricultura, Abastecimento e Desenvolvimento Rural
do Distrito Federal, conforme descricao, caracteristicas , prazos, condicoes e demais obrigacoes e
informacoes constantes dos anexos do Edital, no qual sagrou-se vencedora para o Grupo I a Empresa R7
Facilities - Servicos de Engenharia - Eireli, CNPJ: 11.162.311/0001- 73, com o melhor valor global
negociado de R$ 5.691.356,38 (cinco milhoes, seiscentos e noventa e um mil trezentos e cinquenta e seis
reais e trinta e oito centavos). A ata e os termos de homologacao e adjudicacao do pregao poderao ser
visualizados nos sites www.comprasgovernamentais.gov.br e www.agricultura.df.gov.br, menu 'Editais'"
66,00050-00152780/2017-42, Menor Preco," Contratacao de empresa especializada
para ministrar curso de corte e costura nas dependencias da Penitenciaria do Distrito Federal-PDF I,
com duracao de no minimo 160h, sendo 02 (duas) turmas de 20 (vinte) alunos, com entrega de
certificados apos a sua conclusao, visando atender demanda do Convenio no 774",33.605.436/0001-63,"48.250,00","48.250,00",nan,"
PREGAO ELETRONICO No 24/2018-SSPDF
Processo: 00050-00152780/2017-42. Tipo: Menor Preco. Objeto: Contratacao de empresa especializada
para ministrar curso de corte e costura nas dependencias da Penitenciaria do Distrito Federal-PDF I,
com duracao de no minimo 160h, sendo 02 (duas) turmas de 20 (vinte) alunos, com entrega de
certificados apos a sua conclusao, visando atender demanda do Convenio no 774.198/2012 -
DEPEN/MJ; conforme especificacoes e condicoes estabelecidas no Termo de Referencia constante do
Anexo I do Edital. A SSPDF informa, com fulcro no inciso IX do artigo 11, do Decreto no
5.450/2005, a ADJUDICACAO do objeto do certame a empresa ABC Trainning Qualificacao
Profissional Ltda, CNPJ: 33.605.436/0001-63, no valor total de R$ 48.250,00. Informa ainda a
HOMOLOGACAO do certame com fulcro no inciso VI do Artigo 8o, do Decreto no 5.450/2005"
67,00050-00035881/2019-11, MENOR PRECO," Contratacao de empresa
especializada para substituicao das telhas e recuperacao da impermeabilizacao dos elementos da cobertura
e das fachadas cegas (laterais) do Edificio Sede da Secretaria de Seguranca Publica do Distrito Federal",09.248.466/0001-85,"173.799,00","173.799,00",nan,"
PREGAO ELETRONICO No 25/2019-SSPDF
Processo: 00050-00035881/2019-11. Tipo: MENOR PRECO. Objeto: Contratacao de empresa
especializada para substituicao das telhas e recuperacao da impermeabilizacao dos elementos da cobertura
e das fachadas cegas (laterais) do Edificio Sede da Secretaria de Seguranca Publica do Distrito Federal. A
SSPDF informa, com fulcro no inciso IX do artigo 11, do Decreto no 5.450/2005, a ADJUDICACAO do
Item 01 a empresa Bernardo de Sa Construtora Incorporadora Ltda, CNPJ n 09.248.466/0001-85, no valor
total de R$ 173.799,00. A SSPDF Informa ainda a HOMOLOGACAO do certame com fulcro no inciso
VI, do Artigo 8o, do Decreto no 5.450/2005"
68,00050-00153018/2017-83, Menor Preco," Registro de Precos para futura aquisicao
de maquinas lavadoras e extratoras de roupas com barreira, maquinas secadoras de roupa industriais,
balancas eletronicas com plataforma, carros para transporte de roupas e mesas metalicas, visando atender
demanda das unidades prisionais do Distrito Federal",27.763.395/0001-30,"364,05","364,05",nan,"
PREGAO ELETRONICO No 29/2019
Processo: 00050-00153018/2017-83. Tipo: Menor Preco. Objeto: Registro de Precos para futura aquisicao
de maquinas lavadoras e extratoras de roupas com barreira, maquinas secadoras de roupa industriais,
balancas eletronicas com plataforma, carros para transporte de roupas e mesas metalicas, visando atender
demanda das unidades prisionais do Distrito Federal. Repeticao do item fracassado no PE no 14/2019
SSPDF. A SSPDF informa, com fulcro no inciso VI, do artigo 8o, e inciso IX do Artigo 11 do Decreto no
5.450/2005, a ADJUDICACAO do objeto do certame a G C C Comercial e Servicos p/ Escritorios
EIRELI, CNPJ 27.763.395/0001-30, no valor unitario de R$ 364,05; o valor total licitado foi de R$
30.580,20; e a HOMOLOGACAO do certame"
69,00050-00000905/2019-11," Menor Preco; Objeto: Registro de Precos para futura aquisicao
de insumos relacionados a ferramentas, aviamentos e tecidos que serao utilizados nas Oficinas de Corte e
Costura a serem implementadas no Sistema Penitenciario do Distrito Federal e tambem para atender
demanda provenientes do Convenio no"," Registro de Precos para futura aquisicao
de insumos relacionados a ferramentas, aviamentos e tecidos que serao utilizados nas Oficinas de Corte e
Costura a serem implementadas no Sistema Penitenciario do Distrito Federal e tambem para atender
demanda provenientes do Convenio no",00.556.225/0001-29,"12.472,65","12.472,65",nan,"
PREGAO ELETRONICO No 20/2019
Processo: 00050-00000905/2019-11; Tipo: Menor Preco; Objeto: Registro de Precos para futura aquisicao
de insumos relacionados a ferramentas, aviamentos e tecidos que serao utilizados nas Oficinas de Corte e
Costura a serem implementadas no Sistema Penitenciario do Distrito Federal e tambem para atender
demanda provenientes do Convenio no. 774.198/2012/DEPEN/MJ, firmado entre o Departamento
Penitenciario Nacional - DEPEN e a Secretaria de Estado de Seguranca Publica do Distrito Federal. A
SSPDF informa, com fulcro no inciso VI do artigo 8o, e inciso IX do Artigo 11 do Decreto no 5.450/2005,
a ADJUDICACAO do grupo 1, dos itens 25 e 29 a empresa RL COMERCIO DE UTILIDADES DO LAR
EIRELI, CNPJ 00.717.603/0001-09, no valor global de R$ 12.472,65 e no valor unitario de R$ 28,99 e R$
11,21; dos itens 21, 22, 34 e 35 a empresa SC DA CUNHA LEMES & CIA LTDA, CNPJ
01.826.299/0001-09, no valor unitario de R$ 8,95, R$ 15,62, R$ 56,44 e R$ 76,52; dos itens 31 e 36 a
empresa PONTO DO ARTESAO COMERCIO E DISTRIBUICAO LTDA, CNPJ 01.299.218/0001-51, no
valor unitario R$ 18,93 e R$ 129,93; dos itens 23 e 32 a empresa HABIB DECORACOES DE ITAJUBA
LTDA, CNPJ 03.851.189/0001-14, no valor unitario de R$ 50,99 e R$ 31,29; dos itens 24, 27, 28 e 38 a
empresa ALMIX COMERCIO DE SUPRIMENTOS EIRELI, CNPJ 11.594.621/0001-67, no valor unitario
de R$ 29,49, R$ 8,45, R$ 14,49 e R$ 29,99; dos itens 26 e 30 a empresa SANDU COMERCIO E
DISTRIBUICAO DE PRODUTOS EIRELI, CNPJ 19.806.688/0001-20, no valor unitario de R$ 11,31 e R$
257,04; do item 33 a empresa N. B. DISTRIBUIDORA E IMPORTADORA DE PRODUTOS E
EQUIPAMENTOS EIRELI, CNPJ 20.425.201/0001-48, no valor unitario de R$ 160,53; e do item 37 a
empresa PROROUPAS CONFECCOES LTDA, CNPJ 00.556.225/0001-29, no valor unitario de R$ 26,99;
o valor total licitado foi de R$ 360.135,53; e a HOMOLOGACAO do certame. A SSPDF informa ainda
que o grupo 2 do certame foi fracassado"
70,00193-00000058/2019-15,nan," Aquisicao de veiculos de tracao mecanica, conforme
especificacao constante no item 2 do termo de referencia Anexo I do Edital",67.405.936/0001-73,"519.875,00","519.875,00",nan,"
PREGAO ELETRONICO No 07/2019
Processo: 00072-00001149/2019-17. Objeto: Aquisicao de veiculos de tracao mecanica, conforme
especificacao constante no item 2 do termo de referencia Anexo I do Edital. A EMATER-DF informa a
ADJUDICACAO e HOMOLOGACAO final do certame, fulcro no Decreto no 5.450/2005, de 31/05/2005,
bem como no  2o do artigo 8o do Decreto no 8.538, de 06/10/2015. Itens I e II - FCA FIAT CHRYSLER
AUTOMOVEIS BRASIL LTDA, CNPJ 16.701.716/0001-56, no valor total de R$ 519.875,00 (quinhentos
e dezenove mil e oitocentos e setenta e cinco reais). Item 3 - PEUGEOT-CITROEN DO BRASIL
AUTOMOVEIS LTDA, CNPJ: 67.405.936/0001-73, no valor total de R$ 174.000,00
JOAO DE DEUS ABREU
Pregoeiro
SECRETARIA DE ESTADO DE CIENCIA,
TECNOLOGIA E INOVACAO
FUNDACAO DE APOIO A PESQUISA DO DISTRITO FEDERAL
EXTRATOS DOS TERMOS DE OUTORGA E
ACEITACAO DE APOIO FINANCEIRO
EDITAL 03/2018 - SELECAO PUBLICA DE PROPOSTAS DE PESQUISA CIENTIFICA,
TECNOLOGICA E INOVACAO DEMANDA ESPONTANEA
Processo: 00193-00000058/2019-15 Especie: Termo de Outorga e Aceitacao no 304/2019; Partes: Fundacao
de Apoio a Pesquisa do Distrito Federal - FAPDF como OUTORGANTE, Claudia Marcia Lyra Pato como
OUTORGADO e ainda como Instituicao Executora do Projeto a Universidade de Brasilia - UnB"
71,00072-00001421/2019-69,nan," Contratacao, sob demanda, de empresa especializada em
esgotamento sanitario individual, para fornecimento e instalacao de sistemas individuais Reatores
Anaerobios biologicos, autonomos, para tratamento de efluentes domesticos, fabricado em fibra de vidro,
dentro das normas NBR 7",nan,nan,nan,nan,"
PREGAO ELETRONICO No 11/2019
Processo: 00072-00001421/2019-69. Objeto: Contratacao, sob demanda, de empresa especializada em
esgotamento sanitario individual, para fornecimento e instalacao de sistemas individuais Reatores
Anaerobios biologicos, autonomos, para tratamento de efluentes domesticos, fabricado em fibra de vidro,
dentro das normas NBR 7.229/93 e NBR 13.969/97, sem utilizacao de energia eletrica ou qualquer produto
quimico adicional, por meio da acao das bacterias anaerobias presentes no esgoto, com disposicao de
efluentes no solo atraves de valas de infiltracao minimizando o impacto ambiental em aguas subterraneas"
72,00050-00053248/2019-31, Menor Preco," Contratacao de empresa para
fornecimento de generos alimenticios para a Residencia Oficial de Aguas Claras-ROAC",00.543.061/0001-03,"124.805,47","124.805,47",nan,"
PREGAO ELETRONICO No 42/2019
PROCESSO: 00050-00053248/2019-31. TIPO: Menor Preco. OBJETO: Contratacao de empresa para
fornecimento de generos alimenticios para a Residencia Oficial de Aguas Claras-ROAC. A SSPDF
informa, com fulcro no inciso IX do artigo 17, e inciso VI do Artigo 13 do Decreto no 10.024/2019,
a ADJUDICACAO dos grupos 1, 4, 5, 6, 7, 9 e 10 a empresa UEDAMA COMERCIO DE
PRODUTOS ALIMENTICIOS LTDA, CNPJ 00.543.061/0001-03, no valor total de R$ 124.805,47; e,
dos grupos 2, 3, 8 e 11 a empresa ARCANJOS COMERCIAL DE ALIMENTOS EIRELI, CNPJ
9.600.228/0001-40, no valor total de R$ 107.856,69; e a HOMOLOGACAO do certame"
73,00050-00018691/2018-59, Menor Preco," Registro de precos para futura
aquisicao de equipamentos (escada telescopica, esclerometro, detector de metais, fissurometro, chave teste,
termometro, alicate wattimetro, alicate terrometro, anemometro, luximetro, decibelimetro, escalimetro,
nivelador a laser, lona de PVC, bota de PVC, colete de sinalizacao, gerador portatil, fita de isolamento de
area, mascara facial inteira, par de luva de vaqueta, cone para sinalizacao, lanterna ante explosao, detector
de gases, estacao de calibracao detector de gases, oculos de protecao), para atender demanda da
Coordenacao de Engenharia e Arquitetura/COENG e da Subsecretaria do Sistema de Defesa Civil da
Secretaria de Estado de Seguranca Publica do Distrito Federal",31.411.095/0001-60,"518,00","518,00",nan," - SRP
PREGAO ELETRONICO No 09/2019-SSPDF
Processo: 00050-00018691/2018-59. TIPO: Menor Preco. OBJETO: Registro de precos para futura
aquisicao de equipamentos (escada telescopica, esclerometro, detector de metais, fissurometro, chave teste,
termometro, alicate wattimetro, alicate terrometro, anemometro, luximetro, decibelimetro, escalimetro,
nivelador a laser, lona de PVC, bota de PVC, colete de sinalizacao, gerador portatil, fita de isolamento de
area, mascara facial inteira, par de luva de vaqueta, cone para sinalizacao, lanterna ante explosao, detector
de gases, estacao de calibracao detector de gases, oculos de protecao), para atender demanda da
Coordenacao de Engenharia e Arquitetura/COENG e da Subsecretaria do Sistema de Defesa Civil da
Secretaria de Estado de Seguranca Publica do Distrito Federal. A SSPDF informa, com fulcro no inciso IX
do artigo 17, e inciso VI do Artigo 13 do Decreto no 10.024/2019, a ADJUDICACAO do item 12 a
Sebastiao Pereira Rodrigues, CNPJ 08.611.008/000-04, no valor total de R$ 518,00; do item 06 a Casa da
Instrumentacao LTDA. CNPF 09.255.284/0001-31, no valor total de R$ 1.169,14; dos itens 8 e 10 a
N.H.Neto Comercio de Instrumentos de Medicao EPP, no valor total de R$ 10.706,00; do item 14 a Almix
Comercio de Suprimentos EIRELI, CNPJ 11.594.621/0001-67, no valor de R$ 45.491,25; dos itens 15, 21
e 25 a Mastersul Equipamentos de Seguranca LTDA., CNPJ 18.274.923/0001-05, no valor total de R$
4.386,90; no valor total de R$ 124.805,47; do item 18 a PROBIOMAS Produtos e Servicos Ambientais
EIRELI , no valor total de R$ 13.281,50; do item 17 a Lilian Michelle Rieck Tavares, CNPJ
28.038.169/0001-50, no valor de R$ 13.099,64; dos itens 11 e 23 a FORMIS Instrumentos de Medicao
LTDA., CNPJ 30.197.931/0001-92 no valor total de R$ 6.858,80; do item 9 a Luiza Eduarda Sousa
Pereira, CNPJ 30.856.536/0001-74, no valor total de R$ 1.846,72; e do item 16 a ATY Comercial de
Equipamentos de Protecao Individual Ltda., CNPJ 31.411.095/0001-60, no valor total de R$ 1.150,00 e a
HOMOLOGACAO do certame. Os itens 1, 2, 3, 4, 7, 13, 20 e 24 fracassaram e os itens 5, 19 e 22 foram
desertos"
74,00072-00001708/2019-99,nan," Pregao Eletronico - Pregao Eletronico - Contratacao de
empresa especializada para a prestacao de servicos de transporte, distribuicao, plantio de mudas de
especies nativas do Bioma Cerrado com manutencao e monitoramento das mesmas e a contratacao de
servicos de semeadura direta em 25 ha (vinte e cinco hectares) de especies vegetais nativas do Bioma
Cerrado com manutencao e monitoramento das mesmas por 03 (tres) anos na Bacia Hidrografica do
No 217, quarta-feira, 13 de novembro de 2019
PAGINA 53
Diario Oficial do Distrito Federal
Este documento pode ser verificado no endereco eletronico h t t p : / / w w w",nan,nan,nan,nan,"
PREGAO ELETRONICO No 012/2019
Processo :00072-00001708/2019-99. Objeto: Pregao Eletronico - Pregao Eletronico - Contratacao de
empresa especializada para a prestacao de servicos de transporte, distribuicao, plantio de mudas de
especies nativas do Bioma Cerrado com manutencao e monitoramento das mesmas e a contratacao de
servicos de semeadura direta em 25 ha (vinte e cinco hectares) de especies vegetais nativas do Bioma
Cerrado com manutencao e monitoramento das mesmas por 03 (tres) anos na Bacia Hidrografica do
No 217, quarta-feira, 13 de novembro de 2019
PAGINA 53
Diario Oficial do Distrito Federal
Este documento pode ser verificado no endereco eletronico h t t p : / / w w w. i n . g o v. b r / a u t e n t i c i d a d e . h t m l
pelo codigo 50012019111300053
Documento assinado digitalmente conforme MP no 2.200-2 de 24/08/2001, que institui a
Infraestrutura de Chaves Publicas Brasileira - ICP-Brasil"
75,00050-00020715/2019-11, Menor Preco," Registro de Precos para futura aquisicao
de switches 24 postas gerenciavel, Cameras IP fixas, full HD 2MP LPR, Cameras IP fixas, full HD 2MP
e Cameras IP moveis PTZ de alta definicao, para atender a ampliacao do Projeto de Videomonitoramento
Urbano (CFTV) no Distrito Federal, firmado por meio dos Convenios no 882008/2018 e 880807/2018,
celebrados entre a Uniao por intermedio do Ministerio da Justica e o Distrito Federal por meio da
Secretaria de Estado de Seguranca Publica do Distrito Federal",09.053.350/0001-90,"2.800,00","2.800,00",nan," - SRP
PREGAO ELETRONICO No 36/2019-SSPDF
Processo: 00050-00020715/2019-11. Tipo: Menor Preco. Objeto: Registro de Precos para futura aquisicao
de switches 24 postas gerenciavel, Cameras IP fixas, full HD 2MP LPR, Cameras IP fixas, full HD 2MP
e Cameras IP moveis PTZ de alta definicao, para atender a ampliacao do Projeto de Videomonitoramento
Urbano (CFTV) no Distrito Federal, firmado por meio dos Convenios no 882008/2018 e 880807/2018,
celebrados entre a Uniao por intermedio do Ministerio da Justica e o Distrito Federal por meio da
Secretaria de Estado de Seguranca Publica do Distrito Federal. A SSPDF informa, com fulcro no inciso IX
do artigo 17, e inciso VI do Artigo 13 do Decreto no 10.024/2019, a ADJUDICACAO do item 1 a Control
Teleinformatica Ltda, CNPJ 05.455.684/0001-30, no valor unitario de R$ 2.800,00; do item 7 a MBA
Teleinformatica Ltda, CNPJ 05.769.362/0001-65, no valor unitario de R$ 2.800,00; do item 4 a NIVA
Tecnologia da Informacao Ltda., CNPJ 09.053.350/0001-90, no valor unitario de R$ 6.905,00; e a
HOMOLOGACAO do certame. Os itens 2, 3, 5 e 6 estao com recurso administrativo"
76,00050-00020715/2019-11, Menor Preco," Registro de Precos para futura
aquisicao de switches 24 postas gerenciavel, Cameras IP fixas, full HD 2MP LPR, Cameras IP fixas,
full HD 2MP e Cameras IP moveis PTZ de alta definicao, para atender a ampliacao do Projeto de Vide
monitoramento Urbano (CFTV) no Distrito Federal, firmado por meio dos Convenios no 882008/2018
e 880807/2018, celebrados entre a Uniao por intermedio do Ministerio da Justica e o Distrito Federal
por meio da Secretaria de Estado de Seguranca Publica do Distrito Federal",09.053.350/0001-90,"2.800,00","2.800,00",nan," - SRP (*)
PREGAO ELETRONICO No 36/2019-SSPDF
Processo: 00050-00020715/2019-11. Tipo: Menor Preco. Objeto: Registro de Precos para futura
aquisicao de switches 24 postas gerenciavel, Cameras IP fixas, full HD 2MP LPR, Cameras IP fixas,
full HD 2MP e Cameras IP moveis PTZ de alta definicao, para atender a ampliacao do Projeto de Vide
monitoramento Urbano (CFTV) no Distrito Federal, firmado por meio dos Convenios no 882008/2018
e 880807/2018, celebrados entre a Uniao por intermedio do Ministerio da Justica e o Distrito Federal
por meio da Secretaria de Estado de Seguranca Publica do Distrito Federal. A SSPDF informa, com
fulcro no inciso IX do artigo 17, e inciso VI do Artigo 13 do Decreto no 10.024/2019, a
ADJUDICACAO do item 1 a Control Teleinformatica Ltda, CNPJ 05.455.684/0001-30, no valor unitario
de R$ 2.800,00; do item 5 a MBA Teleinformatica Ltda, CNPJ 05.769.362/0001-65, no valor unitario
de R$ 2.800,00; do item 4 a NIVA Tecnologia da Informacao Ltda., CNPJ 09.053.350/0001-90, no valor
unitario de R$ 6.905,00; e a HOMOLOGACAO do certame. Os itens 2, 3, 6 e 7 estao com recurso
administrativo"
77,00054-00077414/2018-75, Menor Preco," Registro de precos de material de
consumo farmacologico",16.632.133/0001-10,nan,"12.564,42",nan,"
PREGAO ELETRONICO No 15/2019
Processo: 00054-00077414/2018-75. Tipo: Menor Preco. Objeto: Registro de precos de material de
consumo farmacologico. Nos termos do art. 17, IX, e art. 13, VI, do Decreto Federal no 10.024/2018,
o DSAP informa a adjudicacao e a homologacao do(s) objeto(s) do pregao eletronico a empresa
CAPROMED FARMACEUTICA LTDA , CNPJ: 13.085.369/0001-96 , pelo valor total do fornecedor
de R$ 12.564,42 (doze mil quinhentos e sessenta e quatro reais e quarenta e dois centavos) para o(s)
itens: 05, 10, 11; empresa CIENTIFICA MEDICA HOSPITALAR LTDA, CNPJ: 07.847.837/0001-10,
pelo valor total do fornecedor de R$ 6.996,92 (seis mil novecentos e noventa e seis reais e noventa
e dois centavos) para os itens: 07, 17; empresa CONQUISTA DIST. MED. E PROD. HOSP. LTDA,
CNPJ: 12.418.191/0001-95, pelo valor total do fornecedor de R$ 74.020,20 (setenta e quatro mil vinte
reais e vinte centavos) para o item 15; empresa DROGUISTA CEARENSE EIRELI , CNPJ:
16.632.133/0001-10, pelo valor total de fornecedor de R$ 7.807,80 (sete mil oitocentos e sete reais
e oitenta centavos) para o item 09, resultando em valor global da ata de R$ 101.389,34 (cento e um
mil trezentos e oitenta e nove reais e trinta e quatro centavos). Os Termos de Adjudicacao e de
Homologacao estao disponiveis no sitio www.comprasgovernamentais.gov.br, UASG 926670"
78,00050-00043114/2019-86, Menor Preco,nan,nan,nan,nan,nan," - SRP
PREGAO ELETRONICO No 37/2019
Processo: 00050-00043114/2019-86. TIPO: Menor Preco. OBJETO: Registro de Precos para futura
aquisicao de materiais para manutencao e conservacao de bens imoveis (materiais de construcao), visando
atender demanda para adequacao dos ambientes que receberao 12 (doze) scanners corporais, reformas
estruturais no CIR e CDP, reforma das guaritas do complexo penitenciario da Papuda e outras demandas
do sistema prisional e demais edificios da Secretaria de Estado de Seguranca Publica do Distrito Federal"
79,00050-00028014/2019-20, Menor Preco," Registro de precos para futura aquisicao de
materiais de higiene pessoal, limpeza e conservacao, cama, copa, leite materno infantil, material escolar e
material de atividade esportiva para atender demanda dos internos do Sistema Penitenciario da Secretaria de
Estado de Seguranca Publica do Distrito Federal",nan,nan,nan,nan,"
PREGAO ELETRONICO No 27/2019
Processo: 00050-00028014/2019-20. Tipo: Menor Preco. OBJETO: Registro de precos para futura aquisicao de
materiais de higiene pessoal, limpeza e conservacao, cama, copa, leite materno infantil, material escolar e
material de atividade esportiva para atender demanda dos internos do Sistema Penitenciario da Secretaria de
Estado de Seguranca Publica do Distrito Federal. A SSPDF informa, com fulcro no inciso VI do artigo 8o, e
inciso IX do Artigo 11 do Decreto no 5.450/2005, a ADJUDICACAO dos itens 01, 02, 03 e 04 a empresa R"
80,nan,nan," Contratacao de Empresa para Execucao das Obras de
Complementacao da Infraestrutura de Drenagem e Pavimentacao Asfaltica na ADE AMA DO GAMA-
Programa PROCIDADES - DF LPN no 02/2019",20.103.987/0001-87,"3.860.737,74","3.860.737,74",nan,"
LICITACAO PUBLICA NACIONAL LPN 02/2019
PROCIDADES - PROGRAMA DE DESENVOLVIMENTO ECONOMICO
DO DISTRITO FEDERAL - ADES
Processo: 0370.000475/2016. Objeto: Contratacao de Empresa para Execucao das Obras de
Complementacao da Infraestrutura de Drenagem e Pavimentacao Asfaltica na ADE AMA DO GAMA-
Programa PROCIDADES - DF LPN no 02/2019. A SDE informa a ADJUDICACAO, com o fulcro no
inciso VI do Artigo 43 da LEI 8.666/93, da empresa SIGMA INCORPORACOES E CONSTRUCOES
LTDA, CNPJ 20.103.987/0001-87, no valor total de R$ 3.860.737,74 e a HOMOLOGACAO do certame,
de acordo com a citada lei"
81,00072-00000904/2019-46,nan,"  Contratacao de  empresa  especializada  para
conservacao/manutencao do Escritorio Local de PLANALTINA da EMATER-DF, composto por servicos
essenciais para a manutencao do mesmo",00.404.317/0001-93,"120.080,00","120.080,00",nan,"
PREGAO ELETRONICO N 08/2019
Processo:  00072-00000904/2019-46.  Objeto:  Contratacao de  empresa  especializada  para
conservacao/manutencao do Escritorio Local de PLANALTINA da EMATER-DF, composto por servicos
essenciais para a manutencao do mesmo. O escritorio de PLANALTINA esta localizado no Setor SHD -
s/n Pja NS - Planaltina-DF, CEP 73310-200 e o servico tera uma area aproximada de 156 m2. A
EMATER-DF informa a ADJUDICACAO e HOMOLOGACAO final do certame, com fulcro no Decreto
no 5.450/2005, de 31/05/2005, Item 1 - BSBSYSTEM ENGENHARIA LTDA, CNPJ 00.404.317/0001-93,
no valor total de R$ 120.080,00 (cento e vinte mil e oitenta reais). Assina: Denise Andrade da Fonseca -
Presidente"
82,00054-00056589/2018-49, Menor Preco," Contratacao de servicos tecnicos de
auditoria, avaliacoes clinicas e/ou documentais, pericias e assessoria em saude a PMDF, entre outros
servicos correlatos",01.239.608/0001-36,nan,"3.171.802,02",nan,"
PREGAO ELETRONICO No 6/2019
Processo:00054-00056589/2018-49. Tipo: Menor Preco. Objeto: Contratacao de servicos tecnicos de
auditoria, avaliacoes clinicas e/ou documentais, pericias e assessoria em saude a PMDF, entre outros
servicos correlatos. Nos termos do art. 11, IX, e art. 8o, VI, do Decreto Federal no 5.450/2005, o DSAP
informa a adjudicacao e a homologacao do objeto do pregao eletronico em favor da empresa INFOWAY
TECNOLOGIA E GESTAO EM SAUDE LTDA, de CNPJ: 01.239.608/0001-36, vencedora do item 1 pelo
valor global de R$ 3.171.802,02 (tres milhoes, cento e setenta e um mil oitocentos e dois reais e dois
centavos). Os  Termos de Adjudicacao  e de  Homologacao estao disponiveis  no sitio
www.comprasgovernamentais.gov.br, na UASG 926670"
83,00053-00061122/2017-68, Menor preco," Contratacao de empresa de
especializada para realizacao da obra de reforma da infraestrutura eletrica do 2o Grupamento Bombeiro
Militar - 2o GBM/CBMDF, situado na Area Especial no 02, Setor Norte de Taguatinga, Brasilia-DF",21.020.956/0001-25,nan,"175.000,00",nan,"
RDC No 04/2019
Processo: 00053-00061122/2017-68/CBMDF. TIPO: Menor preco. OBJETO: Contratacao de empresa de
especializada para realizacao da obra de reforma da infraestrutura eletrica do 2o Grupamento Bombeiro
Militar - 2o GBM/CBMDF, situado na Area Especial no 02, Setor Norte de Taguatinga, Brasilia-DF. O
DICOA informa a ADJUDICACAO do objeto da licitacao a empresa SVP ENGENHARIA E
CONSULTORIA EIRELI, CNPJ: 21.020.956/0001-25, com o valor total de R$ 175.000,00; e a
HOMOLOGACAO do certame com fulcro no art. 28, IV, da Lei no 12.462/2011. Inf.: (61) 3901-3481"
84,nan,nan," Contratacao de empresa para execucao das obras das
pracas da ADE Setor de Materiais de Construcao da Ceilandia e Setor de Industrias da Ceilandia -
Programa PROCIDADES - DF, LPN no 01/2019",20.103.987/0001-87,"3.558.291,48","3.558.291,48",nan,"
LICITACAO PUBLICA NACIONAL LPN 01/2019
PROCIDADES - PROGRAMA DE DESENVOLVIMENTO
ECONOMICO DO DISTRITO FEDERAL - ADES
Processo: 0370.00004359/2018-01. Objeto: Contratacao de empresa para execucao das obras das
pracas da ADE Setor de Materiais de Construcao da Ceilandia e Setor de Industrias da Ceilandia -
Programa PROCIDADES - DF, LPN no 01/2019. A SDE informa a ADJUDICACAO, com o fulcro
no inciso VI do Artigo 43 da LEI 8.666/93, da empresa SIGMA INCORPORACOES E
CONSTRUCOES LTDA, CNPJ 20.103.987/0001-87, no valor total de R$ 3.558.291,48 (tres milhoes,
quinhentos e cinquenta e oito mil duzentos e noventa e um reais e quarenta e oito centavos) e a
HOMOLOGACAO do certame, de acordo com a referida Lei de Licitacoes"
