,numero_contrato,processo_gdf,data_escrito,text,labels
1062,04/2017,00110-00003367/2020-53,05 de agosto de 2021,"EXTRATO DO DÉCIMO PRIMEIRO TERMO ADITIVO DE PRORROGAÇÃO DOS PRAZOS AO CONTRATO Nº 04/2017 , NOS TERMOS DO PADRÃO Nº 14/2002 Processo : 112.004.750/2016 ( Licitação , Contrato e 1º Aditivo ) ; Processo : 00110.00000072/ 2018-19 ( 2º Aditivo ) ; Processo : 00110.00004627/ 2017-11 ( 3º Aditivo ) ; Processo : 00110-00000266/ 2019-97 ( 4º Aditivo ) ; Processo : 00110-00003584/ 2019-18 ( 5º , 6º e 7º Aditivo ) ; Processo : 00110-00000354/ 2020-22 ( 8º Aditivo ) ; Processo : 00110-00002631/ 2020-31 ( 9º Aditivo ) e Processo : 00110-00003367/ 2020-53 ( 10º e 11º Aditivo ) - PARTES : SECRETARIA DE ESTADO DE OBRAS E INFRAESTRUTURA DO DISTRITO FEDERAL X HYTEC CONSTRUÇÕES , TERRAPLENAGEM E INCORPORAÇÃO LTDA , CNPJ nº 02.141.279/ 0001-59 , com sede na SIA Trecho 17 , Rua Via IA 04 , Lote 1580 , Prédio A - Guará , Brasília /DF , CEP 71. 200-010 . DO OBJETO : Sob o amparo do inciso V , § 1º , artigo 57 , artigo 65 , da Lei nº. 8.666 , de 21 de junho de 1993 , bem como dos documentos e justificativas , parte integrante dos autos , o presente aditamento prorroga os prazos de vigência e execução do Contrato nº 04/ 2017-SINESP , celebrado em 28/03/2017 e publicado no Diário Oficial do Distrito Federal de 29 de março de 2017 , e que tem por objeto a execução de serviços de pavimentação e drenagem / urbanização no Setor Habitacional Bernardo Sayão , no Distrito Federal - DF LOTE 03 , consoante especifica o Edital de Concorrência n ° 23/2014 ASCAL / PRES / NOVACAP . DA PRORROGAÇÃO : A partir da assinatura deste Termo Aditivo , o contrato principal com vigência até 15/10/2021 , fica prorrogado por mais 68 ( sessenta e oito ) dias corridos , vencendo-se , portanto , em 22/12/2021 . O prazo para execução fica prorrogado por mais 68 ( sessenta e oito ) dias corridos , vencendo-se , portanto , em 23/10/2021 . O presente Termo Aditivo não acarretará ônus ao Distrito Federal . A presente prorrogação não interfere no direito ao reajuste da contratada e tampouco estabelece novo marco inicial de contagem de prazo ( i0 ) para concessão do benefício , conforme manifestação expressa da contratada nos autos deste aditivo . DATA DE ASSINATURA : 05 de agosto de 2021 . SIGNATÁRIOS : Pelo DF : LUCIANO CARVALHO DE OLIVEIRA , na qualidade de Secretário de Estado de Obras e Infraestrutura . Pela CONTRATADA : CRISTOVÃO GOMES PEREIRA , na qualidade de Sócio Diretor . ",O O O O O O O O O O O O O B-numero_contrato O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito I-data_escrito I-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1063,03/2020,00040-00015976/2019-56,05/08/2021,"EXTRATO DO PRIMEIRO TERMO ADITIVO AO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 03/2020 Processo : 00040-00015976/ 2019-56 . Partes : O DISTRITO FEDERAL , por meio da SECRETARIA DE ESTADO DA MULHER DO DISTRITO FEDERAL , CNPJ n ° 15.169.975/ 0001-15 , e a empresa AZTER SOLUÇÕES LTDA , CNPJ nº 10.221.304/ 0001-32 . OBJETO : O presente termo aditivo objetiva a alteração contratual com vistas a conceder reequilíbrio econômico-financeiro , conforme pleiteado no Requerimento ( 63621871 ) , de 23/11/2020 e anexos , observada a Nota Técnica nº 3/2021 - SMDF / SUAG / DIPLANF / GECOC ( 66215387 ) e o Parecer SEI-GDF nº 46/2021 - SMDF / AJL(66859487 ) , passando o valor anual do contrato para o montante de R$ 667.089,92 ( seiscentos e sessenta e sete mil , oitenta e noves reais e noventa e dois centavos ) . UNIDADE ORÇAMENTÁRIA : 57.101 . PROGRAMA DE TRABALHO : 14.422.6211.4211.0002 e 14.422.6211.4213.0002 . NATUREZA DA DESPESA : 3.3.90.39 . FONTE DE RECURSO : 100 . NOTA DE EMPENHO INICIAL : nº 2021NE00020 . VIGÊNCIA : O presente termo aditivo entra em vigor na data de sua assinatura . Porém , os efeitos financeiros do reequilíbrio econômico retroagem à 01/01/2021 , nos termos art. 65 , II , d , da Lei Nacional nº 8.666/1993 e da Nota Técnica nº 3/2021 - SMDF / SUAG / DIPLANF / GECOC ( 66215387 ) . DA ASSINATURA : 05/08/2021 . SIGNATÁRIOS : pela Contratante : VANDERCY ANTONIA DE CAMARGOS , na qualidade de Secretária Executiva ; pela Contratada : ZUHAIR MURDASH , na qualidade de Sócio Diretor . ",O O O O O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1064,40.542/2020,0370-000477/2016,03/08/2021,"EXTRATO DO SEGUNDO TERMO ADITIVO DO CONTRATO Nº 40.542/2020 Processo : 0370-000477/2016 . Das Partes : Secretaria de Estado de Desenvolvimento Econômico do DF , na qualidade de CONTRATANTE ; Consórcio NG-SIGMA-POLO JK , constituído pelas empresas , NG - Engenharia e Construções Ltda , inscrita sob o CNPJ / MF nº 04.326.648/ 0001-03 e Sigma Incorporações e Construções Ltda , inscrita sob o CNPJ / MF nº 20.103.987/ 0001-87 , na qualidade de CONTRATADA . DO OBJETO : O presente Termo Aditivo objetiva a prorrogação do prazo de execução por mais 120 ( cento e vinte ) dias ficando o prazo para até dia 01/12/2021 , com fundamento no inciso II , Art. 57 da Lei nº 8.666/93 . DA ASSINATURA : 03/08/2021 . DOS SIGNATÁRIOS : Pelo Contratante : JOSÉ EDUARDO PEREIRA FILHO na qualidade de Secretário de Estado e pelo contratado : NG - Engenharia e Construções Ltda , representada neste ato por LUCIANO NEVES GARCIA ; e Sigma Incorporações e Construções Ltda . , representada neste ato por ATHUS RODRIGUES DE SOUZA . ",O O O O O O O O B-numero_contrato O O B-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1065,02/2016,0391-000404/2016,30/07/2021,"EXTRATO DO 6º TERMO ADITIVO AO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 02/2016 Processo : 0391-000404/2016 . PARTES : INSTITUTO DO MEIO AMBIENTE E DOS RECURSOS HÍDRICOS DO DISTRITO FEDERAL - Brasília Ambiental X TRANSVEPAR TRANSPORTES E VEÍCULOS PARANÁ LTDA . OBJETO : O presente Termo Aditivo objetiva a prorrogação excepcional do prazo de vigência por mais 6 ( seis ) meses , com base no § 4º , art. 57 da Lei nº 8.666/93 . VALOR : O valor deste termo aditivo equivale a R$ 356.241,60 ( trezentos e cinquenta e seis mil duzentos e quarenta e um reais e sessenta centavos ) , empenhado o valor de R$ 85.254,40 ( oitenta e cinco mil duzentos e cinquenta e quatro reais e quarenta centavos ) , pelas Notas de Empenho nº 2021NE00631 a 2021NE00634 e 2021NE00639 . DOTAÇÃO ORÇAMENTÁRIA : PROGRAMA DE TRABALHO : 18.122.8210.8517.9659 ; FONTES DE RECURSOS : 100 , 157 , 183 e 220 ; CÓDIGO U.O. 21.208 ; NATUREZA DA DESPESA : 3.3.90.39 ; EVENTO : 400091 ; VIGÊNCIA : O presente Termo Aditivo entra em vigência em 03/08/2021 e finalizará tão logo ocorra a disponibilização dos veículos , objeto da contratação que se encontra em andamento . DATA DE ASSINATURA : 30/07/2021 . SIGNATÁRIOS : Pelo Brasília Ambiental : CLÁUDIO JOSÉ TRINCHÃO SANTOS , na qualidade de Presidente , e pela Contratada : CARLOS CESAR RIGOLINO JUNIOR , na qualidade de Representante Legal . ",O O O O O O O O O O O O B-numero_contrato O O B-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1066,09/2018,00094-00005082/2018-88,29/07/2021,"EXTRATO DO QUARTO TERMO ADITIVO AO CONTRATO Nº 09/2018 Processo : 00094-00005082/ 2018-88 . Partes : SERVIÇO DE LIMPEZA URBANA DO DISTRITO FEDERAL - SLU / DF , e a COOPERLIMPO DE CATADORES BRASIL ( COOPERLIMPO ) , CNPJ / MF nº 20.646.087/ 0001-86 . Do Objeto : Alterar o item 4.2 . da Cláusula Quarta do Contrato nº 09/2018 , com base no Despacho - SLU / PRESI / DITEC ( 62108674 ) , em razão da alteração do aproveitamento da Faixa 2 para a Faixa 1 , conforme Nota Técnica Conjunta nº 01/2017 ( 3850532 ) , e o Item 2.2.2 do Terceiro Termo Aditivo ao Contrato nº 09/2018 ( 41167674 ) ; Alterar a faixa de preço do valor unitário por tonelada / mês , que passará dos atuais R$ 304,14(trezentos e quatro reais e quatorze centavos ) , que perfaz o total de R$ 60.828,00(sessenta mil , oitocentos e vinte e oito reais ) mensais e R$ 729.936,00 ( setecentos e vinte e nove mil , novecentos e trinta e seis reais ) anuais , para R$ 248,10 ( duzentos e quarenta e oito reais e dez centavos ) , perfazendo o total de R$ 49.620,00 ( quarenta e nove mil seiscentos e vinte reais)mensais e R$ 595.440,00(quinhentos e noventa e cinco mil quatrocentos e quarenta reais)anuais , conforme expresso no Despacho - SLU / PRESI / DITEC ( 62108674 ) , e prorrogar o prazo de vigência de que trata a Cláusula Sétima do Contrato nº 09/2018 , por um mais um período de 12 ( doze ) meses , com base no disposto no artigo 57 , inciso II da Lei nº 8.666/93 . DA VIGÊNCIA : O presente Termo Aditivo terá vigência a partir de 01 de agosto de 2021 a 31 de julho de 2022 . DATA DA ASSINATURA : 29/07/2021 . SIGNATÁRIOS : Pelo SLU / DF , SILVIO DE MORAIS VIEIRA , Diretor-Presidente e DARLEY BRAZ DE QUEIROZ , Diretor de Administração e Finanças e pela CONTRATADA : MESAC VIDAL DA SILVA , Representante Legal . ",O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1067,01/2021,00413-00002284/2020-23,,"EXTRATO DO 1º TERMO ADITIVO AO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 01/2021 Processo : 00413-00002284/ 2020-23 - DAS PARTES : IPREV / DF x OI S.A. EM RECUPERAÇÃO JUDICIAL : Prorrogação do prazo prevista na Cláusula Oitava do Contrato , por mais 12 ( doze ) meses . DO PRAZO DE VIGÊNCIA : O presente Termo Aditivo entra em vigor pelo período compreendido entre 15/01/2022 a 14/01/2023 . DOS SIGNATÁRIOS : Pelo Iprev / DF : NEY FERRAZ JÚNIOR , na qualidade de Diretor-Presidente , e pela EMPRESA OI S.A. EM RECUPERAÇÃO JUDICIAL : NELSON NAOZO MOREIRA KUMEDA e VANÊSSA BORGES RAUPP FONSECA , na qualidade de Procuradores . ",O O O O O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1068,09/2020,041.001.286/2018,,"I TERMO ADITIVO AO CONTRATO BRB N ° 09/2020 Contratada : Consult Mídia Comércio e Serviços de Informática Ltda . Objeto Contrato : framework Camunda . Objeto aditivo : prorrogar por 24 meses e revisar preço . Valor : R$ 1.862.599,92 . Firmado em : 13.1.2022 . Signatários : Pelo BRB : Fabiano Pereira Côrtes ; Pela Contratada : Raul Maia da Silva . Processo : 041.001.286/2018 . BRUNO COSTA NUNES . Gerente de Área e.e . ",O O O O O O O O B-numero_contrato O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf O O O O O O O O O O 
1069,32/2017,00063-00002444/2020-33,,"EXTRATO DO DÉCIMO QUARTO TERMO ADITIVO AO CONTRATO Nº 32/2017 Contratante : FUNDAÇÃO HEMOCENTRO DE BRASÍLIA - CNPJ nº 86.743.457/ 0001-01 . Contratada : FRESENIUS HEMOCARE BRASIL LTDA - CNPJ nº 49.601.107/ 0001-84 . Objeto : prorrogar a vigência do Contrato por mais 12 ( doze ) meses nos termos do inciso II , do artigo 57 da Lei nº 8.666/93 ; inserir a Cláusula de Rescisão Amigável específica ; manutenção dos aditivos de quantitativos já efetuados até o momento no contrato ; informar o cronograma de entregas dos insumos e inserir reajuste de preços de 10,25 % para o novo ciclo de vigência contratual . Unidade Orçamentária : 23202 . Número das Notas de Empenho : 2021NE00962 e 2021NE00963 , Programa de Trabalho : 10.303.6202.2812.0002 . Naturezas da Despesa : 339030 e 339039 . Fonte de Recurso : 138 . Valor total : R$ 861.310,58 . Processo : 00063-00002444/ 2020-33 . Vigência : por mais 12 ( doze ) meses , a partir de 15/01/2022 . Assinam em 14 de janeiro de 2022 , pelo Contratante : OSNEI OKUMOTO , Presidente , e pela Contratada : RODRIGO YOSHITO TAKESHITA . ",O O O O O O O O O B-numero_contrato O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1070,01/2018,0950-000646/2016,14 janeiro de 2022,"QUARTO TERMO ADITIVO AO CONTRATO Nº 01/2018 Contrato nº 01/2018 - TCB / CLIMACAR REFRIGERAÇÃO LTDA . - EPP ; CNPJ nº : 02.008.261/ 0001-83 ; Processo 0950-000646/2016 ; Data da Publicação do Contrato Original : DODF nº 19 , de 26 de janeiro de 2018 , página 65 ; Data de Assinatura : 14 janeiro de 2022 ; Objeto : prorrogação do prazo de vigência por mais 12 ( doze ) meses , a partir de 16 de janeiro de 2022 ; Assinantes : P/ TCB Diretor-Presidente JOÃO RAIMUNDO DE OLIVEIRA - Diretor Administrativo e Financeiro - MARCOS VINICIUS BOARON e P / CLIMACAR REFRIGERAÇÃO LTDA . - EPP - ALEXANDRE GUIMARÃES BATISTA - Representante Legal . ",O O O O O O B-numero_contrato O O O O O O O O O O O O O O O O O O O O B-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito I-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1071,02/2020,00095-00002135/2019-61,14 de janeiro de 2022,"SEGUNDO TERMO ADITIVO AO CONTRATO Nº 02/2020 Contrato nº 02/2020 - TCB / BRY USA SERVIÇOS DE TECNOLOGIA LTDA . ; CNPJ nº 32.528.866/ 0001-66 ; Processo : 00095-00002135/ 2019-61 ; Data da Publicação do Contrato Original : DODF nº 26 , de 06 de fevereiro de 2020 , página 24 ; Data de Assinatura : 14 de janeiro de 2022 ; Objeto : prorrogação do prazo de vigência por mais 12 ( doze ) meses , a partir de 15 de janeiro de 2022 ; Assinantes : P/ TCB : Diretor-Presidente , JOÃO RAIMUNDO DE OLIVEIRA e Diretor Administrativo e Financeiro , MARCOS VINICIUS BOARON e P / BRY USA SERVIÇOS DE TECNOLOGIA LTDA : LUIGI SILVA MOTA , Representante Legal . ",O O O O O O B-numero_contrato O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito I-data_escrito I-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1072,9912518425,00110-00002891/2020-15,,"EXTRATO DO PRIMEIRO TERMO ADITIVO AO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 9912518425 Processo : 00110-00002891/ 2020-15 . Partes : SECRETARIA DE ESTADO DE OBRAS E INFRAESTRUTURA DO DISTRITO FEDERAL e a EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS . Objeto : Prorrogar o prazo de vigência do Contrato de Prestação de Serviços nº 9912518425 , com base no inciso II , art. 57 da Lei nº 8.666/93 , compreendendo o período de 19/01/2022 a 19/01/2023 . VALOR TOTAL DO CONTRATO : R$ 13.879,44 ( treze mil oitocentos e setenta e nove reais e quarenta e quatro centavos ) . PRAZO DE VIGÊNCIA : 12 ( doze ) meses . RATIFICAÇÃO : Permanecem inalteradas as demais cláusulas do Contrato a que se refere o presente Termo Aditivo . SIGNATÁRIOS : pela CONTRATADA , Helen Aparecida de Oliveira Cardoso na qualidade de Gerente e Alan Valter Tavares na qualidade de Chefe de Seção e pela CONTRATANTE , Janaína de Oliveira Chagas - Secretária de Estado de Obras e Infraestrutura do Distrito Federal Substituta . ",O O O O O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1073,,00070-00005177/2019-60,14/01/2022,"EXTRATO DO SETIMO TERMO ADITIVO AO CONTRATO DE GESTÃO CELEBRADO ENTRE A SEAGRI / DF E O SERVIÇO SOCIAL AUTÔNOMO PARQUE GRANJA DO TORTO Processo : 00070-00005177/ 2019-60 . Partes : SEAGRI / DF e SERVIÇO SOCIAL AUTÔNOMO PARQUE GRANJA DO TORTO . O presente Termo objetiva : ( i ) Alterar o respectivo Plano de Trabalho , alinhado com as novas metas e indicadores para o exercício de 2022 , nos termos do art. 9º , § 1º , da Lei nº 6.170 , de 2018 , especificado pelo Plano de Trabalho apresentado pelo Documento SEI Id . nº 76585393 . Prazo de Vigência : O Termo Aditivo terá vigência desde a sua assinatura . Data de assinatura : 14/01/2022 . Signatários : Pela SEAGRI / DF : CANDIDO TELES DE ARAUJO , na qualidade de Secretário de Estado . Pela Contratada : EUGÊNIO DE MENEZES FARIAS , na qualidade Diretor Presidente . ",O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1074,11/2020,00401-00011760/2019-57,11/01/2022,"EXTRATO DO 2º TERMO ADITIVO AO CONTRATO Nº 11/2020 Processo : 00401-00011760/ 2019-57 . Partes : DEFENSORIA PÚBLICA DO DISTRITO FEDERAL - DPDF X EDISON LUIZ CASAS PINTO - ME . Objeto : Alterar a razão social da Contratada , que passa a ser TSM TECNOLOGIA E SISTEMAS DE MONITORAMENTO LTDA . Vigência : a partir da data de sua assinatura . Assinatura : 11/01/2022 . Signatários : pela CONTRATANTE : JOÃO CARNEIRO AIRES , na qualidade de Defensor Público-Geral Substituto ; pela CONTRATADA : EDISON LUIZ CASAS PINTO , na qualidade de Empresário Individual . ",O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1075,01/2019,13459/2018,14/01/2022 - Assinam: pelo Tribunal,"EXTRATO DO 3º TERMO ADITIVO AO CONTRATO Nº 01/2019 Contratante : Tribunal de Contas do Distrito Federal - CNPJ nº 00.534.560/ 0001-26 - Contratada : CTS - CENTRO DE TECNOLOGIA DE SOFTWARE LTDA - CNPJ nº 06.023.804/ 0001-92 - Objeto : fornecimento de licença de uso do software RYBENÁ , para o Tribunal de Contas do Distrito Federal - TCDF - prorrogação de vigência contratual - Processo 13459/2018 - Licitação : Inexigível - caput do artigo 25 da Lei nº 8.666/1993 - Fundamento Legal do Aditivo : art. 57 , inciso IV da Lei nº 8.666/1993 Vigência e Execução : de 23/01/2022 a 22/01/2023 - Valor do Aditivo : R$ 7.800,00 ( sete mil e oitocentos reais ) - Unidade Gestora : 20101 - Gestão : 1 - Classificação Orçamentária : 339040 - SERVIÇO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - Programa de Trabalho : 01126823125572568 - Fonte de Recursos : 100 - ORDINÁRIO NÃO VINCULADO - Nota de Empenho : 2022NE00003 - Data de Emissão da NE : 11/01/2022 - Valor da NE : R$ 7.800,00 ( sete mil e oitocentos reais ) - Data da Assinatura : 14/01/2022 - Assinam : pelo Tribunal , Paulo Cavalcanti de Oliveira ; e , pela Contratada , José Fernando Prestes . Data de Publicação dos termos anteriores : Contrato nº 1/2019 ( DODF nº 18 , pág. 34 , 25/01/2019 ) ; 1 º TA ( DODF nº 7 , pág. 37 , 10/01/2020 ) ; 2º TA ( DODF nº 246 , pág. 131 , 31/12/2020 ) . ",O O O O O O O O B-numero_contrato O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito I-data_escrito I-data_escrito I-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1076,01/2018,00394-00000338/2018-21,26/08/2021,"EXTRATO AO 4 ° TERMO ADITIVO DO CONTRATO Nº 01/2018 Processo : 00394-00000338/ 2018-21 . PARTES : Casa Civil do Distrito Federal , Secretaria de Estado de Governo do Distrito Federal e Fundação de Amparo ao Trabalhador Preso do Distrito Federal . OBJETO : Alterar a representação do Contrato nº 01/ 2018-CASA CIVIL , no qual passará a figurar a Secretaria de Estado de Governo ( SEGOV ) como titular , em substituição à Casa Civil do Distrito Federal , como único órgão competente para administrar e executar em seu nome o presente contrato , conforme o Decreto 39.898 , de 18 de junho de 2019 , publicado no DODF n ° 130 , de 12 de julho de 2019 página 1 , Decreto n ° 40.985 , de 13 de julho de 2020 , publicado no DODF n ° 131 , de 14 de julho de 2020 , página 2 e Decreto nº 42.057 , de 30 de abril de 2021 , publicado no DODF nº 81 , de 03 de maio de 2021 , páginas 2 e 4 ; As Notas Fiscais decorrentes da presente contratação serão emitidas em nome da Secretaria de Estado de Governo ( SEGOV ) , CNPJ nº 41.847.176/ 0001-60 . DA VIGÊNCIA : A partir da data de sua assinatura . DATA DE ASSINATURA : 26/08/2021 . SIGNATÁRIOS : Pelo DISTRITO FEDERAL : GUSTAVO DO VALE ROCHA , na qualidade de Secretário de Estado Chefe da Casa Civil , e JOSÉ HUMBERTO PIRES , na qualidade de Secretário de Estado de Governo . Pela Fundação de Amparo ao Trabalhador Preso do Distrito Federal : DEUSELITA PEREIRA MARTINS , na qualidade de Diretora Executiva . ",O O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
