dodf,num_doc_dodf,data_doc_dodf,ato,texto_ato,hierarquia_lotacao,orgao,motivo,nome,matricula,cargo_efetivo,vigencia,matricula_SIAPE,cargo_comissionado,simbolo,a_pedido_ou_nao,IOB
33_219.17.10.2014,219,17.10.2014,Ato_Exoneracao_Comissionado,"EXONERAR DENAIR ALVES FERREIRA VIANA do Cargo de Natureza Especial, Simbolo CNE-06, de Chefe, da Assessoria Tecnica, do Instituto de Defesa do Consumidor do Distrito Federal PROCON/DF.",Assessoria Tecnica,Instituto de Defesa do Consumidor do Distrito Federal PROCON/DF,,DENAIR ALVES FERREIRA VIANA,,,,,Chefe,CNE-06,,O B-nome I-nome I-nome I-nome O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
33_219.17.10.2014,219,17.10.2014,Ato_Exoneracao_Comissionado,"EXONERAR RAUL MACEDO DE CARVALHO do Cargo em Comissao, Simbolo DFA-14, de Assessor de Imprensa, da Assessoria Tecnica, do Instituto de Defesa do Consumidor do Distrito Federal PROCON/DF.",Assessoria Tecnica,Instituto de Defesa do Consumidor do Distrito Federal PROCON/DF,,RAUL MACEDO DE CARVALHO,,,,,Assessor de Imprensa,DFA-14,,O B-nome I-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
33_219.17.10.2014,219,17.10.2014,Ato_Exoneracao_Comissionado,"EXONERAR ELEYDY BOTELHO FIALHO do Cargo em Comissao, Simbolo DFG-12, de Chefe, do Nucleo de Apoio ao Suporte Administrativo, do Instituto de Defesa do Consumidor do Distrito Federal PROCON/DF PROCON/DF",Nucleo de Apoio ao Suporte Administrativo,Instituto de Defesa do Consumidor do Distrito Federal PROCON/DF PROCON/DF,,ELEYDY BOTELHO FIALHO,,,,,Chefe,DFG-12,,O B-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao
33_219.17.10.2014,219,17.10.2014,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, LUCIANO ARAUJO DE CASTRO, Procurador do Distrito Federal ral Categoria I, matricula 174.849-1, do Cargo de Natureza Especial, Simbolo CNE-05, de Procurador-Chefe, da Procuradoria Administrativa, da Procuradoria-Geral do Distrito Federal, a contar de 07 de outubro de 2014.",Procuradoria Administrativa,Procuradoria-Geral do Distrito Federal,,LUCIANO ARAUJO DE CASTRO,174.849-1,Procurador do Distrito Federal ral Categoria I,a contar de 07 de outubro de 2014,,Procurador-Chefe,CNE-05,a pedido,O O B-vigencia O O B-nome I-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O B-matricula O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao O B-vigencia I-vigencia I-vigencia I-vigencia I-vigencia I-vigencia I-vigencia I-vigencia O
33_219.17.10.2014,219,17.10.2014,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, LINDIONORA RIBEIRO SOUSA, Tecnico em Radiologia, matricula 142.604-4, do Cargo em Comissao, Simbolo DFG-07, de Chefe do Nucleo de Radiologia e Imagenologia, da Gerencia de Diagnose e Terapia, da Diretoria do Hospital Regional do Gama, da Coordenacao Geral de Saude do Gama, da Subsecretaria de Atencao a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Gerencia de Diagnose e Terapia, da Diretoria do Hospital Regional do Gama, da Coordenacao Geral de Saude do Gama, da Subsecretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,,LINDIONORA RIBEIRO SOUSA,142.604-4,Tecnico em Radiologia,,,Chefe do Nucleo de Radiologia e Imagenologia,DFG-07,a pedido,O O B-a_pedido_ou_nao I-a_pedido_ou_nao O B-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado I-cargo_comissionado I-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
33_219.17.10.2014,219,17.10.2014,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, CARLOS AUGUSTO CINELLI AZEVEDO SILVA, Carreira Medica (Anestesiologia), matricula 145.226-6, do Cargo em Comissao, Simbolo DFG-07, de Chefe da Unidade de Anestesiologia e Medicina Perioperatoria, da Diretoria do Hospital Regional de Samambaia, da Coordenacao Geral de Saude de Samambaia, da Subsecretaria de Atencao a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Unidade de Anestesiologia e Medicina Perioperatoria, da Diretoria do Hospital Regional de Samambaia, da Coordenacao Geral de Saude de Samambaia, da Subsecretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,,CARLOS AUGUSTO CINELLI AZEVEDO SILVA,145.226-6,Medica (Anestesiologia),,,Chefe,DFG-07,a pedido,O O B-a_pedido_ou_nao I-a_pedido_ou_nao O B-nome I-nome I-nome I-nome I-nome O O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
33_219.17.10.2014,219,17.10.2014,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, JOSE MOREIRA DANTAS, matricula 1.440.738-0, do Cargo em Comissao, Simbolo DFG-07, de Chefe do Nucleo de Apoio Operacional, nal, da Gerencia do Centro de Saude no 04, da Diretoria Regional de Atencao Primaria a Saude, da Coordenacao Geral de Saude do Guara, da Subsecretaria de Atencao a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Nucleo de Apoio Operacional, nal, da Gerencia do Centro de Saude no 04, da Diretoria Regional de Atencao Primaria a Saude, da Coordenacao Geral de Saude do Guara, da Subsecretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,por estar sendo nomeado para outro cargo,JOSE MOREIRA DANTAS,1.440.738-0,,por estar sendo nomeado para outro cargo,,Chefe,DFG-07,,O O B-motivo I-motivo I-motivo I-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
33_219.17.10.2014,219,17.10.2014,Ato_Exoneracao_Comissionado,"EXONERAR THAIS JANINE LEAL SAMPAIO, Auxiliar de Enfermagem, matricula 189.147-2, do Cargo em Comissao, Simbolo DFG-07, de Chefe do Nucleo de Apoio e Remocao de Pacientes, tes, da Gerencia de Enfermagem, da Diretoria do Hospital Regional do Guara, da Coordenacao Geral de Saude do Guara, da Subsecretaria de Atencao a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Nucleo de Apoio e Remocao de Pacientes, tes, da Gerencia de Enfermagem, da Diretoria do Hospital Regional do Guara, da Coordenacao Geral de Saude do Guara, da Subsecretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,,THAIS JANINE LEAL SAMPAIO,189.147-2,Auxiliar de Enfermagem,,,Chefe,DFG-07,,O B-nome I-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
33_219.17.10.2014,219,17.10.2014,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, RICARDO GONCALVES OLIVEIRA, Carreira Medica (Anatomia Patologia), matricula 189.975-9, do Cargo em Comissao, Simbolo DFG-07, de Chefe do Nucleo de Citopatologia e Anatomia Patologica, da Gerencia de Diagnose e Terapia, da Diretoria do Hospital Regional de Ceilandia, da Coordenacao Geral de Saude de Ceilandia, da Subsecretaria de Atencao a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Gerencia de Diagnose e Terapia, da Diretoria do Hospital Regional de Ceilandia, da Coordenacao Geral de Saude de Ceilandia, da Subsecretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,,RICARDO GONCALVES OLIVEIRA,189.975-9,Medica (Anatomia Patologia),,,Chefe do Nucleo de Citopatologia e Anatomia Patologica,DFG-07,a pedido,O O B-a_pedido_ou_nao I-a_pedido_ou_nao O B-nome I-nome I-nome O O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado I-cargo_comissionado I-cargo_comissionado I-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
33_219.17.10.2014,219,17.10.2014,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, NELSON FRICK DA SILVA FAGUNDES, Farmaceutico Bioquimico de Laboratorio, matricula 188.711-4, do Cargo de Natureza Especial, Simbolo CNE-06, de Diretor, da Diretoria do Laboratorio Central de Saude Publica, da Subsecretaria de Vigilancia a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Diretoria do Laboratorio Central de Saude Publica, da Subsecretaria de Vigilancia a Saude",Secretaria de Estado de Saude do Distrito Federal,,NELSON FRICK DA SILVA FAGUNDES,188.711-4,Farmaceutico Bioquimico de Laboratorio,,,Diretor,CNE-06,a pedido,O O B-a_pedido_ou_nao I-a_pedido_ou_nao O B-nome I-nome I-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O B-matricula O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
33_219.17.10.2014,219,17.10.2014,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, LUCIANO ARAUJO DE CASTRO, Procurador do Distrito Federal ral Categoria I, matricula 174.849-1, do Cargo de Natureza Especial, Simbolo CNE-05, de Procurador-Chefe, da Procuradoria Administrativa, da Procuradoria-Geral do Distrito Federal, a contar de 07 de outubro de 2014.",Procuradoria Administrativa,Procuradoria-Geral do Distrito Federal,,LUCIANO ARAUJO DE CASTRO,174.849-1,Procurador do Distrito Federal ral Categoria I,a contar de 07 de outubro de 2014,,Procurador-Chefe,CNE-05,a pedido,O O B-vigencia O O B-nome I-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O B-matricula O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao O B-vigencia I-vigencia I-vigencia I-vigencia I-vigencia I-vigencia I-vigencia I-vigencia O
33_219.17.10.2014,219,17.10.2014,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, LINDIONORA RIBEIRO SOUSA, Tecnico em Radiologia, matricula 142.604-4, do Cargo em Comissao, Simbolo DFG-07, de Chefe do Nucleo de Radiologia e Imagenologia, da Gerencia de Diagnose e Terapia, da Diretoria do Hospital Regional do Gama, da Coordenacao Geral de Saude do Gama, da Subsecretaria de Atencao a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Gerencia de Diagnose e Terapia, da Diretoria do Hospital Regional do Gama, da Coordenacao Geral de Saude do Gama, da Subsecretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,,LINDIONORA RIBEIRO SOUSA,142.604-4,Tecnico em Radiologia,,,Chefe do Nucleo de Radiologia e Imagenologia,DFG-07,a pedido,O O B-a_pedido_ou_nao I-a_pedido_ou_nao O B-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado I-cargo_comissionado I-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
33_219.17.10.2014,219,17.10.2014,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, CARLOS AUGUSTO CINELLI AZEVEDO SILVA, Carreira Medica (Anestesiologia), matricula 145.226-6, do Cargo em Comissao, Simbolo DFG-07, de Chefe da Unidade de Anestesiologia e Medicina Perioperatoria, da Diretoria do Hospital Regional de Samambaia, da Coordenacao Geral de Saude de Samambaia, da Subsecretaria de Atencao a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Unidade de Anestesiologia e Medicina Perioperatoria, da Diretoria do Hospital Regional de Samambaia, da Coordenacao Geral de Saude de Samambaia, da Subsecretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,,CARLOS AUGUSTO CINELLI AZEVEDO SILVA,145.226-6,Medica (Anestesiologia),,,Chefe,DFG-07,a pedido,O O B-a_pedido_ou_nao I-a_pedido_ou_nao O B-nome I-nome I-nome I-nome I-nome O O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
33_219.17.10.2014,219,17.10.2014,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, JOSE MOREIRA DANTAS, matricula 1.440.738-0, do Cargo em Comissao, Simbolo DFG-07, de Chefe do Nucleo de Apoio Operacional, nal, da Gerencia do Centro de Saude no 04, da Diretoria Regional de Atencao Primaria a Saude, da Coordenacao Geral de Saude do Guara, da Subsecretaria de Atencao a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Nucleo de Apoio Operacional, nal, da Gerencia do Centro de Saude no 04, da Diretoria Regional de Atencao Primaria a Saude, da Coordenacao Geral de Saude do Guara, da Subsecretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,por estar sendo nomeado para outro cargo,JOSE MOREIRA DANTAS,1.440.738-0,,por estar sendo nomeado para outro cargo,,Chefe,DFG-07,,O O B-motivo I-motivo I-motivo I-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
33_219.17.10.2014,219,17.10.2014,Ato_Exoneracao_Comissionado,"EXONERAR THAIS JANINE LEAL SAMPAIO, Auxiliar de Enfermagem, matricula 189.147-2, do Cargo em Comissao, Simbolo DFG-07, de Chefe do Nucleo de Apoio e Remocao de Pacientes, tes, da Gerencia de Enfermagem, da Diretoria do Hospital Regional do Guara, da Coordenacao Geral de Saude do Guara, da Subsecretaria de Atencao a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Nucleo de Apoio e Remocao de Pacientes, tes, da Gerencia de Enfermagem, da Diretoria do Hospital Regional do Guara, da Coordenacao Geral de Saude do Guara, da Subsecretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,,THAIS JANINE LEAL SAMPAIO,189.147-2,Auxiliar de Enfermagem,,,Chefe,DFG-07,,O B-nome I-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
33_219.17.10.2014,219,17.10.2014,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, RICARDO GONCALVES OLIVEIRA, Carreira Medica (Anatomia Patologia), matricula 189.975-9, do Cargo em Comissao, Simbolo DFG-07, de Chefe do Nucleo de Citopatologia e Anatomia Patologica, da Gerencia de Diagnose e Terapia, da Diretoria do Hospital Regional de Ceilandia, da Coordenacao Geral de Saude de Ceilandia, da Subsecretaria de Atencao a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Gerencia de Diagnose e Terapia, da Diretoria do Hospital Regional de Ceilandia, da Coordenacao Geral de Saude de Ceilandia, da Subsecretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,,RICARDO GONCALVES OLIVEIRA,189.975-9,Medica (Anatomia Patologia),,,Chefe do Nucleo de Citopatologia e Anatomia Patologica,DFG-07,a pedido,O O B-a_pedido_ou_nao I-a_pedido_ou_nao O B-nome I-nome I-nome O O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado I-cargo_comissionado I-cargo_comissionado I-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
33_219.17.10.2014,219,17.10.2014,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, NELSON FRICK DA SILVA FAGUNDES, Farmaceutico Bioquimico de Laboratorio, matricula 188.711-4, do Cargo de Natureza Especial, Simbolo CNE-06, de Diretor, da Diretoria do Laboratorio Central de Saude Publica, da Subsecretaria de Vigilancia a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Diretoria do Laboratorio Central de Saude Publica, da Subsecretaria de Vigilancia a Saude",Secretaria de Estado de Saude do Distrito Federal,,NELSON FRICK DA SILVA FAGUNDES,188.711-4,Farmaceutico Bioquimico de Laboratorio,,,Diretor,CNE-06,a pedido,O O B-a_pedido_ou_nao I-a_pedido_ou_nao O B-nome I-nome I-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O B-matricula O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
33_219.17.10.2014,219,17.10.2014,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, LUCIANO ARAUJO DE CASTRO, Procurador do Distrito Federal ral Categoria I, matricula 174.849-1, do Cargo de Natureza Especial, Simbolo CNE-05, de Procurador-Chefe, da Procuradoria Administrativa, da Procuradoria-Geral do Distrito Federal, a contar de 07 de outubro de 2014.",Procuradoria Administrativa,Procuradoria-Geral do Distrito Federal,,LUCIANO ARAUJO DE CASTRO,174.849-1,Procurador do Distrito Federal ral Categoria I,a contar de 07 de outubro de 2014,,Procurador-Chefe,CNE-05,a pedido,O O B-vigencia O O B-nome I-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O B-matricula O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao O B-vigencia I-vigencia I-vigencia I-vigencia I-vigencia I-vigencia I-vigencia I-vigencia O
